© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
RAB1A	 	enzyme	 	 	4.22E-02	1.48E-01	PRKCD	 
TWIST2	 	transcription regulator	 	 	4.22E-02	1.48E-01	IL1B	 
THRSP	 	other	 	 	4.22E-02	1.48E-01	ACLY	 
SDC4	 	other	 	 	4.22E-02	1.48E-01	IL1B	 
SLC7A11	 	transporter	 	 	4.22E-02	1.48E-01	IL1B	 
IL36RN	 	cytokine	 	 	4.22E-02	1.48E-01	IL1B	 
HES7	 	transcription regulator	 	 	4.22E-02	1.48E-01	HES1	 
CCNT2	 	transcription regulator	 	 	4.22E-02	1.48E-01	DDIT3	 
IMPACT	0.806	other	 	 	4.22E-02	1.48E-01	DDIT3	 
GNPAT	 	enzyme	 	 	4.22E-02	1.48E-01	IL1B	 
CSTB	 	peptidase	 	 	4.22E-02	1.48E-01	IL1B	 
DGKA	 	kinase	 	 	4.22E-02	1.48E-01	IL1B	 
MXD3	 	transcription regulator	 	 	4.22E-02	1.48E-01	ID2	 
GAPDH	 	enzyme	 	 	4.22E-02	1.48E-01	TXNIP	 
CRTAP	 	other	 	 	4.22E-02	1.48E-01	SERPINE1	 
HSPA1A/HSPA1B	3.352	enzyme	 	 	4.22E-02	1.48E-01	Hspa1b	 
RNF11	 	enzyme	 	 	4.22E-02	1.48E-01	SERPINE1	 
Mia2	 	other	 	 	4.22E-02	1.48E-01	DDIT3	 
CEBPB	 	transcription regulator	 	1.384	4.26E-02	1.49E-01	Abcb1b,CCRL2,CD14,DHCR7,HDC,HSP90AA1,IL1B,LEPR,PPARGC1A,PRKCD,RCAN1,SERPINE1,TFRC,TUBB	 
CHUK	 	kinase	 	0.808	4.37E-02	1.53E-01	Ccl9,GRN,IL1A,RCAN1,RGS16,SOCS3	 
CD36	 	transmembrane receptor	 	 	4.39E-02	1.53E-01	APOA4,IL1B,PPARGC1A	 
VDR	 	transcription regulator	 	0.847	4.41E-02	1.53E-01	IL18,IL1A,NOS3,PTPRF,SOCS3,THBD,TXNIP,WSB1	 
LEPR	1.672	transmembrane receptor	 	 	4.47E-02	1.53E-01	APOA4,GADD45B,ID2,LEPR,PPARGC1A,SERPINE1,SOCS3	 
MAP2K1/2	 	group	 	 	4.47E-02	1.53E-01	DDIT3,GJA1	 
IL17C	 	cytokine	 	 	4.47E-02	1.53E-01	IL1A,IL1B	 
LRBA	 	other	 	 	4.47E-02	1.53E-01	IL1B,Mx2	 
GLIS2	 	transcription regulator	 	 	4.47E-02	1.53E-01	SERPINE1,SNAI2	 
UCP2	 	transporter	 	 	4.47E-02	1.53E-01	HDC,IL1B	 
EZR	 	other	 	 	4.47E-02	1.53E-01	DDIT3,IL1B	 
IFNA4	 	cytokine	 	 	4.47E-02	1.53E-01	Mx2,USP18	 
CBFA2T3	 	transcription regulator	 	 	4.47E-02	1.53E-01	ID2,RCAN1	 
AR	 	ligand-dependent nuclear receptor	 	-0.847	4.60E-02	1.57E-01	AQP8,Cd24a,ELOVL2,FGFR2,GJA1,HSD3B1,IL1A,NR3C1,OCLN,PTPRF,SLC41A2,TBC1D8,TIMM10	 
EIF2S1	 	translation regulator	 	 	4.69E-02	1.59E-01	DDIT3,IFRD1,PLIN4	 
SERPINE2	 	other	 	 	4.69E-02	1.59E-01	Ccl9,IL1A,IL1B	 
MMP2	 	peptidase	 	 	4.69E-02	1.59E-01	ABCG8,IL1B,PPARGC1A	 
UCP1	 	transporter	 	1.134	4.87E-02	1.65E-01	ACOT2,ATF5,Cd24a,DDIT3,ERN1,IL1B,MAP1LC3A	 
CTNNB1	 	transcription regulator	 	0.368	4.88E-02	1.65E-01	ACAA1,ACADL,ACAT2,CA3,CIDEC,CYP1A1,CYP1A2,CYP4F12,GADD45B,HES1,Hsd3b4 (includes others),ID2,IL1B,NUDT7,SNAI2	 
Histone h3	 	group	 	 	4.92E-02	1.66E-01	ACOT4,ADRA1B,FGFR2,HES1,ID2,IL1B,MGLL,PPARGC1A,SOCS3	 
PTEN	 	phosphatase	 	0.213	4.94E-02	1.66E-01	ACAA1,CA3,CA8,CRCP,EHHADH,FDPS,HADHB,IL1B,LHPP,LSS,PPARGC1A,SOCS3,VNN1	 
XDH	 	enzyme	 	 	5.00E-02	1.66E-01	IL1B,SERPINE1	 
AXL	 	kinase	 	 	5.00E-02	1.66E-01	IL18,IL1B	 
IL6R	 	transmembrane receptor	 	 	5.00E-02	1.66E-01	IL1B,SOCS3	 
APEX1	 	enzyme	 	 	5.00E-02	1.66E-01	IL1A,NR4A1	 
MAPKAPK3	 	kinase	 	 	5.00E-02	1.66E-01	DDIT3,HSPB8	 
ACE2	 	peptidase	 	 	5.00E-02	1.66E-01	IL1B,SERPINE1	 
SMAD3	 	transcription regulator	Activated	2.177	5.15E-02	1.70E-01	CYP1A1,DDIT3,IL1B,JUND,PPARGC1A,SERPINE1	 
EGFR	 	kinase	Activated	2.429	5.48E-02	1.76E-01	ATAD3A,EPHA2,GJA1,IL1B,SERPINE1,TIMM10	 
RARA	 	ligand-dependent nuclear receptor	Inhibited	-2.236	5.86E-02	1.76E-01	ATF5,DHRS3,FOSL2,IL1A,KLF4	 
P38 MAPK	 	group	 	1.969	7.34E-02	1.97E-01	IL1A,IL1B,SERPINE1,SOCS3	 
ADAM12	 	peptidase	 	1.980	7.34E-02	1.97E-01	Ccl9,LAMB3,LOXL4,SERPINE1	 
NCOA1	 	transcription regulator	 	-1.951	8.84E-02	2.10E-01	ALDOA,CBX4,CYP7A1,FGFR2	 
IGF1R	 	transmembrane receptor	Activated	2.415	1.04E-01	2.23E-01	ALDOA,DDIT3,IL1A,IL1B,INHBB,NOS3,RBM3,SLC25A20	 
CSF1	 	cytokine	Activated	2.000	1.30E-01	2.50E-01	GAS7,IL1A,IL1B,KLF2	 
Ifnar	 	group	 	1.869	1.41E-01	2.52E-01	DDIT3,IL1B,Mx2,USP18	 
MTOR	 	kinase	Activated	2.400	1.54E-01	2.66E-01	ACADL,FDPS,IL1B,PPARGC1A,SOCS3,TXNIP	 
TGFBR2	 	kinase	 	-1.890	1.97E-01	2.98E-01	ABHD17C,GADD45B,HDC,IL1A,MAPKAPK2,NFKBIZ,SOCS3	 
IL4	 	cytokine	Activated	2.131	2.05E-01	3.08E-01	ABCA2,ABHD17C,ADRM1,Cd24a,FLNB,GADD45B,GSTT2/GSTT2B,HDC,IL1B,MAPKAPK2,NFKBIZ,PPARGC1A,PRKCD,SOCS3,TFRC	 
Alpha catenin	 	group	 	-1.982	2.17E-01	3.17E-01	ADAMTS1,IL1B,NFKBIZ,SOCS3	 
KDM5A	 	transcription regulator	Inhibited	-2.000	2.35E-01	3.30E-01	ATP1B1,DNAJC11,GPT2,MRPL17	 
TLR2	 	transmembrane receptor	 	1.980	2.54E-01	3.45E-01	GJA1,IL1A,IL1B,SOCS3	 
IL5	 	cytokine	Activated	2.000	3.25E-01	3.99E-01	ALDOA,ATP1B1,GALK1,GSTT2/GSTT2B	 
ZBTB10	 	other	Activated	2.000	3.64E-01	4.31E-01	CD83,IL1B,Mx2,SERPINE1	 
IL6	 	cytokine	 	1.934	5.41E-01	5.80E-01	ABCB11,CYP2C8,ID2,SOCS3	 
