© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Amyotrophic Lateral Sclerosis Signaling	-0E00	1.77E-02	NaN	PIK3R1,VEGFA	
Actin Cytoskeleton Signaling	-0E00	2.12E-02	1.000	ACTG1,MYH14,PIK3R1,RASD1,ROCK2	
Synaptic Long Term Depression	-0E00	5.32E-03	NaN	RASD1	
Mitochondrial Dysfunction	-0E00	1.89E-02	NaN	NDUFA4L2,NDUFS6,PSEN2	
Regulation of Actin-based Motility by Rho	-0E00	9.26E-03	NaN	RND3	
α-Adrenergic Signaling	-0E00	2.91E-02	NaN	ADCY9,ADRA1A,RASD1	
Caveolar-mediated Endocytosis Signaling	-0E00	4.11E-02	NaN	ACTG1,PTPN1,SRC	
Clathrin-mediated Endocytosis Signaling	-0E00	3.31E-02	NaN	ACTG1,PIK3R1,S100A8,SRC,TFRC,VEGFA	
Role of NFAT in Regulation of the Immune Response	-0E00	2.6E-02	0.000	BLNK,ELP1,GATA4,KPNA2,KPNA6,NFKBIA,PIK3R1,RASD1,RCAN1,RELB	
FcγRIIB Signaling in B Lymphocytes	-0E00	3.53E-02	NaN	BLNK,PIK3R1,RASD1	
Calcium-induced T Lymphocyte Apoptosis	-0E00	3.86E-03	NaN	ATP2A3	
Airway Pathology in Chronic Obstructive Pulmonary Disease	-0E00	3.81E-02	NaN	CXCL3,IL1B,PRTN3,TNF	
fMLP Signaling in Neutrophils	-0E00	3.12E-02	NaN	NFKBIA,PIK3R1,RASD1,RELB	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	3.52E-03	NaN	PIK3R1	
T Helper Cell Differentiation	-0E00	1.47E-02	NaN	STAT3,TNF,TNFRSF1A,TNFRSF1B	
CCR3 Signaling in Eosinophils	-0E00	2.34E-02	NaN	PIK3R1,RASD1,ROCK2	
CD28 Signaling in T Helper Cells	-0E00	1.58E-02	NaN	ELP1,MAP3K1,NFKBIA,PIK3R1,RELB	
Dendritic Cell Maturation	-0E00	4.08E-02	2.324	ATF4,ELP1,ICAM1,IL1B,MAP3K14,MYD88,NFKBIA,PIK3R1,RELB,STAT2,TLR2,TNF,TNFRSF1A,TNFRSF1B,TRAF6	
Melatonin Signaling	-0E00	1.45E-02	NaN	MAP2K6	
Cellular Effects of Sildenafil (Viagra)	-0E00	2.11E-02	NaN	ACTG1,ADCY9,MYH14	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	2.02E-02	NaN	PIK3R1,SRC	
Endothelin-1 Signaling	-0E00	3.8E-02	1.633	ADCY9,CASP4,HMOX1,PIK3R1,PTGER2,RASD1,SRC	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	4.14E-02	1.633	ATF4,BMP2,CCND1,FZD7,GATA4,ROCK2	
Semaphorin Signaling in Neurons	-0E00	3.45E-02	NaN	RND3,ROCK2	
CDK5 Signaling	-0E00	2.75E-02	NaN	ADCY9,PPP1R10,RASD1	
iCOS-iCOSL Signaling in T Helper Cells	-0E00	9.77E-03	NaN	NFKBIA,PIK3R1,RELB	
Corticotropin Releasing Hormone Signaling	-0E00	2.07E-02	NaN	ADCY9,ATF4,VEGFA	
Polyamine Regulation in Colon Cancer	-0E00	1.67E-02	NaN	ODC1	
Human Embryonic Stem Cell Pluripotency	-0E00	3.07E-02	NaN	BMP2,FOXO1,FZD7,PIK3R1,S1PR1	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	3.9E-02	NaN	PIK3R1,RASD1,SRC	
CREB Signaling in Neurons	-0E00	2.6E-02	0.000	ADCY9,ADRA1A,ATF4,CELSR1,CNR2,FZD7,GPR146,GPR17,HCAR2,PIK3R1,POLR2H,PTGER2,RASD1,S1PR1,VEGFA	
Basal Cell Carcinoma Signaling	-0E00	2.9E-02	NaN	BMP2,FZD7	
Allograft Rejection Signaling	-0E00	3.82E-03	NaN	TNF	
Graft-versus-Host Disease Signaling	-0E00	8.23E-03	NaN	IL1B,TNF	
p70S6K Signaling	-0E00	2.31E-02	NaN	PIK3R1,RASD1,SRC	
G Beta Gamma Signaling	-0E00	1.57E-02	NaN	RASD1,SRC	
Communication between Innate and Adaptive Immune Cells	-0E00	1.78E-02	NaN	CCL3L3,CXCL10,IL1B,TLR2,TNF	
Systemic Lupus Erythematosus Signaling	-0E00	1.84E-02	NaN	IL1B,PIK3R1,PRPF3,RASD1,SF3B4,SNRPD1,TNF	
Cdc42 Signaling	-0E00	5.6E-03	NaN	CDC42SE1,SRC	
PAK Signaling	-0E00	2.63E-02	NaN	PIK3R1,RASD1,TNF	
Rac Signaling	-0E00	3.68E-02	NaN	ARFIP2,MAP3K1,PIK3R1,RASD1,RELB	
RhoA Signaling	-0E00	2.52E-02	NaN	ACTG1,RND3,ROCK2	
Phospholipase C Signaling	-0E00	2.38E-02	-1.134	ADCY9,ARHGEF3,ATF4,BLNK,HDAC11,HDAC5,HMOX1,RASD1,RELB,RND3,SRC	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	2.41E-02	NaN	CSF1,IL1B,MAP3K14,PRTN3,RELB,TLR2,TNF	
Regulation of eIF4 and p70S6K Signaling	-0E00	2.94E-02	NaN	AGO3,EIF2B4,EIF2S1,PIK3R1,RASD1	
Breast Cancer Regulation by Stathmin1	-0E00	4.06E-02	-0.626	ADRA1A,ARHGEF3,ATF4,CCND1,CELSR1,CNR2,E2F2,E2F4,FZD7,GPR146,GPR17,HCAR2,PIK3R1,PPP1R10,PTGER2,RASD1,S1PR1,STAT3,TUBA1A,TUBA1B,TUBA1C,TUBB4B,VEGFA	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	9.35E-03	NaN	PRTN3	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	2.03E-02	0.816	ELP1,MAP3K1,NFKBIA,RASD1,RELB,TOB1	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	1.54E-02	NaN	FZD7	
PKCθ Signaling in T Lymphocytes	-0E00	1.96E-02	0.447	MAP3K1,MAP3K13,MAP3K14,NFKBIA,PIK3R1,RASD1,RELB	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	1.26E-02	NaN	CCNE1,CDC34,TOB1	
OX40 Signaling Pathway	-0E00	7.46E-03	NaN	NFKBIA,RELB	
Inhibition of Angiogenesis by TSP1	-0E00	3.03E-02	NaN	VEGFA	
P2Y Purigenic Receptor Signaling Pathway	-0E00	3.94E-02	NaN	ADCY9,ATF4,PIK3R1,RASD1,RELB	
Cell Cycle Control of Chromosomal Replication	-0E00	1.89E-02	NaN	ORC2	
Actin Nucleation by ARP-WASP Complex	-0E00	3.41E-02	NaN	RASD1,RND3,ROCK2	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	2.26E-02	NaN	ADCY9,ATF4,ATP2A3,PPP1R10	
Signaling by Rho Family GTPases	-0E00	2.69E-02	1.633	ACTG1,ARFIP2,ARHGEF3,PIK3R1,RELB,RND3,ROCK2	
RhoGDI Signaling	-0E00	2.88E-02	-0.447	ACTG1,ARHGEF3,MYH14,RND3,ROCK2,SRC	
Hematopoiesis from Pluripotent Stem Cells	-0E00	4.2E-03	NaN	CSF1	
nNOS Signaling in Neurons	-0E00	2.22E-02	NaN	RASD1	
VEGF Family Ligand-Receptor Interactions	-0E00	3.66E-02	NaN	PIK3R1,RASD1,VEGFA	
GDNF Family Ligand-Receptor Interactions	-0E00	4E-02	NaN	IRS2,PIK3R1,RASD1	
Heparan Sulfate Biosynthesis	-0E00	1.45E-02	NaN	EXTL1	
Nicotine Degradation III	-0E00	4.17E-02	NaN	CYP2B6,CYP4B1	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	1.61E-02	NaN	EXTL1	
Phospholipases	-0E00	1.64E-02	NaN	HMOX1	
Chondroitin Sulfate Biosynthesis	-0E00	2.04E-02	NaN	CHSY3	
Dermatan Sulfate Biosynthesis	-0E00	1.92E-02	NaN	CHSY3	
Nicotine Degradation II	-0E00	3.57E-02	NaN	CYP2B6,CYP4B1	
Retinol Biosynthesis	-0E00	2.5E-02	NaN	DHRS3	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	2.44E-02	NaN	CHSY3	
Superpathway of Melatonin Degradation	-0E00	3.92E-02	NaN	CYP2B6,CYP4B1	
Oxidative Ethanol Degradation III	-0E00	2.22E-02	NaN	CYP2B6	
Superpathway of Methionine Degradation	-0E00	2.94E-02	NaN	MAT2B	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	4.15E-02	NaN	FZD7,ID2,MAP2K6,PIK3R1,PSEN2,RASD1,RELB,STAT3	
Sperm Motility	-0E00	2.07E-02	NaN	CLK1,ERBB3,MAP2K6,SRC,TEC	
Tec Kinase Signaling	-0E00	2.6E-02	0.707	ACTG1,PIK3R1,RELB,RND3,SRC,STAT2,STAT3,STAT5B,TEC,TNF	
UVB-Induced MAPK Signaling	-0E00	3.92E-02	NaN	PIK3R1,RPS6KA5	
Oxidative Phosphorylation	-0E00	1E-02	NaN	NDUFS6	
HIPPO signaling	-0E00	3.61E-02	NaN	AJUBA,DLG3,PPP1R10	
SAPK/JNK Signaling	-0E00	2.24E-02	0.816	DAXX,GADD45A,MAP3K1,MAP3K13,PIK3R1,RASD1,RIPK1	
Nitric Oxide Signaling in the Cardiovascular System	-0E00	3.48E-02	2.000	ATP2A3,HSP90AA1,PIK3R1,VEGFA	
Cardiac β-adrenergic Signaling	-0E00	3.64E-02	-0.447	ADCY9,AKAP8,ATP2A3,PDE12,PDE9A,PPP1R10	
Amyloid Processing	-0E00	2E-02	NaN	PSEN2	
GABA Receptor Signaling	-0E00	7.87E-03	NaN	ADCY9	
IL-4 Signaling	-0E00	3.75E-02	NaN	PIK3R1,RASD1,SYNJ2	
Wnt/β-catenin Signaling	-0E00	2.38E-02	NaN	CCND1,FZD7,SRC,TLE3	
Serotonin Receptor Signaling	-0E00	2.56E-02	NaN	ADCY9	
Sonic Hedgehog Signaling	-0E00	3.7E-02	NaN	DYRK1B	
Integrin Signaling	-0E00	3.92E-02	0.000	ACTG1,Arf2,ASAP1,PIK3R1,RASD1,RND3,SRC,TSPAN4	
Dopamine Receptor Signaling	-0E00	2.7E-02	NaN	ADCY9,PPP1R10	
T Cell Receptor Signaling	-0E00	2.49E-02	1.667	ELP1,FOXO3,ICAM1,MAP2K6,MAP3K1,NFKBIA,PIK3R1,RASD1,RELB,TNF	
BMP signaling pathway	-0E00	3.61E-02	NaN	BMP2,RASD1,RELB	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	1.43E-02	NaN	ADCY9	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	8.77E-03	NaN	ADCY9	
Gustation Pathway	-0E00	1.96E-02	NaN	ADCY9,PDE12,PDE9A	
Phagosome Formation	-0E00	2.29E-02	NaN	PIK3R1,RND3,TLR2	
Sumoylation Pathway	-0E00	4.12E-02	NaN	CBX4,DAXX,NFKBIA,RND3	
GP6 Signaling Pathway	-0E00	8.06E-03	NaN	PIK3R1	
Adrenomedullin signaling pathway	-0E00	4.1E-02	0.000	ADCY9,CEBPB,IL1B,MAP2K6,PIK3R1,RASD1,RELB,TNF	
Th17 Activation Pathway	-0E00	2.91E-02	1.890	HSP90AA1,IL1B,MYD88,PTGER2,RELB,SOCS3,STAT3,TRAF6	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00	3E-02	NaN	ERCC6,GTF2H1,POLR2H	
Endocannabinoid Neuronal Synapse Pathway	-0E00	1.37E-02	NaN	ADCY9,CNR2	
Apelin Liver Signaling Pathway	-0E00	3.85E-02	NaN	TNF	
Apelin Adipocyte Signaling Pathway	-0E00	3.7E-02	NaN	ADCY9,PPARGC1A,PRKAB1	
Apelin Cardiomyocyte Signaling Pathway	-0E00	2.06E-02	NaN	ATP2A3,PIK3R1	
Apelin Muscle Signaling Pathway	-0E00	4.17E-02	NaN	PPARGC1A,PRKAB1	
FAT10 Signaling Pathway	-0E00	1.85E-02	NaN	TNF	
T Cell Exhaustion Signaling Pathway	-0E00	1.72E-02	0.447	FOXO1,PIK3R1,RASD1,STAT2,STAT3,VEGFA	
Synaptogenesis Signaling Pathway	-0E00	1.67E-02	0.000	ADCY9,ATF4,PIK3R1,RASD1,SRC	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	2.14E-02	1.667	ATF4,CASP4,GADD45A,MAP2K6,PIK3R1,RASD1,RND3,ROCK2,STAT3	
Inhibition of ARE-Mediated mRNA Degradation Pathway	-0E00	3.27E-02	0.447	AGO3,TNF,TNFRSF1A,TNFRSF1B,ZFP36	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	3.01E-02	0.447	CYP2B6,HSP90AA1,MAP2K6,PPARGC1A,SRC	
Xenobiotic Metabolism PXR Signaling Pathway	-0E00	2.37E-02	-2.000	CYP2B6,HSP90AA1,PPARGC1A,PPP1R10	
Semaphorin Neuronal Repulsive Signaling Pathway	-0E00	2.78E-02	0.000	MAP2K6,Pde4d,PIK3R1,ROCK2	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	-0E00	3.53E-02	NaN	FZD7,PSEN2,RELB	
Kinetochore Metaphase Signaling Pathway	-0E00	1.92E-02	NaN	H2AX,PPP1R10	
Calcium Signaling	-0E00	3.9E-02	NaN	ATF4,ATP2A3,HDAC11,HDAC5,MYH14,RCAN1,SLC8B1,Tpm4	
Eicosanoid Signaling	-0E00	1.59E-02	NaN	PTGER2	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	-0E00	3.74E-02	-1.000	MAP2K6,NFKBIA,RABGEF1,RASD1	
