© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
PDGF Signaling	6.35E-01	1.05E-01	2.121	CRKL,EIF2AK2,FOS,MYC,RALB,RASD1,STAT1,STAT3,SYNJ2	
Macropinocytosis Signaling	6.31E-01	1.07E-01	NaN	CD14,CSF1,ITGB5,ITGB8,MRC1,PRKCZ,RALB,RASD1	
Stearate Biosynthesis I (Animals)	6.29E-01	1.13E-01	1.342	ACSL3,ELOVL6,FASN,LIPT2,LPGAT1,THEM4	
Cleavage and Polyadenylation of Pre-mRNA	6.16E-01	1.67E-01	NaN	CPSF2,PAPOLA	
Assembly of RNA Polymerase III Complex	6.16E-01	1.67E-01	NaN	POLR3D,SF3A1	
Bile Acid Biosynthesis, Neutral Pathway	6.16E-01	1.67E-01	NaN	CYP8B1,HSD3B7	
Integrin Signaling	6E-01	9.31E-02	0.728	ACTA1,ACTG1,AKT1,Arf2,ARF4,BCAR1,CAPN5,CRKL,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,RALB,RASD1,RND3,TLN2,TSPAN4,TTN	
Actin Nucleation by ARP-WASP Complex	5.97E-01	1.02E-01	NaN	GNA12,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,RALB,RASD1,RND3	
Role of MAPK Signaling in the Pathogenesis of Influenza	5.92E-01	1.04E-01	NaN	AKT1,CXCL10,MAP2K3,PLA2R1,RABGEF1,RALB,RASD1,TNF	
Inhibition of Angiogenesis by TSP1	5.88E-01	1.21E-01	NaN	AKT1,GUCY1A1,TP53,VEGFA	
Opioid Signaling Pathway	5.73E-01	9.02E-02	1.964	ADCY9,AKT1,ATF4,CAMK1D,CREB3,FGR,FOS,GNA12,GNAT1,GRK5,HCK,MAP2K3,MYC,NFKB2,NFKBIA,PRKCZ,RALB,RASD1,RGS1,RGS16,RGS3,RGS4,RPS6KA5,SIGMAR1	
Cardiac Hypertrophy Signaling (Enhanced)	5.73E-01	8.65E-02	2.466	ADCY9,ADRA1A,AGTR1,AKT1,APEX1,ATF6,CSF2RB,EIF2B1,EIF2B2,EIF2B3,EIF2B4,FICD,FZD7,GATA4,GNA12,HDAC11,HDAC5,IKBKE,IL13RA1,IL17RA,IL1B,IL6R,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,MAP2K3,MAP3K13,MKNK2,MYC,NFKB2,PDE12,PDE4C,PRKCZ,RALB,RASD1,RCAN1,RELB,RPS6KA5,STAT3,TNF,TNFRSF1A,TNFRSF1B,TNFSF10	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	5.7E-01	1.3E-01	NaN	IPMK,SEC16A,SYNJ2	
Vitamin-C Transport	5.7E-01	1.3E-01	NaN	GJB2,STOM,TXNRD1	
Gαi Signaling	5.69E-01	9.56E-02	1.897	ADCY9,AGTR1,FPR2,GNA12,GNAT1,GPR17,HCAR2,P2RY13,RALB,RASD1,RGS4,S1PR1,STAT3	
ErbB4 Signaling	5.65E-01	1.04E-01	1.000	AKT1,NRG4,PRKCZ,PSEN1,PSEN2,RALB,RASD1	
Glycogen Degradation III	5.65E-01	1.54E-01	NaN	GDPGP1,TYMP	
Cholesterol Biosynthesis I	5.65E-01	1.54E-01	NaN	LBR,LSS	
Mevalonate Pathway I	5.65E-01	1.54E-01	NaN	HMGCR,MVD	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	5.65E-01	1.54E-01	NaN	LBR,LSS	
Guanosine Nucleotides Degradation III	5.65E-01	1.54E-01	NaN	LACC1,XDH	
Cholesterol Biosynthesis III (via Desmosterol)	5.65E-01	1.54E-01	NaN	LBR,LSS	
cAMP-mediated signaling	5.65E-01	9.13E-02	1.147	ADCY9,AGTR1,AKAP8,APEX1,ATF4,CAMK1D,CREB3,DUSP1,FICD,FPR2,GPR17,HCAR2,P2RY13,PDE12,PDE4C,PTGER2,RGS4,S1PR1,STAT3,VIPR1	
CNTF Signaling	5.61E-01	1.07E-01	1.342	AKT1,RALB,RASD1,RPS6KA5,STAT1,STAT3	
SPINK1 General Cancer Pathway	5.61E-01	1.07E-01	1.342	AKT1,EGFR,IL6R,RALB,RASD1,STAT3	
Mouse Embryonic Stem Cell Pluripotency	5.54E-01	9.8E-02	2.333	AKT1,FZD7,ID1,ID2,ID3,MYC,RALB,RASD1,STAT3,TP53	
Heme Degradation	5.54E-01	2.5E-01	NaN	HMOX1	
Branched-chain α-keto acid Dehydrogenase Complex	5.54E-01	2.5E-01	NaN	BCKDHA	
Spermine and Spermidine Degradation I	5.54E-01	2.5E-01	NaN	SAT1	
Proline Biosynthesis I	5.54E-01	2.5E-01	NaN	PYCR2	
Oxidized GTP and dGTP Detoxification	5.54E-01	2.5E-01	NaN	RUVBL2	
dTMP De Novo Biosynthesis	5.54E-01	2.5E-01	NaN	DHFR	
Molybdenum Cofactor Biosynthesis	5.54E-01	2.5E-01	NaN	MOCS3	
Role of BRCA1 in DNA Damage Response	5.36E-01	1E-01	-0.378	BLM,CDKN1A,E2F2,E2F4,GADD45A,RBL2,STAT1,TP53	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	5.2E-01	1.43E-01	NaN	LACC1,XDH	
Cancer Drug Resistance By Drug Efflux	5.19E-01	1.03E-01	NaN	ABCC1,AKT1,FOXO1,RALB,RASD1,TP53	
BAG2 Signaling Pathway	5.19E-01	9.88E-02	-0.378	CDKN1A,HSPA4,HSPA5,MYC,NFKB2,PSME3,RELB,TP53	
Estrogen Receptor Signaling	4.99E-01	8.59E-02	2.335	ADCY9,AKT1,ATF4,CCND1,CDKN1A,CREB3,DDX5,EGFR,EIF2B1,EIF2B2,EIF2B3,EIF2B4,ESR1,FOS,FOXO1,GNA12,GNAT1,GPS2,HES1,HSP90B1,MCU,MYC,NDUFS6,NFKB2,PELP1,PPARGC1A,PRKAB1,PRKCZ,PROK1,RALB,RASD1,RELB,TP53,VEGFA	
Apelin Muscle Signaling Pathway	4.89E-01	1.04E-01	NaN	AKT1,GNA12,GNAT1,PPARGC1A,PRKAB1	
Notch Signaling	4.81E-01	1.08E-01	NaN	DTX4,HES1,PSEN1,PSEN2	
Endometrial Cancer Signaling	4.8E-01	1E-01	2.000	AKT1,CCND1,MYC,RALB,RASD1,TP53	
RAN Signaling	4.79E-01	1.33E-01	NaN	KPNA2,KPNA6	
Granzyme B Signaling	4.79E-01	1.33E-01	NaN	LMNB1,LMNB2	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	4.79E-01	1.33E-01	NaN	IL1B,TNF	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	4.79E-01	8.98E-02	-0.577	ACP6,CDC25A,DUSP1,DUSP10,DUSP11,G6PC,IPMK,NUDT4,PPM1K,PPM1L,PPP1CA,PPP1R3C,PPTC7,PTPN1,SOCS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	4.79E-01	8.98E-02	-0.577	ACP6,CDC25A,DUSP1,DUSP10,DUSP11,G6PC,IPMK,NUDT4,PPM1K,PPM1L,PPP1CA,PPP1R3C,PPTC7,PTPN1,SOCS3	
Adenosine Nucleotides Degradation II	4.79E-01	1.33E-01	NaN	LACC1,XDH	
Arsenate Detoxification I (Glutaredoxin)	4.74E-01	2E-01	NaN	LACC1	
Proline Biosynthesis II (from Arginine)	4.74E-01	2E-01	NaN	PYCR2	
Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	4.74E-01	2E-01	NaN	MTHFD2	
Tetrapyrrole Biosynthesis II	4.74E-01	2E-01	NaN	ALAD	
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	4.74E-01	2E-01	NaN	NANP	
NAD Salvage Pathway III	4.74E-01	2E-01	NaN	NMRK1	
Rapoport-Luebering Glycolytic Shunt	4.74E-01	2E-01	NaN	TIGAR	
Galactose Degradation I (Leloir Pathway)	4.74E-01	2E-01	NaN	GALE	
Tyrosine Degradation I	4.74E-01	2E-01	NaN	TAT	
Folate Polyglutamylation	4.74E-01	2E-01	NaN	FPGS	
Xenobiotic Metabolism General Signaling Pathway	4.66E-01	9.09E-02	0.577	AKT1,ARNT,EIF2AK3,GCLC,HMOX1,MAP2K3,MAP3K13,NR1I2,PRKCZ,RALB,RASD1,RBX1	
IL-2 Signaling	4.62E-01	9.84E-02	-0.447	AKT1,FOS,RALB,RASD1,STAT5A,STAT5B	
Role of p14/p19ARF in Tumor Suppression	4.47E-01	1.11E-01	NaN	POLR3D,SF3A1,TP53	
Extrinsic Prothrombin Activation Pathway	4.42E-01	1.25E-01	NaN	F13A1,F3	
Chondroitin Sulfate Degradation (Metazoa)	4.42E-01	1.25E-01	NaN	Chil3/Chil4,GALNS	
Neurotrophin/TRK Signaling	4.26E-01	9.33E-02	1.633	AKT1,ATF4,CREB3,FOS,MAP2K3,RALB,RASD1	
Superpathway of Inositol Phosphate Compounds	4.18E-01	8.56E-02	0.000	ACP6,CDC25A,DUSP1,DUSP10,DUSP11,G6PC,IP6K2,IPMK,IPPK,NUDT4,PPM1K,PPM1L,PPP1CA,PPP1R3C,PPTC7,PTPN1,SEC16A,SOCS3,SYNJ2	
NER (Nucleotide Excision Repair, Enhanced Pathway)	4.13E-01	9E-02	0.707	ERCC6,GTF2H3,LIG3,LIG4,POLD4,POLK,POLR2H,RBX1,XRCC1	
Mitotic Roles of Polo-Like Kinase	4.11E-01	9.38E-02	NaN	CDC25A,HSP90B1,PLK2,PPM1L,STAG2,WEE1	
Renal Cell Carcinoma Signaling	4.11E-01	9.21E-02	NaN	AKT1,ARNT,FOS,RALB,RASD1,RBX1,VEGFA	
Pathogenesis of Multiple Sclerosis	4.11E-01	1.67E-01	NaN	CXCL10	
Trehalose Degradation II (Trehalase)	4.11E-01	1.67E-01	NaN	HK2	
Arginine Degradation VI (Arginase 2 Pathway)	4.11E-01	1.67E-01	NaN	PYCR2	
Glycine Cleavage Complex	4.11E-01	1.67E-01	NaN	GLDC	
Adenine and Adenosine Salvage III	4.11E-01	1.67E-01	NaN	LACC1	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	4.11E-01	1.67E-01	NaN	LACC1	
Ceramide Degradation	4.11E-01	1.67E-01	NaN	ACER2	
Zymosterol Biosynthesis	4.11E-01	1.67E-01	NaN	LBR	
D-myo-inositol (1,4,5)-trisphosphate Degradation	4.09E-01	1.18E-01	NaN	SEC16A,SYNJ2	
Androgen Signaling	3.94E-01	8.59E-02	NaN	CCND1,GNA12,GNAT1,GTF2B,GTF2F1,GTF2F2,GTF2H3,HSPA4,NFKB2,POLR2H,PRKCZ,RELB,TAF1,TAF4B	
P2Y Purigenic Receptor Signaling Pathway	3.84E-01	8.66E-02	1.000	ADCY9,AKT1,ATF4,CREB3,FOS,MYC,NFKB2,PRKCZ,RALB,RASD1,RELB	
Purine Nucleotides Degradation II (Aerobic)	3.78E-01	1.11E-01	NaN	LACC1,XDH	
fMLP Signaling in Neutrophils	3.74E-01	8.59E-02	0.000	FPR2,GNA12,GNAT1,NFKB2,NFKBIA,NFKBIB,NFKBIE,PRKCZ,RALB,RASD1,RELB	
eNOS Signaling	3.72E-01	8.5E-02	-0.333	ADCY9,AKT1,AQP8,ESR1,GUCY1A1,HSP90B1,HSPA4,HSPA5,NOSTRIN,PRKAB1,PRKCZ,PROK1,VEGFA	
Inhibition of ARE-Mediated mRNA Degradation Pathway	3.72E-01	8.5E-02	0.277	AKT1,DIS3,EXOSC10,EXOSC3,EXOSC4,PAPOLA,PPM1L,PSME3,TNF,TNFRSF1A,TNFRSF1B,TNFSF10,ZFP36	
Xenobiotic Metabolism AHR Signaling Pathway	3.69E-01	8.86E-02	1.633	ARNT,HDAC5,HSP90B1,IL1B,NFKB2,RELB,TNF	
3-phosphoinositide Degradation	3.62E-01	8.38E-02	0.000	ACP6,CDC25A,DUSP1,DUSP10,DUSP11,G6PC,NUDT4,PPM1K,PPM1L,PPP1CA,PPP1R3C,PPTC7,PTPN1,SOCS3,SYNJ2	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.61E-01	8.7E-02	1.414	ACTA1,ACTG1,AKT1,FGR,HCK,HMOX1,PRKCZ,TLN2	
Thioredoxin Pathway	3.61E-01	1.43E-01	NaN	TXNRD1	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	3.61E-01	1.43E-01	NaN	TYMP	
EGF Signaling	3.61E-01	9.09E-02	1.342	AKT1,EGFR,FOS,STAT1,STAT3	
Th1 and Th2 Activation Pathway	3.53E-01	8.39E-02	NaN	CXCR4,ICAM1,IL6R,IRF1,NFIL3,PSEN1,PSEN2,S1PR1,SOCS3,STAT1,STAT3,STAT5A,STAT5B	
Histidine Degradation VI	3.51E-01	1.05E-01	NaN	AMDHD1,HAL	
Methionine Degradation I (to Homocysteine)	3.51E-01	1.05E-01	NaN	PRMT1,PRMT3	
Huntington's Disease Signaling	3.44E-01	8.18E-02	-1.897	AKT1,ARFIP2,ATF4,BET1L,CAPN5,CASP4,CREB3,DNAJC5,EGFR,GOSR2,HDAC11,HDAC5,HSPA4,HSPA5,POLR2H,PRKCZ,PSME3,SGK1,TCERG1,TGM2,TP53,UBE2S	
Semaphorin Neuronal Repulsive Signaling Pathway	3.38E-01	8.33E-02	-1.667	AKT1,GUCY1A1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,MAP2K3,NRP1,PDE4C,PLXNA2,TP53	
Adrenomedullin signaling pathway	3.33E-01	8.21E-02	1.155	ADCY9,AKT1,ARNT,CEBPB,FOS,GUCY1A1,IL1B,IL1RN,MAP2K3,NFKB2,RALB,RASD1,RELB,SLC39A7,TNF,TTN	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	3.32E-01	8.41E-02	-0.333	MAP2K3,NFKB2,NFKBIA,NFKBIB,NFKBIE,PLA2R1,RABGEF1,RALB,RASD1	
VEGF Family Ligand-Receptor Interactions	3.31E-01	8.54E-02	0.447	AKT1,FOS,NRP1,PRKCZ,RALB,RASD1,VEGFA	
Cardiomyocyte Differentiation via BMP Receptors	3.25E-01	1E-01	NaN	GATA4,SMAD6	
Valine Degradation I	3.25E-01	1E-01	NaN	ACAD8,BCKDHA	
Apelin Pancreas Signaling Pathway	3.23E-01	8.89E-02	NaN	EIF2AK3,NFKB2,PRKAB1,RELB	
Sphingosine and Sphingosine-1-phosphate Metabolism	3.19E-01	1.25E-01	NaN	ACER2	
Sphingomyelin Metabolism	3.19E-01	1.25E-01	NaN	SGMS2	
Mineralocorticoid Biosynthesis	3.19E-01	1.25E-01	NaN	HSD3B7	
HIPPO signaling	3.19E-01	8.43E-02	-2.000	AJUBA,CSNK1D,PPM1L,PPP1CA,PPP1R3C,RASSF6,TEAD1	
Nucleotide Excision Repair Pathway	3.14E-01	9.09E-02	NaN	ERCC6,GTF2H3,POLR2H	
Complement System	3.14E-01	9.09E-02	NaN	C3AR1,C5AR1,ITGAM	
CDK5 Signaling	3.12E-01	8.26E-02	0.378	ADCY9,EGR1,ITGA6,LAMB1,PPM1L,PPP1CA,PPP1R3C,RALB,RASD1	
Th1 Pathway	3.12E-01	8.26E-02	-0.707	ICAM1,IL6R,IRF1,NFIL3,PSEN1,PSEN2,SOCS3,STAT1,STAT3	
FGF Signaling	3.08E-01	8.33E-02	1.890	AKT1,ATF4,CREB3,CRKL,MAP2K3,RPS6KA5,STAT3	
Phagosome Maturation	3.03E-01	8.11E-02	NaN	BET1L,CTSF,GOSR2,RILP,TAP1,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB4B,TUBB6,VPS37C	
Cysteine Biosynthesis III (mammalia)	3.02E-01	9.52E-02	NaN	PRMT1,PRMT3	
Rac Signaling	2.97E-01	8.09E-02	NaN	ARFIP2,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,NFKB2,PRKCZ,RALB,RASD1,RELB	
Polyamine Regulation in Colon Cancer	2.9E-01	8.33E-02	NaN	AZIN1,MYC,ODC1,PSME3,SAT1	
Xenobiotic Metabolism Signaling	2.88E-01	7.92E-02	NaN	ARNT,CAMK1D,EIF2AK3,GCLC,HDAC5,HMOX1,HS3ST3B1,HSP90B1,IL1B,MAP2K3,MAP3K13,NFKB2,NR1I2,PPARGC1A,PPM1L,PRKCZ,RALB,RASD1,RBX1,RELB,TNF	
Virus Entry via Endocytic Pathways	2.84E-01	8.08E-02	NaN	ACTA1,ACTG1,ITGB5,ITGB8,PRKCZ,RALB,RASD1,TFRC	
Heme Biosynthesis II	2.83E-01	1.11E-01	NaN	ALAD	
Glucocorticoid Biosynthesis	2.83E-01	1.11E-01	NaN	HSD3B7	
GDP-glucose Biosynthesis	2.83E-01	1.11E-01	NaN	HK2	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	2.81E-01	9.09E-02	NaN	NME6,PCK1	
Coagulation System	2.79E-01	8.57E-02	NaN	F13A1,F3,SERPINE1	
GDNF Family Ligand-Receptor Interactions	2.66E-01	8E-02	-0.447	DOK2,FOS,IRS1,IRS2,RALB,RASD1	
NAD Salvage Pathway II	2.6E-01	8.7E-02	NaN	ACP6,NMRK1	
Embryonic Stem Cell Differentiation into Cardiac Lineages	2.53E-01	1E-01	NaN	GATA4	
Glucose and Glucose-1-phosphate Degradation	2.53E-01	1E-01	NaN	HK2	
NAD Phosphorylation and Dephosphorylation	2.53E-01	1E-01	NaN	ACP6	
γ-glutamyl Cycle	2.53E-01	1E-01	NaN	GCLC	
Role of Cytokines in Mediating Communication between Immune Cells	2.49E-01	8.11E-02	NaN	IL1B,IL1RN,TNF	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	2.43E-01	8.33E-02	NaN	ABHD5,PGS1	
Tryptophan Degradation III (Eukaryotic)	2.43E-01	8.33E-02	NaN	AFMID,KYNU	
Docosahexaenoic Acid (DHA) Signaling	2.35E-01	7.89E-02	NaN	AKT1,FOXO1,IL1B	
Purine Nucleotides De Novo Biosynthesis II	2.27E-01	9.09E-02	NaN	ATIC	
Dilated Cardiomyopathy Signaling Pathway	-0E00	7.04E-02	-2.121	ACTA1,ACTG1,ADCY9,AKT1,BAG3,CAMK1D,DSC2,MYH9,MYO18A,TTN	
Natural Killer Cell Signaling	-0E00	7.06E-02	2.111	AKT1,HSPA4,HSPA5,IRAK4,MAP2K3,MAP3K13,MYD88,NFKB2,RALB,RASD1,RELB,TNFSF10	
Leukocyte Extravasation Signaling	-0E00	7.49E-02	1.265	ACTA1,ACTG1,ARHGAP6,BCAR1,CLDN1,CLDN14,CLDN2,CRKL,CXCR4,ICAM1,ITGAM,JAM2,PRKCZ,TEC	
Synaptic Long Term Potentiation	-0E00	5.51E-02	1.633	ATF4,CREB3,PPP1CA,PPP1R3C,PRKCZ,RALB,RASD1	
Axonal Guidance Signaling	-0E00	6.97E-02	NaN	ABLIM3,ADAMTS4,AKT1,BCAR1,BMP1,CRKL,CXCR4,EFNA1,EPHA1,FZD7,GNA12,GNAT1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,NRP1,NTN4,PLXNA2,PRKCZ,PROK1,RALB,RASD1,RGS3,SEMA3D,SHANK2,TUBA1A,TUBA1B,TUBA1C,TUBB,TUBB4B,TUBB6,VEGFA	
Amyotrophic Lateral Sclerosis Signaling	-0E00	4.42E-02	0.447	BIRC2,CAPN5,PROK1,TP53,VEGFA	
Fc Epsilon RI Signaling	-0E00	6.19E-02	0.447	AKT1,MAP2K3,PRKCZ,RALB,RASD1,SYNJ2,TNF	
Actin Cytoskeleton Signaling	-0E00	7.63E-02	1.414	ACTA1,ACTG1,ARHGAP24,BCAR1,CD14,CRKL,GNA12,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,MYH9,MYO18A,RALB,RASD1,TLN2,TTN	
Synaptic Long Term Depression	-0E00	4.79E-02	-1.134	GNA12,GNAT1,GUCY1A1,PLA2R1,PPM1L,PRKCZ,RALB,RASD1,SLC39A7	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	6.58E-02	1.155	ABCA1,ABCG8,ACSL3,CD14,HS3ST3B1,IL1B,IL1RN,MYD88,NR1I2,PPARGC1A,SCARB1,SREBF1,TNF,TNFRSF1A,TNFRSF1B	
Mitochondrial Dysfunction	-0E00	4.4E-02	NaN	BACE1,COX10,COX6C,NDUFS6,PSEN1,PSEN2,XDH	
Regulation of Actin-based Motility by Rho	-0E00	6.48E-02	NaN	ACTA1,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,RND3	
α-Adrenergic Signaling	-0E00	7.77E-02	-1.000	ADCY9,ADRA1A,GNA12,GNAT1,PHKA2,PRKCZ,RALB,RASD1	
Clathrin-mediated Endocytosis Signaling	-0E00	5.52E-02	NaN	ACTA1,ACTG1,HIP1R,ITGB5,ITGB8,LDLR,MYO1E,PROK1,TFRC,VEGFA	
Role of NFAT in Regulation of the Immune Response	-0E00	4.68E-02	0.632	AKT1,CSNK1D,ELP1,FOS,GATA4,GNA12,GNAT1,IKBKE,KPNA2,KPNA6,NFKB2,NFKBIA,NFKBIB,NFKBIE,RALB,RASD1,RCAN1,RELB	
FcγRIIB Signaling in B Lymphocytes	-0E00	3.53E-02	NaN	AKT1,RALB,RASD1	
CCR5 Signaling in Macrophages	-0E00	1.29E-02	NaN	FOS,GNA12,GNAT1,PRKCZ	
Calcium-induced T Lymphocyte Apoptosis	-0E00	3.86E-03	NaN	PRKCZ	
Airway Pathology in Chronic Obstructive Pulmonary Disease	-0E00	4.76E-02	NaN	IL1B,LCN2,PRTN3,TNF,TNFSF10	
CXCR4 Signaling	-0E00	7.41E-02	0.707	ADCY9,AKT1,BCAR1,CXCR4,EGR1,FOS,GNA12,GNAT1,PRKCZ,RALB,RASD1,RND3	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	7.04E-03	NaN	AKT1,PPM1L	
T Helper Cell Differentiation	-0E00	2.21E-02	NaN	IL6R,STAT1,STAT3,TNF,TNFRSF1A,TNFRSF1B	
CCR3 Signaling in Eosinophils	-0E00	3.91E-02	NaN	GNA12,GNAT1,PRKCZ,RALB,RASD1	
CD28 Signaling in T Helper Cells	-0E00	2.85E-02	1.000	AKT1,ELP1,FOS,IKBKE,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB	
Dendritic Cell Maturation	-0E00	5.98E-02	3.411	AKT1,ATF4,CREB3,ELP1,FSCN1,ICAM1,IKBKE,IL1B,IL1RN,IRF8,MYD88,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB,STAT1,STAT2,TLR2,TNF,TNFRSF1A,TNFRSF1B	
Reelin Signaling in Neurons	-0E00	6.5E-02	0.707	AKT1,ARHGEF3,CRKL,FGR,HCK,MAP2K3,PDK2,PDK4	
Melatonin Signaling	-0E00	5.8E-02	-1.000	MAP2K3,MTNR1A,PRKCZ,RORA	
Cellular Effects of Sildenafil (Viagra)	-0E00	5.63E-02	NaN	ACTA1,ACTG1,ADCY9,GUCY1A1,MYH9,MYO18A,PABPC4,PDE4C	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	3.03E-02	NaN	CAMK1D,FOS,PRKCZ	
Endothelin-1 Signaling	-0E00	7.07E-02	1.155	ADCY9,CASP4,FOS,GNA12,GNAT1,GUCY1A1,HMOX1,MYC,PLA2R1,PRKCZ,PTGER2,RALB,RASD1	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	6.21E-02	1.414	ATF4,BMP1,CCND1,CREB3,FZD7,GATA4,LRP5,MYC,PRKCZ	
Semaphorin Signaling in Neurons	-0E00	5.17E-02	NaN	NRP1,PLXNA2,RND3	
Thrombin Signaling	-0E00	6.86E-02	0.905	ADCY9,AKT1,ARHGEF3,CAMK1D,EGFR,GATA4,GNA12,GNAT1,NFKB2,PRKCZ,RALB,RASD1,RELB,RND3	
Cardiac Hypertrophy Signaling	-0E00	6.83E-02	-1.069	ADCY9,ADRA1A,AKT1,EIF2B1,EIF2B2,EIF2B3,EIF2B4,GATA4,GNA12,GNAT1,IL6R,IRS1,MAP2K3,MAP3K13,RALB,RASD1,RND3	
iCOS-iCOSL Signaling in T Helper Cells	-0E00	2.28E-02	NaN	AKT1,IKBKE,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB	
Corticotropin Releasing Hormone Signaling	-0E00	5.52E-02	-0.816	ADCY9,ATF4,CREB3,FOS,GUCY1A1,PRKCZ,SLC39A7,VEGFA	
Maturity Onset Diabetes of Young (MODY) Signaling	-0E00	2.78E-02	NaN	CEL,NFKB2	
GNRH Signaling	-0E00	7.14E-02	-0.302	ADCY9,ATF4,CREB3,EGFR,EGR1,FOS,MAP2K3,MAP3K13,NFKB2,PRKCZ,RALB,RASD1,RELB	
Human Embryonic Stem Cell Pluripotency	-0E00	4.91E-02	NaN	AKT1,BMP1,FOXO1,FZD7,GNA12,GNAT1,S1PR1,SMAD6	
Melanocyte Development and Pigmentation Signaling	-0E00	7.53E-02	0.816	ADCY9,ATF4,CREB3,KIT,RALB,RASD1,RPS6KA5	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	6.49E-02	NaN	CDKN1A,GUCY1A1,RALB,RASD1,SLC39A7	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	-0E00	4.44E-02	NaN	ETS2,TP53	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	6.78E-02	1.000	AKT1,BMP1,FZD7,GATA4,RALB,RASD1,STAT3,TP53	
CREB Signaling in Neurons	-0E00	5.36E-02	0.962	ADCY9,ADRA1A,AGTR1,AKT1,ATF4,C3AR1,C5AR1,CCR2,CELSR1,CREB3,EGFR,FPR2,FZD7,GNA12,GNAT1,GPR12,GPR146,GPR17,GTF2B,HCAR2,LTB4R2,MTNR1A,P2RY13,POLR2H,PRKCZ,PTGER2,RALB,RASD1,S1PR1,VEGFA,VIPR1	
Type I Diabetes Mellitus Signaling	-0E00	5.21E-02	2.324	IKBKE,IL1B,IRF1,MAP2K3,MYD88,NFKB2,NFKBIA,NFKBIB,NFKBIE,RELB,RIPK1,SOCS3,STAT1,TNF,TNFRSF1A,TNFRSF1B	
Basal Cell Carcinoma Signaling	-0E00	4.35E-02	NaN	BMP1,FZD7,TP53	
Primary Immunodeficiency Signaling	-0E00	4.88E-02	NaN	TAP1,UNG	
Allograft Rejection Signaling	-0E00	3.82E-03	NaN	TNF	
Graft-versus-Host Disease Signaling	-0E00	1.23E-02	NaN	IL1B,IL1RN,TNF	
p70S6K Signaling	-0E00	6.15E-02	-0.378	AGTR1,AKT1,EGFR,IRS1,PPM1L,PRKCZ,RALB,RASD1	
G Beta Gamma Signaling	-0E00	5.51E-02	0.816	AKT1,EGFR,GNA12,GNAT1,PRKCZ,RALB,RASD1	
G Protein Signaling Mediated by Tubby	-0E00	4.55E-02	NaN	GNA12,GNAT1	
Communication between Innate and Adaptive Immune Cells	-0E00	2.49E-02	NaN	CCL3L3,CXCL10,IL1B,IL1RN,TLR1,TLR2,TNF	
Sphingosine-1-phosphate Signaling	-0E00	6.25E-02	0.816	ACER2,ADCY9,AKT1,CASP4,GNA12,RND3,S1PR1	
Systemic Lupus Erythematosus Signaling	-0E00	4.2E-02	NaN	AKT1,FOS,IL1B,IL1RN,IL6R,PRPF3,PRPF31,RALB,RASD1,SF3B4,SNRNP35,SNRNP40,SNRPD1,SNU13,TNF,TXNL4A	
Cdc42 Signaling	-0E00	2.52E-02	NaN	CDC42EP2,CDC42SE1,FOS,ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,PRKCZ	
PAK Signaling	-0E00	7.02E-02	NaN	ITGA6,ITGA8,ITGAM,ITGB5,ITGB8,RALB,RASD1,TNF	
RhoA Signaling	-0E00	6.72E-02	0.378	ACTA1,ACTG1,ARHGAP6,CDC42EP2,EPHA1,GNA12,RND3,TTN	
