© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
FAK Signaling	5.13E-01	8.62E-02	NaN	ACTG1,ARHGAP26,CAPN5,ITGA8,ITGB3,ITGB5,NRAS,PIK3R1,RAP2A,TNS1	
NGF Signaling	5.13E-01	8.62E-02	-0.632	MAP3K13,MAP3K4,MAP3K6,MAP3K8,NRAS,NTRK1,PIK3R1,PRKCD,RAP2A,RPS6KA1	
Arsenate Detoxification I (Glutaredoxin)	5.11E-01	2E-01	NaN	AS3MT	
Arginine Biosynthesis IV	5.11E-01	2E-01	NaN	ASL	
Creatine-phosphate Biosynthesis	5.11E-01	2E-01	NaN	CKB	
Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	5.11E-01	2E-01	NaN	MTHFD1L	
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	5.11E-01	2E-01	NaN	NANS	
Lysine Degradation II	5.11E-01	2E-01	NaN	AASS	
Citrulline-Nitric Oxide Cycle	5.11E-01	2E-01	NaN	ASL	
Folate Polyglutamylation	5.11E-01	2E-01	NaN	MTHFD1L	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	5.02E-01	8.39E-02	1.000	IL18,IL1A,IL1B,MAVS,MBL2,NLRP3,PIK3R1,PRKCD,PRKD3,TICAM1,TNF,TNFSF10	
Extrinsic Prothrombin Activation Pathway	5.02E-01	1.25E-01	NaN	PROS1,THBD	
Chondroitin Sulfate Degradation (Metazoa)	5.02E-01	1.25E-01	NaN	GM2A,HYAL1	
Parkinson's Signaling	5.02E-01	1.25E-01	NaN	CASP3,CYCS	
IL-15 Production	4.99E-01	8.55E-02	-1.265	AXL,EPHA2,ERBB3,FGFR2,IRF1,JAK2,KDR,NTRK1,ROR1,TEK	
Role of IL-17A in Arthritis	4.92E-01	9.43E-02	NaN	CXCL3,IL17RB,NFKBID,PIK3R1,RPS6KA1	
Agrin Interactions at Neuromuscular Junction	4.71E-01	8.96E-02	-0.447	ACTG1,ERBB3,LAMB1,NRAS,NRG4,RAP2A	
Dermatan Sulfate Degradation (Metazoa)	4.66E-01	1.18E-01	NaN	GM2A,HYAL1	
MIF Regulation of Innate Immunity	4.6E-01	9.52E-02	1.000	CD14,CD74,NFKBID,PLA2G12A	
MSP-RON Signaling In Cancer Cells Pathway	4.53E-01	8.21E-02	-0.302	ARAF,F11,FLNA,KLKB1,MYC,NRAS,PDGFC,PIK3R1,PLAUR,RAP2A,YWHAG	
Agranulocyte Adhesion and Diapedesis	4.49E-01	7.98E-02	NaN	ACKR4,ACTG1,CCL3L3,Ccl9,CLDN1,CLDN14,Cxcl11,CXCL2,CXCL3,IL18,IL1A,IL1B,MYH14,MYL9,TNF	
Sperm Motility	4.49E-01	7.85E-02	-1.633	AXL,CATSPER2,EPHA2,ERBB3,FGFR2,GNA14,GNG12,ITPR3,JAK2,KDR,NPR1,NTRK1,PLA2G12A,PLA2R1,PRKCD,PRKD3,ROR1,SLC16A10,TEK	
Arginine Degradation VI (Arginase 2 Pathway)	4.47E-01	1.67E-01	NaN	ARG2	
Pentose Phosphate Pathway (Non-oxidative Branch)	4.47E-01	1.67E-01	NaN	TKT	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	4.47E-01	1.67E-01	NaN	HAAO	
Ceramide Degradation	4.47E-01	1.67E-01	NaN	ASAH1	
Glycogen Biosynthesis II (from UDP-D-Glucose)	4.47E-01	1.67E-01	NaN	GYS2	
ATM Signaling	4.44E-01	8.42E-02	0.447	ATM,BLM,CDK2,CDKN1A,GADD45A,GADD45B,PPP2CA,PPP2R1B	
VEGF Family Ligand-Receptor Interactions	4.41E-01	8.54E-02	-1.134	KDR,NRAS,PIK3R1,PLA2G12A,PRKCD,PRKD3,RAP2A	
CXCR4 Signaling	4.4E-01	8.02E-02	-1.897	GNA14,GNG12,ITPR3,MYL9,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A,RHOBTB1,RHOH,RHOU,RND3	
Th2 Pathway	4.39E-01	8.2E-02	-0.378	HLA-DMA,HLA-DQA1,HLA-DQB1,IL17RB,JAK2,PIK3R1,PSEN2,SOCS3,STAT5A,STAT5B	
CNTF Signaling	4.38E-01	8.93E-02	-1.342	JAK2,NRAS,PIK3R1,RAP2A,RPS6KA1	
Th1 Pathway	4.34E-01	8.26E-02	-2.333	HLA-DMA,HLA-DQA1,HLA-DQB1,IL18,IRF1,JAK2,PIK3R1,PSEN2,SOCS3	
Thrombin Signaling	4.26E-01	7.84E-02	-1.155	ARHGEF5,F2R,GATA4,GNA14,GNG12,ITPR3,MYL9,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A,RHOBTB1,RHOH,RHOU,RND3	
GP6 Signaling Pathway	4.16E-01	8.06E-02	-0.632	COL22A1,COL27A1,COL3A1,COL5A3,ITGB3,LAMB1,LAMB3,PIK3R1,PRKCD,PRKD3	
Prostate Cancer Signaling	4.11E-01	8.11E-02	NaN	CDK2,CDKN1A,HDAC11,HSP90AA1,HSP90AB1,NFKBID,NRAS,PIK3R1,RAP2A	
Granulocyte Adhesion and Diapedesis	4.11E-01	7.88E-02	NaN	ACKR4,CCL3L3,Ccl9,CLDN1,CLDN14,Cxcl11,CXCL2,CXCL3,IL18,IL1A,IL1B,SDC3,TNF	
DNA damage-induced 14-3-3σ Signaling	4.05E-01	1.05E-01	NaN	ATM,CDK2	
nNOS Signaling in Neurons	4.01E-01	8.89E-02	NaN	CAPN5,PPP3CC,PRKCD,PRKD3	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	4.01E-01	7.66E-02	-0.229	IL18,IL1A,IL1B,IRF5,JAK2,LILRB4,MAVS,MYC,NRAS,PIK3R1,PPP3CC,PRKCD,PRKD3,RAP2A,SHF,TICAM1,TNF,TNFSF10,TRAF1	
Hereditary Breast Cancer Signaling	4E-01	7.91E-02	NaN	ATM,BLM,CDKN1A,GADD45A,GADD45B,HDAC11,NRAS,PIK3R1,RAP2A,RFC5,WEE1	
Thioredoxin Pathway	3.96E-01	1.43E-01	NaN	TXNRD3	
Phosphatidylcholine Biosynthesis I	3.96E-01	1.43E-01	NaN	CEPT1	
Inositol Pyrophosphates Biosynthesis	3.96E-01	1.43E-01	NaN	IP6K2	
Glycoaminoglycan-protein Linkage Region Biosynthesis	3.96E-01	1.43E-01	NaN	B3GALT6	
iNOS Signaling	3.84E-01	8.7E-02	NaN	CD14,IRF1,JAK2,NFKBID	
4-1BB Signaling in T Lymphocytes	3.79E-01	9.09E-02	NaN	ELP1,NFKBID,TRAF1	
Complement System	3.79E-01	9.09E-02	NaN	C8A,C8G,MBL2	
Th1 and Th2 Activation Pathway	3.78E-01	7.74E-02	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1,IL17RB,IL18,IRF1,JAK2,PIK3R1,PSEN2,SOCS3,STAT5A,STAT5B	
Cardiomyocyte Differentiation via BMP Receptors	3.77E-01	1E-01	NaN	BMP2,GATA4	
Regulation of Cellular Mechanics by Calpain Protease	3.75E-01	8.05E-02	-2.000	CAPN5,CDK2,ITGA8,ITGB3,ITGB5,NRAS,RAP2A	
PCP pathway	3.75E-01	8.33E-02	1.000	CELSR1,FZD6,FZD7,JUNB,PRICKLE1	
fMLP Signaling in Neutrophils	3.74E-01	7.81E-02	-1.414	GNA14,GNG12,ITPR3,NFKBID,NRAS,PIK3R1,PPP3CC,PRKCD,PRKD3,RAP2A	
IL-2 Signaling	3.6E-01	8.2E-02	-1.342	NRAS,PIK3R1,RAP2A,STAT5A,STAT5B	
IGF-1 Signaling	3.6E-01	7.84E-02	-1.342	IGFBP1,IGFBP2,JAK2,NRAS,PIK3R1,RAP2A,SOCS3,YWHAG	
Sphingosine and Sphingosine-1-phosphate Metabolism	3.52E-01	1.25E-01	NaN	ASAH1	
Histidine Degradation III	3.52E-01	1.25E-01	NaN	MTHFD1L	
Sphingomyelin Metabolism	3.52E-01	1.25E-01	NaN	SGMS2	
IL-17A Signaling in Fibroblasts	3.41E-01	8.57E-02	NaN	IL17RB,NFKBID,NFKBIZ	
Renin-Angiotensin Signaling	3.37E-01	7.63E-02	-1.667	ITPR3,JAK2,NRAS,PIK3R1,PRKCD,PRKD3,RAP2A,SHF,TNF	
Chondroitin Sulfate Biosynthesis	3.35E-01	8.16E-02	-1.000	B3GALT6,CHST7,NDST1,SULT1C2	
Synaptic Long Term Depression	3.33E-01	7.45E-02	-1.732	CACNA2D4,CATSPER2,CTH,GNA14,ITPR3,NPR1,NRAS,PLA2G12A,PLA2R1,PPP2CA,PPP2R1B,PRKCD,PRKD3,RAP2A	
IL-17A Signaling in Airway Cells	3.33E-01	7.94E-02	0.000	CXCL3,IL17RB,JAK2,NFKBID,PIK3R1	
Role of MAPK Signaling in the Pathogenesis of Influenza	3.31E-01	7.79E-02	NaN	CASP3,NRAS,PLA2G12A,PLA2R1,RAP2A,TNF	
IL-7 Signaling Pathway	3.31E-01	7.79E-02	-0.816	CDK2,Ighd,MYC,PIK3R1,STAT5A,STAT5B	
ErbB Signaling	3.29E-01	7.69E-02	-1.134	ERBB3,NRAS,NRG4,PIK3R1,PRKCD,PRKD3,RAP2A	
Airway Pathology in Chronic Obstructive Pulmonary Disease	3.28E-01	7.62E-02	NaN	C8G,CXCL3,IL18,IL1A,IL1B,RBP4,TNF,TNFSF10	
RhoA Signaling	3.28E-01	7.56E-02	1.000	ACTG1,ARHGAP6,CDC42EP1,CDC42EP2,CDC42EP4,DLC1,MYL9,RND3,SEPTIN10	
Melanoma Signaling	3.21E-01	8E-02	-1.000	CDKN1A,NRAS,PIK3R1,RAP2A	
Chronic Myeloid Leukemia Signaling	3.19E-01	7.55E-02	NaN	CDKN1A,HDAC11,MYC,NRAS,PIK3R1,RAP2A,STAT5A,STAT5B	
Citrulline Biosynthesis	3.15E-01	1.11E-01	NaN	ARG2	
Folate Transformations I	3.15E-01	1.11E-01	NaN	MTHFD1L	
Calcium Signaling	3.12E-01	7.32E-02	0.378	ASPH,ATP2A2,ATP2A3,CACNA2D4,CATSPER2,CHRNA2,HDAC11,ITPR3,MCU,MYH14,MYL9,PPP3CC,RAP2A,RCAN1,SLC8B1	
Androgen Signaling	3.11E-01	7.36E-02	-1.000	CACNA2D4,CATSPER2,DNAJB1,GNA14,GNG12,GTF2F1,HSP90AA1,HSPA4,ITPR3,KAT7,PRKCD,PRKD3	
Dopamine-DARPP32 Feedback in cAMP Signaling	3.11E-01	7.34E-02	-0.632	ATP2A2,ATP2A3,CACNA2D4,ITPR3,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B,PPP3CC,PRKCD,PRKD3	
FLT3 Signaling in Hematopoietic Progenitor Cells	3.08E-01	7.59E-02	-1.633	NRAS,PIK3R1,RAP2A,RPS6KA1,STAT5A,STAT5B	
IL-17A Signaling in Gastric Cells	3.08E-01	8.7E-02	NaN	IL17RB,TNF	
Glycolysis I	3.08E-01	8.7E-02	NaN	ALDOA,ENO1	
Notch Signaling	3.07E-01	8.11E-02	NaN	DTX4,HES1,PSEN2	
Autophagy	3.05E-01	7.28E-02	0.258	ATG101,ATG16L1,ATM,BNIP3,DAPK1,ERN1,MAP1LC3A,MYC,OPTN,PIK3R1,PPP2CA,PPP2R1B,PPP3CC,TICAM1,TNF	
Type II Diabetes Mellitus Signaling	3.02E-01	7.33E-02	0.447	ACSL3,CACNA2D4,CATSPER2,ITPR3,NFKBID,PIK3R1,PRKCD,PRKD3,SLC27A1,SOCS3,TNF	
Glioma Signaling	3E-01	7.38E-02	-1.633	CDKN1A,HDAC11,IDH1,NRAS,PDGFC,PIK3R1,PRKCD,PRKD3,RAP2A	
Regulation of Actin-based Motility by Rho	2.99E-01	7.41E-02	-1.000	ITGA8,ITGB3,ITGB5,MYL9,RHOBTB1,RHOH,RHOU,RND3	
TGF-β Signaling	2.98E-01	7.45E-02	0.816	BMP2,HNF4A,INHBB,NRAS,RAP2A,SERPINE1,SMURF1	
Molecular Mechanisms of Cancer	2.98E-01	7.16E-02	NaN	ARHGEF5,ATM,BMP2,CASP3,CDK2,CDKN1A,CYCS,DIABLO,FZD6,FZD7,GNA14,GNG12,HDAC11,ITGA8,ITGB3,ITGB5,JAK2,MAX,MYC,NFKBID,NRAS,PIK3R1,PRKCD,PRKD3,PSEN2,PTCH1,RAP2A,RHOBTB1,RHOH,RHOU,RND3	
Role of BRCA1 in DNA Damage Response	2.97E-01	7.5E-02	0.447	ATM,BLM,BRIP1,CDKN1A,GADD45A,RFC5	
CD40 Signaling	2.96E-01	7.58E-02	0.447	ELP1,NFKBID,PIK3R1,TNFAIP3,TRAF1	
Cardiac β-adrenergic Signaling	2.95E-01	7.27E-02	0.333	ATP2A2,ATP2A3,CACNA2D4,GDE1,GNA14,GNG12,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP2CA,PPP2R1B	
Transcriptional Regulatory Network in Embryonic Stem Cells	2.94E-01	7.69E-02	NaN	GATA4,HNF4A,RFX4,SMARCAD1	
Dermatan Sulfate Biosynthesis	2.94E-01	7.69E-02	-1.000	B3GALT6,CHST7,NDST1,SULT1C2	
RhoGDI Signaling	2.92E-01	7.21E-02	0.707	ACTG1,ARHGAP6,ARHGEF5,DLC1,GNA14,GNG12,ITGA8,ITGB3,ITGB5,MYH14,MYL9,RHOBTB1,RHOH,RHOU,RND3	
Coronavirus Replication Pathway	2.92E-01	7.89E-02	NaN	BAG3,TUBA8,TUBB	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	2.87E-01	7.14E-02	NaN	ADAMTS4,CEBPE,ELP1,FZD6,FZD7,IL17RB,IL18,IL1A,IL1B,JAK2,MYC,NFKBID,NRAS,PDGFC,PIK3R1,PPP3CC,PRKCD,PRKD3,RAP2A,SOCS3,TNF,TRAF1	
Embryonic Stem Cell Differentiation into Cardiac Lineages	2.83E-01	1E-01	NaN	GATA4	
NAD biosynthesis II (from tryptophan)	2.83E-01	1E-01	NaN	HAAO	
Prostanoid Biosynthesis	2.83E-01	1E-01	NaN	TBXAS1	
Pentose Phosphate Pathway	2.83E-01	1E-01	NaN	TKT	
AMPK Signaling	2.81E-01	7.14E-02	0.000	ADRA1B,CDKN1A,CHRNA2,CPT1A,ELAVL1,GNA14,GNG12,GYS2,HNF4A,PFKFB1,PFKFB2,PIK3R1,PPAT,PPM1F,PPP2CA,PPP2R1B,RAB1A	
Mechanisms of Viral Exit from Host Cells	2.77E-01	7.69E-02	NaN	ACTG1,PRKCD,PRKD3	
Dermatan Sulfate Biosynthesis (Late Stages)	2.77E-01	7.69E-02	NaN	CHST7,NDST1,SULT1C2	
GNRH Signaling	2.76E-01	7.14E-02	-1.897	CACNA2D4,CATSPER2,GNA14,GNG12,ITPR3,MAP3K13,MAP3K4,MAP3K6,MAP3K8,NRAS,PRKCD,PRKD3,RAP2A	
UVA-Induced MAPK Signaling	2.7E-01	7.22E-02	-1.000	ATM,CASP3,CYCS,NRAS,PIK3R1,RAP2A,RPS6KA1	
Sumoylation Pathway	2.7E-01	7.22E-02	0.447	CBX4,PML,RFC5,RHOBTB1,RHOH,RHOU,RND3	
Apelin Cardiomyocyte Signaling Pathway	2.7E-01	7.22E-02	-1.134	ATP2A2,ATP2A3,MAPK15,MYL9,PIK3R1,PRKCD,PRKD3	
Activation of IRF by Cytosolic Pattern Recognition Receptors	2.68E-01	7.41E-02	1.000	ELP1,MAVS,NFKBID,TNF	
SPINK1 Pancreatic Cancer Pathway	2.68E-01	7.41E-02	2.000	CELA1,CPB2,CTRB2,KLKB1	
Sphingosine-1-phosphate Signaling	2.64E-01	7.14E-02	0.000	ASAH1,CASP3,PDGFC,PIK3R1,RHOBTB1,RHOH,RHOU,RND3	
Role of IL-17F in Allergic Inflammatory Airway Diseases	2.63E-01	7.5E-02	NaN	IL17RB,IL1B,RPS6KA1	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	2.56E-01	9.09E-02	NaN	FDPS	
Assembly of RNA Polymerase I Complex	2.56E-01	9.09E-02	NaN	POLR1A	
Oleate Biosynthesis II (Animals)	2.56E-01	9.09E-02	NaN	FADS2	
Chondroitin Sulfate Biosynthesis (Late Stages)	2.49E-01	7.32E-02	NaN	CHST7,NDST1,SULT1C2	
SPINK1 General Cancer Pathway	2.46E-01	7.14E-02	-1.000	JAK2,NRAS,PIK3R1,RAP2A	
April Mediated Signaling	2.37E-01	7.14E-02	NaN	ELP1,NFKBID,TRAF1	
Sonic Hedgehog Signaling	2.37E-01	7.41E-02	NaN	DYRK1B,PTCH1	
Cleavage and Polyadenylation of Pre-mRNA	2.32E-01	8.33E-02	NaN	NUDT21	
BER pathway	2.32E-01	8.33E-02	NaN	XRCC1	
Guanosine Nucleotides Degradation III	2.1E-01	7.69E-02	NaN	NT5C2	
DNA Double-Strand Break Repair by Homologous Recombination	1.92E-01	7.14E-02	NaN	ATM	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	1.92E-01	7.14E-02	NaN	NT5C2	
Colanic Acid Building Blocks Biosynthesis	1.92E-01	7.14E-02	NaN	GALK1	
Dilated Cardiomyopathy Signaling Pathway	-0E00	7.04E-02	0.816	ABCC9,ACTG1,ATP2A2,BAG3,CACNA2D4,CATSPER2,DSC2,ITPR3,MYH14,MYL9	
NAD Signaling Pathway	-0E00	5.63E-02	0.707	ACADL,ACADM,ERN1,HSPD1,LDHA,PIK3R1,SIRT4,SREBF1	
Circadian Rhythm Signaling	-0E00	6.25E-02	NaN	BHLHE40,PER2	
Leukocyte Extravasation Signaling	-0E00	5.35E-02	0.378	ACTG1,ARHGAP6,CLDN1,CLDN14,DLC1,MAP3K4,PIK3R1,PRKCD,PRKD3,RHOH	
Axonal Guidance Signaling	-0E00	6.56E-02	NaN	ABLIM3,ADAMTS4,AFG3L2,BMP2,COPS5,DPYSL2,ECE2,EPHA2,FZD6,FZD7,GNA14,GNG12,ITGA8,ITGB3,ITGB5,MME,MYL9,NRAS,NTRK1,PDGFC,PIK3R1,PLXNA2,PLXNB2,PPP3CC,PRKCD,PRKD3,PTCH1,RAP2A,SEMA4A,SHANK2,TUBA8,TUBB	
Amyotrophic Lateral Sclerosis Signaling	-0E00	5.31E-02	-0.447	CACNA2D4,CAPN5,CASP3,CYCS,PDGFC,PIK3R1	
Fc Epsilon RI Signaling	-0E00	6.19E-02	-0.816	NRAS,PIK3R1,PLA2G12A,PRKCD,PRKD3,RAP2A,TNF	
Actin Cytoskeleton Signaling	-0E00	6.36E-02	-1.000	ACTG1,CD14,F2R,FLNA,GNG12,ITGA8,ITGB3,ITGB5,MYH14,MYL9,NRAS,PDGFC,PIK3R1,RAP2A,TIAM1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	-0E00	6.52E-02	0.000	ACTG1,HMOX1,PIK3R1,PLD4,PRKCD,PRKD3	
Role of RIG1-like Receptors in Antiviral Innate Immunity	-0E00	5.71E-02	NaN	MAVS,NFKBID	
Role of NFAT in Regulation of the Immune Response	-0E00	3.9E-02	-1.265	ELP1,GATA4,GNA14,GNG12,HLA-DMA,HLA-DQA1,HLA-DQB1,ITPR3,KPNA2,NFKBID,NRAS,PIK3R1,PPP3CC,RAP2A,RCAN1	
FcγRIIB Signaling in B Lymphocytes	-0E00	7.06E-02	NaN	CACNA2D4,CATSPER2,ITPR3,NRAS,PIK3R1,RAP2A	
CCR5 Signaling in Macrophages	-0E00	2.27E-02	NaN	CACNA2D4,CATSPER2,GNA14,GNG12,ITPR3,PRKCD,PRKD3	
Calcium-induced T Lymphocyte Apoptosis	-0E00	3.86E-02	-1.265	ATP2A2,ATP2A3,HLA-DMA,HLA-DQA1,HLA-DQB1,ITPR3,NR4A1,PPP3CC,PRKCD,PRKD3	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	1.28E-02	NaN	CASP3,CYCS,MR1	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	2.46E-02	NaN	AP2A2,CLTB,JAK2,MR1,PIK3R1,PPP2CA,PPP2R1B	
B Cell Activating Factor Signaling	-0E00	6.98E-02	NaN	ELP1,NFKBID,TRAF1	
T Helper Cell Differentiation	-0E00	1.84E-02	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1,IL18,TNF	
CCR3 Signaling in Eosinophils	-0E00	7.03E-02	-0.816	GNA14,GNG12,ITPR3,NRAS,PIK3R1,PLA2G12A,PRKCD,PRKD3,RAP2A	
CD28 Signaling in T Helper Cells	-0E00	2.53E-02	NaN	ELP1,HLA-DMA,HLA-DQA1,HLA-DQB1,ITPR3,NFKBID,PIK3R1,PPP3CC	
Dendritic Cell Maturation	-0E00	4.35E-02	0.000	CD83,COL3A1,COL5A3,ELP1,HLA-DMA,HLA-DQA1,HLA-DQB1,IL18,IL1A,IL1B,JAK2,LEPR,MR1,NFKBID,PIK3R1,TNF	
Reelin Signaling in Neurons	-0E00	3.25E-02	1.000	ARHGEF5,NECTIN3,PAFAH1B1,PIK3R1	
Melatonin Signaling	-0E00	4.35E-02	NaN	ARAF,PRKCD,PRKD3	
Cellular Effects of Sildenafil (Viagra)	-0E00	4.93E-02	NaN	ACTG1,CACNA2D4,ITPR3,MYH14,MYL9,NPR1,PABPC4	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	4.04E-02	-1.000	ITPR3,PIK3R1,PRKCD,PRKD3	
Relaxin Signaling	-0E00	4.7E-02	NaN	CTH,GDE1,GNA14,GNG12,NFKBID,NPR1,PIK3R1	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	4.83E-02	-0.378	BMP2,FZD6,FZD7,GATA4,MYC,PRKCD,PRKD3	
iCOS-iCOSL Signaling in T Helper Cells	-0E00	2.61E-02	-0.447	HLA-DMA,HLA-DQA1,HLA-DQB1,ITPR3,NFKBID,PIK3R1,PLEKHA2,PPP3CC	
Lipid Antigen Presentation by CD1	-0E00	4.46E-03	NaN	AP2A2	
Corticotropin Releasing Hormone Signaling	-0E00	6.21E-02	-1.633	CACNA2D4,CATSPER2,CTH,ITPR3,NPR1,NR4A1,PRKCD,PRKD3,PTCH1	
Human Embryonic Stem Cell Pluripotency	-0E00	5.52E-02	NaN	BMP2,FGFR2,FZD6,FZD7,GNA14,GNG12,NTRK1,PDGFC,PIK3R1	
RAN Signaling	-0E00	6.67E-02	NaN	KPNA2	
Melanocyte Development and Pigmentation Signaling	-0E00	5.38E-02	-1.000	DCT,NRAS,PIK3R1,RAP2A,RPS6KA1	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	-0E00	6.67E-02	NaN	FOXA2,NR2F2,NR6A1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	6.78E-02	-1.000	BMP2,FZD6,FZD7,GATA4,JAK2,NRAS,PIK3R1,RAP2A	
CREB Signaling in Neurons	-0E00	4.84E-02	-2.600	ACKR4,ADGRL4,ADRA1B,CACNA2D4,CALCRL,CATSPER2,CCRL2,CELSR1,F2R,FGFR2,FZD6,FZD7,GHR,GNA14,GNG12,GPR12,GPR155,HCAR2,ITPR3,KDR,NRAS,NTRK1,PIK3R1,PRKCD,PRKD3,RAP2A,RPS6KA1,SUCNR1	
Renal Cell Carcinoma Signaling	-0E00	6.58E-02	NaN	FH,NRAS,PIK3R1,RAP2A,RBX1	
Type I Diabetes Mellitus Signaling	-0E00	3.91E-02	0.707	CASP3,CYCS,HLA-DMA,HLA-DQA1,HLA-DQB1,HSPD1,IL1B,IRF1,JAK2,NFKBID,SOCS3,TNF	
Endometrial Cancer Signaling	-0E00	6.67E-02	0.000	MYC,NRAS,PIK3R1,RAP2A	
Basal Cell Carcinoma Signaling	-0E00	5.8E-02	NaN	BMP2,FZD6,FZD7,PTCH1	
Primary Immunodeficiency Signaling	-0E00	4.88E-02	NaN	CIITA,Ighd	
Allograft Rejection Signaling	-0E00	1.53E-02	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1,TNF	
Autoimmune Thyroid Disease Signaling	-0E00	1.23E-02	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1	
Thyroid Cancer Signaling	-0E00	6.49E-02	0.447	MYC,NRAS,NTRK1,PIK3R1,RAP2A	
Bladder Cancer Signaling	-0E00	6.19E-02	NaN	CDKN1A,DAPK1,HDAC11,MYC,NRAS,PDGFC,RAP2A	
Graft-versus-Host Disease Signaling	-0E00	2.88E-02	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1,IL18,IL1A,IL1B,TNF	
Non-Small Cell Lung Cancer Signaling	-0E00	6.45E-02	-1.000	HDAC11,ITPR3,NRAS,PIK3R1,RAP2A,RXRG	
Gα12/13 Signaling	-0E00	5.38E-02	-1.342	ELP1,F2R,MYL9,NFKBID,NRAS,PIK3R1,RAP2A	
p70S6K Signaling	-0E00	6.92E-02	-1.414	F2R,NRAS,PIK3R1,PPP2CA,PPP2R1B,PRKCD,PRKD3,RAP2A,YWHAG	
Colorectal Cancer Metastasis Signaling	-0E00	6.11E-02	-0.277	CASP3,FZD6,FZD7,GNA14,GNG12,JAK2,MYC,NRAS,PDGFC,PIK3R1,RAP2A,RHOBTB1,RHOH,RHOU,RND3,TNF	
Pancreatic Adenocarcinoma Signaling	-0E00	6.5E-02	0.378	CDK2,CDKN1A,HDAC11,HMOX1,JAK2,PDGFC,PIK3R1,PLD4	
G Beta Gamma Signaling	-0E00	7.09E-02	-1.890	CACNA2D4,CATSPER2,GNA14,GNG12,ITPR3,NRAS,PRKCD,PRKD3,RAP2A	
G Protein Signaling Mediated by Tubby	-0E00	6.82E-02	NaN	GNA14,GNG12,JAK2	
Communication between Innate and Adaptive Immune Cells	-0E00	2.85E-02	NaN	CCL3L3,Ccl9,CD83,IL18,IL1A,IL1B,MR1,TNF	
Crosstalk between Dendritic Cells and Natural Killer Cells	-0E00	7.04E-02	NaN	ACTG1,CD83,IL18,TNF,TNFSF10	
Systemic Lupus Erythematosus Signaling	-0E00	3.67E-02	NaN	C8A,C8G,IL18,IL1A,IL1B,NRAS,PIK3R1,PRPF3,PRPF4B,RAP2A,SF3B4,SNRNP35,SNRNP70,TNF	
Cdc42 Signaling	-0E00	2.8E-02	0.000	CDC42EP2,CDC42SE1,CLIP1,HLA-DMA,HLA-DQA1,HLA-DQB1,ITGA8,ITGB3,ITGB5,MYL9	
Rac Signaling	-0E00	5.15E-02	-1.000	ITGA8,ITGB3,ITGB5,NRAS,PIK3R1,RAP2A,TIAM1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	-0E00	6.91E-02	NaN	ADAMTS4,ALPL,BMP2,ELP1,FZD6,FZD7,IL18,IL1A,IL1B,ITGB3,NFKBID,PIK3R1,PPP3CC,SMURF1,TNF	
Phospholipase C Signaling	-0E00	4.54E-02	-1.387	ARHGEF5,GNG12,HDAC11,HMOX1,ITGA8,ITGB3,ITGB5,ITPR3,MYL9,NRAS,PLA2G12A,PLD4,PPP1R14A,PPP3CC,PRKCD,PRKD3,RAP2A,RHOBTB1,RHOH,RHOU,RND3	
Ovarian Cancer Signaling	-0E00	4.52E-02	-1.000	FZD6,FZD7,HDAC11,NRAS,PDGFC,PIK3R1,RAP2A	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	2.41E-02	NaN	HLA-DMA,HLA-DQA1,HLA-DQB1,IL18,IL1A,IL1B,TNF	
Protein Kinase A Signaling	-0E00	6.35E-02	0.243	CDC14B,DUSP1,FLNA,FLNB,GDE1,GNG12,GYS2,ITPR3,MYL9,NFKBID,PPP1R10,PPP1R11,PPP1R14A,PPP1R14B,PPP3CC,PRKCD,PRKD3,PTCH1,PTP4A1,PTPRF,PTPRK,PYGL,TNS2,YWHAG	
