© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
CRTAP	 	other	 	 	3.12E-03	3.33E-02	CDKN1A,SERPINE1	 
CARHSP1	-0.453	transcription regulator	 	 	3.12E-03	3.33E-02	G6PC,PCK1	 
TCF12	 	transcription regulator	 	-0.113	3.20E-03	3.33E-02	CDKN1A,FOXO1,ID2,ID3,LILRB4,RORA,S1PR1,SOX13,ZBTB16	 
NOS2	 	enzyme	 	0.395	3.20E-03	3.33E-02	ACTA1,CDKN1A,Chil3/Chil4,FASN,FOXO1,G6PC,GJA1,IL1B,IRS2,ISG15,LCN2,LILRB4,Orm1 (includes others),PPARGC1A,Saa3,TNF,TNFSF10,VEGFA	176 (17)
HSD11B1	 	enzyme	 	0.686	3.22E-03	3.33E-02	ANGPTL4,FASN,PDK4,PPARGC1A,SREBF1,TNF	155 (7)
ARRB2	 	other	 	 	3.22E-03	3.33E-02	EGR1,F3,IL1B,SERPINE1,TNF,VEGFA	199 (15)
PTX3	 	other	 	-0.492	3.22E-03	3.33E-02	CCN2,FOS,GATA4,IL1B,TLR2,TNF	67 (7)
CREB3L3	 	transcription regulator	 	-0.602	3.25E-03	3.33E-02	Cyp2b13/Cyp2b9,CYP2B6,CYP7A1,Hamp/Hamp2,LPIN1	 
PLK1	 	kinase	 	 	3.25E-03	3.33E-02	BOK,EPHA2,IFI16,MGMT,PARP9	 
IFNAR1	 	transmembrane receptor	 	1.311	3.32E-03	3.33E-02	ACOD1,CSF1,Cxcl11,CXCL13,DLL1,IFI16,IL1B,ISG15,OASL,RTP4,SERPINE1,SOCS3,TLR2,TNF,TNFAIP2,VCAM1	155 (13)
MYOG	 	transcription regulator	 	0.218	3.34E-03	3.33E-02	ACTA1,CDKN1A,IFI16,PDGFA	 
PFKFB3	 	kinase	 	-0.069	3.34E-03	3.33E-02	ICAM1,IL1B,TNF,VCAM1	95 (8)
mir-127	 	microRNA	 	1.966	3.34E-03	3.33E-02	DUSP1,IL1B,MRC1,TNF	 
BGN	 	other	 	1.091	3.34E-03	3.33E-02	CCND1,IL1B,LRP6,TNF	119 (7)
CARM1	 	transcription regulator	 	0.849	3.34E-03	3.33E-02	CCNE1,CDKN1A,GADD45A,ICAM1	10 (2)
MAS1	 	G-protein coupled receptor	 	-1.199	3.34E-03	3.33E-02	Chil3/Chil4,IL1B,MRC1,TNF	 
PLAT	 	peptidase	 	-0.849	3.34E-03	3.33E-02	FOS,IL1B,SERPINE1,TNF	102 (10)
EGLN1	 	enzyme	 	0.478	3.34E-03	3.33E-02	CXCR4,DLL1,Hamp/Hamp2,HES1,IL1B,TNF,VEGFA	37 (4)
GNB2	 	enzyme	 	 	3.34E-03	3.33E-02	CDKN1A,DUSP1,FOSL2,IL1B,MAFB,PLK2,TSC22D3	 
GNB1	 	enzyme	 	 	3.34E-03	3.33E-02	CDKN1A,DUSP1,FOSL2,IL1B,MAFB,PLK2,TSC22D3	 
Nr1h	 	group	 	-1.098	3.54E-03	3.49E-02	BCL3,CSF1,Cxcl11,FASN,G6PC,IL1B,INSIG2,MYLIP,PPARGC1A,SREBF1,TAP1,TNF,TP53,ZBTB16	107 (7)
FOXO3	 	transcription regulator	 	-1.237	3.54E-03	3.49E-02	CCNG2,CDKN1A,FABP5,FASN,FOS,GABARAPL1,LCN2,NDRG1,Prg4,SERPINB1,SESN3,TSC1,VCAM1,VEGFA	109 (7)
PTPN1	0.630	phosphatase	 	1.195	3.63E-03	3.57E-02	ADRA1B,Cxcl11,DUSP1,IRS2,MARCO,NFKBIA,PPARGC1A,TNF	179 (12)
ERK1/2	 	group	 	0.366	3.87E-03	3.78E-02	CEBPA,EGR1,F3,FOS,IL1B,IRS2,Saa3,SERPINE1,SOCS3,TNF	170 (17)
KLF11	 	transcription regulator	 	1.155	3.87E-03	3.78E-02	AKT1,CCN2,CEBPB,CXCR4,IL1B,INHBE,PCK1,PDGFA,SERPINE1,SMAD6,TNF,VEGFA	 
DDIT3	 	transcription regulator	 	0.946	3.93E-03	3.82E-02	CEBPA,CEBPD,FOXO1,IL1B,PPARGC1A,STAT3,XBP1	161 (14)
USP19	 	peptidase	 	-1.480	4.14E-03	3.98E-02	DDIT4,IL1B,KLF15,LCN2,TNF	 
MAP2K3	 	kinase	Activated	2.177	4.14E-03	3.98E-02	ICAM1,IL1B,ISG15,SERPINE1,VEGFA	202 (14)
FABP1	 	transporter	 	1.387	4.14E-03	3.98E-02	CYP7A1,FASN,GOT1,NR1H4,SREBF1	72 (7)
SIRT6	 	enzyme	 	-1.195	4.16E-03	3.99E-02	AACS,DBP,FASN,G6PC,IL1B,IRAK3,PPARGC1A,TNF	206 (15)
FAS	 	transmembrane receptor	 	-0.497	4.31E-03	4.12E-02	CCN2,CDKN1A,CSF1,EGR1,ICAM1,IL1B,NFKBIA,SERPINE1,TNF,TNFRSF1A	174 (13)
IL10RA	 	transmembrane receptor	Inhibited	-2.646	4.42E-03	4.20E-02	ACOD1,ACSS2,ADGRL2,Cd24a,CTH,DDIT4,FABP5,GAS6,HCAR2,HPGD,IFI16,IL1B,INHBA,LCN2,LRG1,OCLN,PARVG,PCK1,PPARGC1A,PSMB9,REPS2,S1PR1,Saa3,TAP1,TGM2,TLR2,Treml4,ZBP1	 
MEF2D	-0.628	transcription regulator	 	0.218	4.59E-03	4.32E-02	ACTA1,CCN2,FOS,GCLC,JUND,NFE2L2,ZFP36	 
PLCG2	 	enzyme	 	1.951	4.61E-03	4.32E-02	FOXO1,THPO,TNF,TNFSF10	77 (7)
B4GALNT1	 	enzyme	 	-1.177	4.61E-03	4.32E-02	FOS,IL1B,TNF,VEGFA	55 (4)
CLU	 	other	 	-1.131	4.61E-03	4.32E-02	IL1B,NFKBIA,TNF,TP53	 
TAF4	 	transcription regulator	 	-0.728	4.65E-03	4.34E-02	CCN2,CCND1,CLDN1,E2F2,GAS2,GAS5,GAS6,GJB2,ID2,PDGFA,PPARGC1A,TGM1	 
ATF2	 	transcription regulator	 	 	4.70E-03	4.38E-02	CCND1,DUSP1,DUSP10,GADD45A,PPARGC1A,TNF	 
YY1	 	transcription regulator	 	-0.186	4.83E-03	4.48E-02	ACTA1,BTG2,CDKN1A,CEBPB,DDIT4,EGR1,FOS,GADD45G,Hnrnpa1,ID2,ID3,LMNB1,PDGFA,Pmaip1,POLK,PROX1,RND3,TGM2,TP53,TP53INP1,UNG,WSB1	 
FOXP3	 	transcription regulator	 	 	4.85E-03	4.48E-02	CDKN1A,CSF1,Ctla2a/Ctla2b,CXCR4,EGR1,FOS,FOSL2,ID2,IKZF4,IL6R,NRP1,Pmaip1,TGM2,TNF,XBP1	 
APOE	 	transporter	 	-0.616	5.02E-03	4.52E-02	CCN2,CSF1,CYP7A1,EGR1,F3,HERPUD1,ICAM1,IL1B,LCN2,LIPA,LTBR,MYBBP1A,MYLIP,MYO1B,RCAN1,SCARB1,SERPINE1,SOCS3,TNF,TNFRSF1A,VCAM1,XBP1,ZYX	208 (15)
IFNB1	 	cytokine	 	0.387	5.07E-03	4.52E-02	ACOD1,Cd24a,CDKN1A,Ctla2a/Ctla2b,DDX58,DLL1,FOS,IFI16,IL1B,ISG15,PDK4,PHLDB2,RND3,SLC39A14,STAT2,TLR8,TNF,TNFSF10	241 (16)
Nos	 	group	 	 	5.14E-03	4.52E-02	EGR1,FOS,VEGFA	61 (6)
PPP2CA	 	phosphatase	 	 	5.14E-03	4.52E-02	CDKN1A,Cxcl11,TNF	187 (13)
PTPRB	 	phosphatase	 	 	5.14E-03	4.52E-02	CCN2,FOXO1,NPHS1	 
miR-17-5p (and other miRNAs w/seed AAAGUGC)	 	mature microRNA	 	 	5.14E-03	4.52E-02	CCND1,CCNE1,STAT3	 
mir-17	 	microRNA	 	 	5.14E-03	4.52E-02	GCLC,MYLIP,STAT3	 
miR-92a-3p (and other miRNAs w/seed AUUGCAC)	 	mature microRNA	 	 	5.14E-03	4.52E-02	CCND1,CCNE1,TNF	16 (3)
IL1R2	 	transmembrane receptor	 	 	5.14E-03	4.52E-02	ICAM1,IL1B,TNF	 
DGKZ	 	kinase	 	 	5.14E-03	4.52E-02	CCND1,IL1B,TNF	170 (15)
KLKB1	 	peptidase	 	 	5.14E-03	4.52E-02	F3,ICAM1,VCAM1	 
ST14	 	peptidase	 	 	5.14E-03	4.52E-02	ICAM1,IL1B,TNF	 
CCDC80	 	other	 	 	5.14E-03	4.52E-02	CCND1,CEBPA,FZD7	 
CAMKK2	1.169	kinase	 	 	5.14E-03	4.52E-02	FASN,G6PC,PPARGC1A	99 (6)
SRSF2	 	transcription regulator	 	0.447	5.18E-03	4.54E-02	AKR1D1,CEBPA,HSD3B7,NR1H4,SREBF1	 
FADD	 	other	 	1.000	5.32E-03	4.63E-02	Cxcl11,CXCR4,DDX58,EGR1,FOS,ICAM1,IRF5,NFIL3,PIM1,STAT2	 
KLF15	-1.239	transcription regulator	 	1.404	5.33E-03	4.63E-02	CCN2,ESRRG,FABP5,FASN,NPHS1,PDK4,PPARGC1A	43 (3)
IL11RA	 	transmembrane receptor	 	 	5.41E-03	4.69E-02	CCNE1,FOS,ICAM1,PIM1,SAA1,SOCS3,STAT3,VEGFA	99 (6)
TREM1	 	transmembrane receptor	 	-0.372	5.61E-03	4.83E-02	CEBPB,IL1B,IL6R,NFKBIA,TLR2,TNF	 
BCL3	1.815	transcription regulator	 	-0.359	5.61E-03	4.83E-02	EGR1,FOS,ICAM1,IL1B,NFKBIA,TNF	133 (15)
C3	 	peptidase	Activated	2.778	6.13E-03	5.18E-02	APCS,CSF1,IL1B,LCN2,TNF,TNFRSF1A,VEGFA,ZBP1	112 (8)
PTPN11	 	phosphatase	 	0.359	6.13E-03	5.18E-02	CCND1,CDKN1A,CEBPA,CSF1,FASN,MXD4,PRTN3,TNF	144 (13)
IL12B	 	cytokine	 	1.218	6.15E-03	5.18E-02	ICAM1,IL1B,SOCS3,STAT2,STAT3,TNF,VCAM1	193 (15)
JINK1/2	 	group	Activated	2.000	6.18E-03	5.18E-02	FASN,SREBF1,TNF,TNFRSF1A	 
Fc gamma receptor	 	group	 	1.951	6.18E-03	5.18E-02	CCND1,CCNE1,CDKN1A,TNF	205 (16)
VCAN	 	other	 	 	6.18E-03	5.18E-02	CDKN1A,IL1B,TNF,TP53	60 (6)
COPS5	 	transcription regulator	 	0.000	6.18E-03	5.18E-02	AIMP1,CCNE1,RARS1,TP53	 
PDK4	-1.397	kinase	 	0.392	6.18E-03	5.18E-02	Chil3/Chil4,IL1B,PPARGC1A,TNF	55 (4)
TET3	 	enzyme	 	-1.342	6.40E-03	5.28E-02	ADCY9,GATA4,KLF9,SLC43A2,TGM2	 
CGAS	 	enzyme	 	1.154	6.40E-03	5.28E-02	CDKN1A,IL1B,ISG15,OASL,TNF	61 (4)
MDM2	 	transcription regulator	 	 	6.40E-03	5.28E-02	CDKN1A,KAT2B,POLK,SERPINE1,TP53	130 (6)
NLRP12	-1.183	other	Inhibited	-2.236	6.40E-03	5.28E-02	AKT1,BCL3,ICAM1,IL1B,TNF	205 (15)
FSHB	 	other	 	1.432	6.40E-03	5.28E-02	CCN2,FABP5,INHBA,PDGFA,SGK1	 
NOTCH1	 	transcription regulator	 	0.904	6.51E-03	5.35E-02	CCNE1,CDKN1A,CEBPA,CEBPD,CXCR4,DLL1,HES1,RND3,TNF,VEGFA	 
AR	 	ligand-dependent nuclear receptor	 	-1.571	6.56E-03	5.37E-02	AQP8,B4GALT6,CCND1,Cd24a,CDKN1A,CERS6,Chil3/Chil4,CLDN3,CPNE8,ESR1,FABP5,FOXO1,GADD45G,GJA1,MT-TY,OCLN,ODC1,PDGFA,PER1,PIM3,RNF128,RORA,SGK1,SLC39A8,SLC41A2,SYNE1,TBC1D8,TNFAIP2,TNFSF10,TSPAN8,ZBP1,ZYX	 
DNASE2	 	enzyme	Inhibited	-2.200	6.63E-03	5.40E-02	Hamp/Hamp2,ISG15,RTP4,TNF,TNFSF10,ZBP1	 
CEBPD	-1.751	transcription regulator	 	0.124	6.63E-03	5.40E-02	CCND1,CEBPB,CXCR4,FOS,TNF,TP53	 
MAPKAPK2	 	kinase	 	-1.194	6.92E-03	5.60E-02	CEBPD,MARCO,MRC1,NFKBIA,TNF,TP53,VCAM1,ZFP36	140 (11)
NR0B2	 	ligand-dependent nuclear receptor	 	-0.162	6.94E-03	5.60E-02	Cyp2b13/Cyp2b9,CYP2B6,CYP7A1,FASN,G6PC,IL1B,PPARGC1A,SREBF1,TLR2,TLR8,TNF	32 (3)
TBK1	 	kinase	 	0.761	6.94E-03	5.60E-02	ACOD1,Cxcl11,DDX58,ICAM1,IFI16,INHBA,ISG15,MARCO,OASL,TLR2,TNF	134 (12)
KLF2	 	transcription regulator	 	0.239	7.07E-03	5.68E-02	F3,GATA4,IL1B,NFKBIA,S1PR1,S1PR5,TNF	 
TCF7L2	 	transcription regulator	 	-1.285	7.21E-03	5.78E-02	BACE1,CARHSP1,CCN2,CCND1,CDKN1A,CYP7A1,DDC,ERBB3,Foxn3,G6PC,ID2,ID3,IRS2,KAT2B,LTV1,MCAM,MOSPD2,NCOR2,PCK1,PELI1,PIM3,PPARGC1A,RASGEF1B,SYDE2,TMEM125,UTP14C,YPEL2	110 (5)
TRIM24	 	transcription regulator	Inhibited	-2.714	7.75E-03	6.00E-02	DDX58,GBP3,HNF1B,IFI35,ISG15,OASL,PSMB9,RTP4,STAT2,TAP1,TLR2,TRIM26,VEGFA	104 (6)
RELA	 	transcription regulator	 	1.835	7.75E-03	6.00E-02	FOS,ICAM1,IL1B,ISG15,ITCH,KRT18,NFE2L2,NFKBIA,Pmaip1,SAA1,Saa3,TLR2,TNF	211 (14)
NOS3	 	enzyme	 	0.298	7.78E-03	6.00E-02	ACTA1,CCN2,F3,ICAM1,TNF,VCAM1	107 (10)
IFIH1	 	enzyme	 	1.060	7.78E-03	6.00E-02	CISH,EGR1,ISG15,NFKBIA,RND3,TNF	131 (9)
TRAF6	 	enzyme	 	1.058	7.78E-03	6.00E-02	CXCL13,GABARAPL1,ICAM1,IL1B,NFE2L2,TNF	141 (13)
KLF6	 	transcription regulator	 	0.537	7.81E-03	6.00E-02	CDKN1A,Chil3/Chil4,IL1B,MRC1,TNF	 
IL1	 	group	 	 	7.88E-03	6.00E-02	CYP7A1,HP,TNF	 
SAA	 	group	 	 	7.88E-03	6.00E-02	IL1B,MRC1,TNF	84 (5)
MST1	 	growth factor	 	 	7.88E-03	6.00E-02	CCN2,CCND1,TNF	22 (3)
CD5L	 	transmembrane receptor	 	 	7.88E-03	6.00E-02	IL1B,TLR2,TNF	118 (7)
PTGDR	 	G-protein coupled receptor	 	 	7.88E-03	6.00E-02	IFI16,IL1B,TNF	138 (9)
UBA7	 	enzyme	 	 	7.88E-03	6.00E-02	DDX58,ISG15,TNF	 
BDKRB2	 	G-protein coupled receptor	 	 	7.88E-03	6.00E-02	CCN2,FOXO1,TP53	 
FOSB	 	transcription regulator	 	 	7.88E-03	6.00E-02	CCND1,CEBPA,CEBPB	 
PTTG1	 	transcription regulator	 	-1.383	8.01E-03	6.00E-02	CCND1,CDKN1A,MGMT,MLH3,MSH3,PARP2,POLK,TP53,UNG	 
SHARPIN	 	other	 	 	8.06E-03	6.00E-02	IL1B,ISG15,RBCK1,RNF31	28 (3)
PGF	 	growth factor	 	 	8.06E-03	6.00E-02	ANGPTL4,CXCR4,EGR1,ETS2	 
PCSK9	 	peptidase	 	 	8.06E-03	6.00E-02	CYP7A1,ICAM1,IL1B,TLR2	31 (3)
MDM4	 	transcription regulator	 	0.152	8.06E-03	6.00E-02	CCNE1,CDKN1A,CELSR1,TP53	 
NOX4	 	enzyme	 	1.067	8.06E-03	6.00E-02	GCLC,NFE2L2,Saa3,SERPINE1	 
NR1H2	 	ligand-dependent nuclear receptor	 	-0.204	8.26E-03	6.00E-02	APCS,Chil3/Chil4,Cxcl11,CYP7A1,FASN,IL1B,MRC1,NFKBIA,Saa3,SREBF1,TNF	109 (10)
MAPK1	 	kinase	Inhibited	-2.010	8.35E-03	6.00E-02	CDKN1A,CISH,EGR1,ENDOD1,FAM20A,FOS,FOSL2,GRAMD1B,LAD1,NRP1,PTPRK,RGS16,TNFRSF1B	 
PDK	 	group	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
C1QTNF12	 	other	 	 	9.01E-03	6.00E-02	IL1B,TNF	60 (6)
IKK (complex)	 	complex	 	 	9.01E-03	6.00E-02	IL1B,TNF	124 (8)
Gm10768	 	other	 	 	9.01E-03	6.00E-02	G6PC,PCK1	 
CERS5	 	transcription regulator	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
TOX	 	transcription regulator	 	 	9.01E-03	6.00E-02	FOXO1,ID2	 
C1QTNF1	 	other	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
METTL3	 	enzyme	 	 	9.01E-03	6.00E-02	CISH,SOCS3	87 (7)
ELOVL2	 	enzyme	 	 	9.01E-03	6.00E-02	FASN,SREBF1	 
CREBZF	 	transcription regulator	 	 	9.01E-03	6.00E-02	FASN,SREBF1	 
SFRP5	 	transmembrane receptor	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
SIRT4	 	enzyme	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
NAAA	 	enzyme	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
TERF1	 	other	 	 	9.01E-03	6.00E-02	CDKN1A,TP53	 
THBD	 	transmembrane receptor	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
ERN2	 	kinase	 	 	9.01E-03	6.00E-02	ICAM1,MTHFR	 
mir-25	 	microRNA	 	 	9.01E-03	6.00E-02	MYLIP,TNF	 
miR-125b-1-3p (miRNAs w/seed CGGGUUA)	 	mature microRNA	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
ARHGAP1	 	other	 	 	9.01E-03	6.00E-02	CDKN1A,TP53	 
DDIT4	-3.244	other	 	 	9.01E-03	6.00E-02	TNF,TP53	65 (5)
HCRT	 	other	 	 	9.01E-03	6.00E-02	EGR1,PER2	 
STIP1	 	other	 	 	9.01E-03	6.00E-02	STAT3,TP53	 
TBXA2R	 	G-protein coupled receptor	 	 	9.01E-03	6.00E-02	ICAM1,VCAM1	 
RAE1	 	other	 	 	9.01E-03	6.00E-02	CDKN1A,TP53	 
RNF41	 	enzyme	 	 	9.01E-03	6.00E-02	IL1B,TNF	74 (5)
PIP5K1B	 	kinase	 	 	9.01E-03	6.00E-02	IL1B,TNF	157 (10)
TSG101	 	transcription regulator	 	 	9.01E-03	6.00E-02	CDKN1A,TP53	 
HBEGF	 	growth factor	 	 	9.01E-03	6.00E-02	GJA1,PDK4	 
USP37	 	peptidase	 	 	9.01E-03	6.00E-02	CEBPA,CEBPB	 
SENP6	 	peptidase	 	 	9.01E-03	6.00E-02	ICAM1,TNF	 
Tmsb4x (includes others)	 	other	 	 	9.01E-03	6.00E-02	ICAM1,NPHS1	 
C4A/C4B	 	other	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
GJC1	 	ion channel	 	 	9.01E-03	6.00E-02	IL1B,TNF	 
DDX3X	 	enzyme	 	 	9.01E-03	6.00E-02	CCND1,CDKN1A	 
DOCK5	 	other	 	 	9.01E-03	6.00E-02	G6PC,PCK1	58 (5)
CUL4B	 	other	 	 	9.01E-03	6.00E-02	TNF,ZFP36	 
COL1A2	 	other	 	 	9.01E-03	6.00E-02	CDKN1A,SERPINE1	 
VTN	 	other	 	 	9.01E-03	6.00E-02	IL1B,TNF	83 (5)
AQP5	 	transporter	 	 	9.01E-03	6.00E-02	CLDN3,OCLN	 
TFF3	 	other	 	 	9.01E-03	6.00E-02	G6PC,PPARGC1A	 
BUB3	 	other	 	 	9.01E-03	6.00E-02	CDKN1A,TP53	 
Irs4	 	other	 	 	9.01E-03	6.00E-02	EGR1,IRS2	101 (10)
Supt20	 	other	 	 	9.01E-03	6.00E-02	IL1B,TNF	156 (8)
PHF12	 	transcription regulator	Inhibited	-2.449	9.07E-03	6.02E-02	DDX56,GTPBP4,NOP2,PRPF31,RNASEL,UTP20	 
SETD2	 	enzyme	 	-0.522	9.20E-03	6.08E-02	ANG,CCN2,CCND1,CSNK1D,JADE1,LAMA4,SERPINE1	 
CD38	 	enzyme	 	-0.240	9.20E-03	6.08E-02	CCNE1,CISD1,CISH,ELL2,EVI5,GADD45G,IL6R,LGALSL,NDRG1,NFIL3,PIM1,PPARGC1A,SLC39A8,SOCS3,XBP1,ZBTB32	 
LPIN1	-3.214	phosphatase	 	1.334	9.42E-03	6.16E-02	CEBPA,FASN,IL1B,LPIN2,TNF	157 (11)
NR4A3	 	ligand-dependent nuclear receptor	 	-0.966	9.42E-03	6.16E-02	CCND1,FOXO1,IKZF4,LPIN1,PPARGC1A	 
SFRP1	 	transmembrane receptor	 	-0.447	9.42E-03	6.16E-02	FASN,G6PC,PCK1,SERPINE1,SREBF1	 
CD14	 	transmembrane receptor	 	 	9.42E-03	6.16E-02	CISH,IL13RA1,IL1B,SOCS3,TNF	235 (18)
CASP3	 	peptidase	 	-1.000	1.03E-02	6.56E-02	CDK2,CDKN1A,TNF,TP53	 
MSR1	 	transmembrane receptor	 	 	1.03E-02	6.56E-02	ACOD1,IL1B,ISG15,TNF	 
EZR	 	other	 	1.131	1.03E-02	6.56E-02	DDIT4,GEMIN5,IL1B,TNF	 
ZBP1	1.366	other	 	1.000	1.03E-02	6.56E-02	IL1B,ISG15,NFKBIA,TNF	 
NT5E	 	phosphatase	 	 	1.03E-02	6.56E-02	IL13RA1,IL1B,SERPINE1,TNF	 
MAP3K1	 	kinase	 	1.154	1.03E-02	6.56E-02	CCND1,Ctla2a/Ctla2b,SERPINE1,TNF	 
CAMP	 	other	 	-0.818	1.03E-02	6.56E-02	ICAM1,IL1B,TNF,TP53	 
CNR2	 	G-protein coupled receptor	 	1.091	1.03E-02	6.56E-02	CCN2,IL1B,NPHS1,TNF	 
PRKN	 	enzyme	 	-1.962	1.03E-02	6.56E-02	CCND1,IL1B,TNF,TP53	 
MAP3K8	 	kinase	Activated	2.041	1.03E-02	6.56E-02	ARRDC3,BMP1,CEBPD,Cxcl11,GPR146,HP,IER5,IL1B,INHBA,LAD1,MARCO,SOCS3,ST3GAL3,TIMELESS,TNF	 
AKT1	0.402	kinase	 	0.240	1.04E-02	6.63E-02	CDKN1A,GCLC,IRS2,KLF15,LCN2,NFE2L2,TP53	 
RUNX1	 	transcription regulator	Activated	2.599	1.08E-02	6.82E-02	CCND1,CDKN1A,CEBPA,CYB561,ERMAP,EVI5,ID2,IL1B,ISG15,MYBBP1A,NFIL3,NOC4L,NOP2,STAT3	 
TSC1	-0.999	other	 	-0.410	1.08E-02	6.83E-02	CCN2,FASN,FOXO1,IRS2,MAP2K6,RNF128,SREBF1,TNF,TP53	 
SCD	 	enzyme	 	1.996	1.09E-02	6.87E-02	ANGPTL4,FASN,IL1B,PDK4,PPARGC1A,PTPN1,SREBF1,TNF	 
STAT5B	-0.849	transcription regulator	 	0.750	1.12E-02	6.91E-02	CCND1,CCNE1,CDKN1A,CISH,Cyp2b13/Cyp2b9,CYP2B6,ELOVL3,GADD45A,Hamp/Hamp2,LTBR,NOL3,OMD,PDK4,RFX4,RUVBL2,SLC47A1,SYBU,THADA,TNF,TNFRSF1A,ZFP36	 
RPSA	 	translation regulator	 	-1.400	1.12E-02	6.91E-02	GBP3,IL1B,ISG15,TAP1,TNF	 
ADAMTS12	 	peptidase	Inhibited	-2.219	1.12E-02	6.91E-02	ACOD1,Chil3/Chil4,LCN2,MID1,TNFAIP2	 
LTB4R	 	G-protein coupled receptor	Activated	2.236	1.12E-02	6.91E-02	MRC1,PTPN1,SREBF1,TNF,VEGFA	 
EIF4EBP2	 	translation regulator	 	1.226	1.12E-02	6.91E-02	CEBPA,CEBPB,CEBPD,EGR1,NFIL3	 
PML	 	transcription regulator	 	-1.250	1.13E-02	6.91E-02	CDKN1A,FASN,ID2,IL1B,NDRG1,NFE2L2,PDK4,PPARGC1A,SREBF1,TP53	 
LDL	 	complex	 	 	1.13E-02	6.91E-02	ICAM1,IL1B,TLR2	 
TMEM79	 	other	 	 	1.13E-02	6.91E-02	ICAM1,IL1B,VCAM1	 
GPER1	 	G-protein coupled receptor	 	 	1.13E-02	6.91E-02	CCND1,CDKN1A,FOS	 
PPP3CB	 	phosphatase	 	 	1.13E-02	6.91E-02	CDKN1A,GADD45A,RBL2	 
INS	 	other	 	 	1.13E-02	6.91E-02	CCN2,FOXO1,TP53	 
Mup1 (includes others)	 	other	 	 	1.13E-02	6.91E-02	FASN,G6PC,PPARGC1A	 
COPS8	 	other	 	 	1.13E-02	6.91E-02	CCNE1,CDK2,CDKN1A	 
UCHL3	 	peptidase	 	 	1.13E-02	6.91E-02	FASN,SREBF1,TP53	 
FSHR	 	G-protein coupled receptor	Activated	2.219	1.21E-02	7.31E-02	FABP5,G6PC,GATA4,INHBA,PCK1,PDGFA	 
CITED2	 	transcription regulator	 	-0.537	1.21E-02	7.31E-02	ANGPTL4,Chil3/Chil4,IL1B,MRC1,TGM2,VEGFA	 
PAK2	 	kinase	 	-0.816	1.21E-02	7.31E-02	DUSP1,GADD45A,H3C8,ID3,IFI16,PROX1	 
IFN alpha/beta	 	group	 	0.000	1.21E-02	7.31E-02	GAS7,IFI16,MRC1,Pmaip1,STAT2,TLR5,TNFSF10,Treml4	 
EZH2	 	transcription regulator	 	-0.359	1.23E-02	7.40E-02	BMP1,CCND1,CCNE1,CEBPA,IRAK3,PDGFA,PER1,PER2,SOCS3,TNF,TP53,VEGFA	 
CSF1	1.716	cytokine	 	0.213	1.24E-02	7.48E-02	CCND1,CD163,CDK2,CDKN1A,CSF1,FOS,GAS7,IL1B,JDP2,P2RY12,TNF	 
IL6R	-1.341	transmembrane receptor	 	1.000	1.29E-02	7.69E-02	HP,IL1B,IL6R,SOCS3	 
SCP2	 	transporter	 	-1.387	1.29E-02	7.69E-02	CYP7A1,PCK1,PDZK1IP1,SCARB1	 
Histone h3	 	group	 	 	1.30E-02	7.74E-02	ADRA1B,CCNE1,CDKN1A,CEBPA,DUSP10,FOS,GAS2,GATA4,HES1,ID2,IKZF4,IL1B,IL6R,PPARGC1A,RGS4,SLC16A6,SOCS3,SREBF1,TBX3,Tpm4,VEGFA	 
THRA	 	ligand-dependent nuclear receptor	 	1.526	1.30E-02	7.76E-02	ANGPTL4,CCND1,CEBPA,Cxcl11,CYP7A1,FOS,INHBA,TNF,TP53	 
SENP3	 	peptidase	 	1.890	1.32E-02	7.81E-02	ISG15,OASL,PSMB9,RBCK1,TAP1,TNFSF10,TYMP	 
FCGR2B	 	transmembrane receptor	 	1.231	1.33E-02	7.81E-02	ACOD1,ICAM1,SOCS3,TNF,VEGFA	 
LRP6	-0.414	transmembrane receptor	 	-1.032	1.33E-02	7.81E-02	G6PC,IL1B,LRP6,PPARGC1A,TNF	 
F2RL1	 	G-protein coupled receptor	 	-0.232	1.33E-02	7.81E-02	CCN2,FOS,IL1B,PELI1,TNF	 
ARID1A	 	transcription regulator	 	-0.585	1.33E-02	7.81E-02	CDKN1A,FZD5,HES1,LRP5,LRP6	 
PTGES	 	enzyme	 	-0.277	1.33E-02	7.81E-02	CCN2,G6PC,SDS,SERPINE1,TNF	 
STING1	 	other	 	1.097	1.34E-02	7.83E-02	GAS7,IFI16,IL1B,ISG15,LCN2,OASL,RGS16,TNF	 
