© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Thrombopoietin Signaling	1.46E00	1.59E-01	-0.632	MYC,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,STAT3,STAT5B,THPO	
Virus Entry via Endocytic Pathways	1.46E00	1.41E-01	NaN	ACTG1,CLTB,FLNB,ITGB3,ITGB5,ITGB8,MR1,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,TFRC	
Docosahexaenoic Acid (DHA) Signaling	1.45E00	1.84E-01	NaN	BCL2A1,CASP3,FOXO1,IL1B,PIK3CB,PIK3R5,PNPLA2	
Erythropoietin Signaling Pathway	1.44E00	1.27E-01	-1.147	ARNT,BIRC2,FOXO3,IL18,IL1A,IL1B,ITPR3,NFKB2,NFKBID,NFKBIE,NOS3,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB,STAT5B,TNF	
2-ketoglutarate Dehydrogenase Complex	1.43E00	5E-01	NaN	DLST,OGDH	
Arginine Degradation I (Arginase Pathway)	1.43E00	5E-01	NaN	ARG2,OAT	
Fatty Acid β-oxidation III (Unsaturated, Odd Number)	1.43E00	5E-01	NaN	ECI1,EHHADH	
IL-17 Signaling	1.43E00	1.27E-01	1.342	CEBPB,Chil3/Chil4,CXCL3,HSP90AA1,HSP90AB1,IL17RA,IL18,IL1A,IL1B,LCN2,MAP2K6,MAP3K14,MAPK14,PIK3CB,PIK3R5,RAP2A,RGS16,TAB2,TNF,VEGFA	
TCA Cycle II (Eukaryotic)	1.42E00	2.17E-01	1.342	ACO1,ACO2,DLST,FH,OGDH	
Apelin Cardiac Fibroblast Signaling Pathway	1.42E00	2.17E-01	1.342	CCN2,NOS3,PRKAB1,PRKAB2,SERPINE1	
ErbB2-ErbB3 Signaling	1.42E00	1.56E-01	0.632	ERBB3,FOXO1,JAK3,MYC,NRG4,PIK3CB,PIK3R5,RAP2A,STAT3,STAT5B	
Wnt/Ca+ pathway	1.42E00	1.56E-01	0.000	CREB3,FZD6,FZD7,NFKB2,PLCB2,PRKCA,REL,RELB,ROR1,WNT5B	
Insulin Receptor Signaling	1.42E00	1.3E-01	-0.728	ACLY,EIF2B2,EIF2B4,FOXO1,FOXO3,IRS1,PIK3CB,PIK3R5,PPP1R10,PPP1R3C,PRKAR2A,PTPN1,PTPRF,RAP2A,SGK1,SOCS3,SYNJ2,TSC1	
Glioblastoma Multiforme Signaling	1.4E00	1.25E-01	0.688	CCNE1,CDK2,E2F8,FOXO1,FZD6,FZD7,ITPR3,MYC,NF2,PDGFA,PDGFRA,PIK3CB,PIK3R5,PLCB2,PRKCD,RAP2A,RHOB,RND3,TSC1,WNT5B,WNT9B	
AMPK Signaling	1.39E00	1.18E-01	-0.471	ADRA1B,CREB3,FOXO1,FOXO3,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,HNF4A,IRS1,KAT2B,MAPK14,NOS3,PFKFB2,PFKL,PIK3CB,PIK3R5,PPAT,PPM1K,PPP2R1B,PPP2R5E,PRKAB1,PRKAB2,PRKAR2A,SLC2A1,TSC1	
Salvage Pathways of Pyrimidine Ribonucleotides	1.38E00	1.41E-01	-2.309	CDK2,CSNK1D,G6PC,GRK5,HIPK1,MAP2K6,MAP3K6,MAP3K8,NME6,PCK1,PIM1,PRKCD,SGK1	
PEDF Signaling	1.38E00	1.45E-01	0.707	IKBKB,MAPK14,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PNPLA2,RAP2A,REL,RELB,SRF	
Gα12/13 Signaling	1.37E00	1.31E-01	-1.155	CDH1,ELP1,F2R,GNA12,IKBKB,MAP3K1,MEF2D,MYL9,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,RAP2A,REL,RELB,TEC	
Myc Mediated Apoptosis Signaling	1.36E00	1.67E-01	0.000	CASP3,IKBKB,MYC,NFKB2,PRKAR2A,TNF,TNFRSF1A,TNFRSF1B	
Glucose and Glucose-1-phosphate Degradation	1.35E00	3E-01	NaN	GCK,PGM3,RGN	
IL-22 Signaling	1.35E00	2.08E-01	-0.447	IL22RA1,MAPK14,SOCS3,STAT3,STAT5B	
Phagosome Formation	1.35E00	1.3E-01	NaN	C3AR1,C5AR1,ITGA8,ITGB3,ITGB5,ITGB8,PIK3CB,PIK3R5,PLCB2,PRKCA,PRKCD,PRKD3,RHOB,RND3,SYK,TLR2,TLR8	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	1.32E00	2.35E-01	2.000	IL1A,IL1B,LCN2,TNF	
Dermatan Sulfate Degradation (Metazoa)	1.32E00	2.35E-01	0.000	Chil3/Chil4,FGFRL1,GM2A,HYAL1	
p53 Signaling	1.32E00	1.38E-01	-1.667	ATM,CDK2,COQ8A,CSNK1D,GADD45A,GNL3,HDAC9,JMY,KAT2B,MAPK14,PIK3CB,PIK3R5,TP53INP1	
Sperm Motility	1.32E00	1.16E-01	-2.333	AATK,EPHA2,ERBB3,FGFR2,FGR,FRK,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,GUCY1A1,ITPR3,JAK3,LYN,MAP2K6,NTRK1,PDGFRA,PLA2G12A,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,ROR1,SYK,TEC	
Superpathway of Inositol Phosphate Compounds	1.31E00	1.17E-01	-0.894	CA3,DUSP1,DUSP5,EPHX2,G6PC,IP6K1,IP6K2,IPMK,NUDT2,PIK3CB,PIK3R5,PLCB2,PPM1K,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PPTC7,PTPN1,PTPN12,PTPN2,PTPRF,SOCS3,SSH2,SYNJ2,TNS3	
CXCR4 Signaling	1.31E00	1.23E-01	-1.291	ADCY1,ADCY9,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITPR3,LYN,MYL9,PIK3CB,PIK3R5,PLCB2,PRKCA,PRKCD,PRKD3,RAP2A,RHOB,RND3	
Neuroinflammation Signaling Pathway	1.3E00	1.13E-01	2.117	BIRC2,CASP3,CREB3,CXCL10,ELP1,HMOX1,ICAM1,IKBKB,IL18,IL1B,IL6R,IRAK2,JAK3,MAPK14,MR1,MYD88,NFKB2,NLRP3,NOX4,PIK3CB,PIK3R5,PLA2G12A,PSEN2,REL,RELB,SLC6A13,SYK,TICAM1,TLR2,TLR8,TNF,TNFRSF1A	
PDGF Signaling	1.28E00	1.4E-01	1.155	JAK3,MAP3K1,MYC,PDGFA,PDGFRA,PIK3CB,PIK3R5,PRKCA,RAP2A,SRF,STAT3,SYNJ2	
Estrogen-Dependent Breast Cancer Signaling	1.27E00	1.43E-01	0.000	AKR1C4,CREB3,HSD17B10,HSD17B11,NFKB2,PIK3CB,PIK3R5,RAP2A,REL,RELB,STAT5B	
Nitric Oxide Signaling in the Cardiovascular System	1.26E00	1.3E-01	-0.832	ARG2,ATP2A2,CACNA2D4,GUCY1A1,HSP90AA1,HSP90AB1,ITPR3,NOS3,PIK3CB,PIK3R5,PRKAR2A,PRKCA,PRKCD,PRKD3,VEGFA	
MIF Regulation of Innate Immunity	1.25E00	1.67E-01	2.236	CD14,NFKB2,NFKBID,NFKBIE,PLA2G12A,REL,RELB	
Assembly of RNA Polymerase I Complex	1.24E00	2.73E-01	NaN	POLR1A,POLR1B,UBTF	
Glycogen Degradation II	1.24E00	2.73E-01	NaN	PGM3,PYGB,PYGL	
Arginine Biosynthesis IV	1.23E00	4E-01	NaN	ASL,OAT	
Proline Biosynthesis II (from Arginine)	1.23E00	4E-01	NaN	OAT,PYCR2	
α-tocopherol Degradation	1.23E00	4E-01	NaN	CYP4A11,CYP4F12	
Citrulline-Nitric Oxide Cycle	1.23E00	4E-01	NaN	ASL,NOS3	
Gαi Signaling	1.22E00	1.25E-01	2.111	ADCY1,ADCY9,FPR1,FPR2,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,HCAR2,PRKAR2A,RALGDS,RAP2A,RGS12,RGS4,STAT3	
Estrogen-mediated S-phase Entry	1.22E00	1.92E-01	1.342	CCNE1,CDK2,E2F8,MYC,RBL1	
Ceramide Signaling	1.21E00	1.36E-01	0.333	MAP3K1,NFKB2,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,RAP2A,REL,RELB,TNF,TNFRSF1A,TNFRSF1B	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	1.19E00	1.2E-01	-0.535	CA3,DUSP1,DUSP5,EPHX2,G6PC,IPMK,NUDT2,PPM1K,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PPTC7,PTPN1,PTPN12,PTPN2,PTPRF,SOCS3,SSH2,TNS3	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	1.19E00	1.2E-01	-0.535	CA3,DUSP1,DUSP5,EPHX2,G6PC,IPMK,NUDT2,PPM1K,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PPTC7,PTPN1,PTPN12,PTPN2,PTPRF,SOCS3,SSH2,TNS3	
Transcriptional Regulatory Network in Embryonic Stem Cells	1.19E00	1.54E-01	NaN	GATA4,GATA6,H3-3A/H3-3B,HNF4A,ONECUT1,RFX4,STAT3,TRIM24	
Signaling by Rho Family GTPases	1.18E00	1.12E-01	0.500	ACTG1,ARHGEF15,ARHGEF3,ARHGEF5,CDC42EP1,CDC42EP2,CDH1,CLIP1,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITGA8,ITGB3,ITGB5,ITGB8,MYL9,NFKB2,NOX4,PIK3CB,PIK3R5,REL,RELB,RHOB,RND3,SEPTIN10,SEPTIN4	
CCR3 Signaling in Eosinophils	1.18E00	1.25E-01	-1.000	GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITPR3,MAPK14,PIK3CB,PIK3R5,PLA2G12A,PLCB2,PRKCA,PRKCD,PRKD3,RAP2A	
Cell Cycle Regulation by BTG Family Proteins	1.17E00	1.71E-01	0.000	BTG1,CCNE1,CDK2,E2F8,PPP2R1B,PPP2R5E	
The Visual Cycle	1.17E00	2.11E-01	-2.000	DHRS3,DHRS9,LRAT,RDH11	
DNA damage-induced 14-3-3σ Signaling	1.17E00	2.11E-01	NaN	ATM,CCNE1,CDK2,HUS1	
3-phosphoinositide Degradation	1.16E00	1.17E-01	-0.258	CA3,DUSP1,DUSP5,EPHX2,G6PC,MTMR3,NUDT2,PPM1K,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PPTC7,PTPN1,PTPN12,PTPN2,PTPRF,SOCS3,SSH2,SYNJ2,TNS3	
G Protein Signaling Mediated by Tubby	1.15E00	1.59E-01	NaN	GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,PLCB2	
mTOR Signaling	1.14E00	1.15E-01	-1.000	DDIT4,EIF3D,EIF3K,EIF4A1,EIF4EBP2,HMOX1,IRS1,PIK3CB,PIK3R5,PLD4,PPP2R1B,PPP2R5E,PRKAB1,PRKAB2,PRKCA,PRKCD,PRKD3,RAP2A,RHOB,RND3,RPS6KA1,TSC1,VEGFA	
UDP-N-acetyl-D-galactosamine Biosynthesis II	1.14E00	2.5E-01	NaN	GCK,GNPDA1,PGM3	
Cyclins and Cell Cycle Regulation	1.14E00	1.36E-01	0.816	ATM,CCNE1,CDC34,CDK2,E2F8,HDAC11,HDAC9,PPP2R1B,PPP2R5E,RBL1,WEE1	
Apelin Adipocyte Signaling Pathway	1.14E00	1.36E-01	2.111	ADCY1,ADCY9,GNA11,GSTM1,GSTM2,GSTT2/GSTT2B,MAPK14,NOX4,PRKAB1,PRKAB2,PRKAR2A	
Regulation of eIF4 and p70S6K Signaling	1.13E00	1.18E-01	-0.447	AGO1,AGO2,AGO4,EIF2B2,EIF2B4,EIF3D,EIF3K,EIF4A1,EIF4EBP2,IRS1,ITGA8,ITGB3,ITGB5,ITGB8,MAPK14,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,RAP2A	
Triacylglycerol Degradation	1.11E00	1.56E-01	-0.378	AADAC,ABHD2,LIPC,LIPG,MGLL,NDST1,PNPLA2	
Oxidative Ethanol Degradation III	1.11E00	1.56E-01	NaN	ACSS2,Cyp2a12/Cyp2a22,CYP2C18,Cyp2c23,Cyp2c54 (includes others),CYP2C8,CYP2R1	
GADD45 Signaling	1.1E00	2E-01	NaN	ATM,CCNE1,CDK2,GADD45A	
Methylglyoxal Degradation III	1.1E00	2E-01	NaN	ADH4,AKR1B1,CYP4A11,PTGR1	
Endoplasmic Reticulum Stress Pathway	1.1E00	2E-01	-1.000	CASP3,ERN1,TAOK3,XBP1	
Leptin Signaling in Obesity	1.09E00	1.37E-01	0.816	ADCY1,ADCY9,FOXO1,LEPR,PIK3CB,PIK3R5,PLCB2,PRKAR2A,SOCS3,STAT3	
NAD Signaling Pathway	1.08E00	1.2E-01	1.000	ACADM,CEBPB,ERN1,HSPD1,LDHA,NFKB2,NMRK1,PIK3CB,PIK3R5,POLR2H,PRKAB1,PRKAB2,SIRT4,SLC29A1,SREBF1,TIPARP,VEGFA	
3-phosphoinositide Biosynthesis	1.08E00	1.14E-01	-0.258	CA3,DUSP1,DUSP5,EPHX2,G6PC,IPMK,NUDT2,PIK3CB,PIK3R5,PPM1K,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PPTC7,PTPN1,PTPN12,PTPN2,PTPRF,SOCS3,SSH2,TNS3	
Urea Cycle	1.08E00	3.33E-01	NaN	ARG2,ASL	
Zymosterol Biosynthesis	1.08E00	3.33E-01	NaN	NSDHL,TM7SF2	
Acetyl-CoA Biosynthesis III (from Citrate)	1.08E00	1E00	NaN	ACLY	
Sorbitol Degradation I	1.08E00	1E00	NaN	SORD	
Lanosterol Biosynthesis	1.08E00	1E00	NaN	LSS	
4-hydroxybenzoate Biosynthesis	1.08E00	1E00	NaN	TAT	
4-hydroxyphenylpyruvate Biosynthesis	1.08E00	1E00	NaN	TAT	
Role of CHK Proteins in Cell Cycle Checkpoint Control	1.07E00	1.45E-01	-1.342	ATM,CDK2,E2F8,HUS1,PPP2R1B,PPP2R5E,RFC5,RPA1	
MSP-RON Signaling Pathway	1.07E00	1.45E-01	NaN	ACTG1,CSF1,F11,KLKB1,PIK3CB,PIK3R5,TLR2,TNF	
EGF Signaling	1.07E00	1.45E-01	0.707	ITPR3,MAP3K1,MAPK14,PIK3CB,PIK3R5,PRKCA,SRF,STAT3	
Human Embryonic Stem Cell Pluripotency	1.07E00	1.17E-01	NaN	FGFR2,FGFRL1,FOXO1,FZD6,FZD7,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,NTRK1,PDGFA,PDGFRA,PIK3CB,PIK3R5,SMAD6,WNT5B,WNT9B	
Telomerase Signaling	1.06E00	1.26E-01	1.265	ELF1,ELF3,ETS2,HDAC11,HDAC9,HSP90AA1,HSP90AB1,MYC,PIK3CB,PIK3R5,PPP2R1B,PPP2R5E,RAP2A	
Acyl-CoA Hydrolysis	1.06E00	2.31E-01	NaN	ACOT2,ACOT4,HNF4A	
FGF Signaling	1.05E00	1.31E-01	0.302	CREB3,FGFR2,FGFRL1,MAP2K6,MAP3K1,MAPK14,MAPKAPK2,PIK3CB,PIK3R5,PRKCA,STAT3	
White Adipose Tissue Browning Pathway	1.04E00	1.19E-01	0.258	ADCY1,ADCY9,CACNA2D4,CEBPB,CREB3,FGFR2,FGFRL1,GUCY1A1,ITPR3,LDHA,MAPK14,PRKAB1,PRKAB2,PRKAR2A,RARG,VEGFA	
VEGF Signaling	9.91E-01	1.25E-01	1.134	ACTG1,ARNT,EIF2B2,EIF2B4,FOXO1,FOXO3,NOS3,PIK3CB,PIK3R5,PRKCA,RAP2A,VEGFA	
Neuregulin Signaling	9.87E-01	1.21E-01	-1.414	ERBB3,HSP90AA1,HSP90AB1,ITGA8,ITGB3,ITGB5,ITGB8,MYC,NRG4,PRKCA,PRKCD,PRKD3,RAP2A,STAT5B	
Chronic Myeloid Leukemia Signaling	9.87E-01	1.23E-01	NaN	E2F8,HDAC11,HDAC9,IKBKB,MYC,NFKB2,PIK3CB,PIK3R5,RAP2A,RBL1,REL,RELB,STAT5B	
Apelin Cardiomyocyte Signaling Pathway	9.67E-01	1.24E-01	0.000	ARNT,ATP2A2,GNA11,MAPK14,MYL9,NOS3,PIK3CB,PIK3R5,PLCB2,PRKCA,PRKCD,PRKD3	
Sertoli Cell-Sertoli Cell Junction Signaling	9.59E-01	1.1E-01	NaN	ACTG1,CDH1,CLDN1,CLDN14,GUCY1A1,ITGA8,ITGB3,ITGB5,ITGB8,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,NOS3,OCLN,PRKAR2A,RAP2A,TNF,TNFRSF1A,TUBA8	
Thioredoxin Pathway	9.59E-01	2.86E-01	NaN	TXNRD1,TXNRD3	
Role of JAK1 and JAK3 in γc Cytokine Signaling	9.55E-01	1.32E-01	NaN	IRS1,JAK3,PIK3CB,PIK3R5,RAP2A,SOCS3,STAT3,STAT5B,SYK	
Gαs Signaling	9.43E-01	1.19E-01	-1.000	ADCY1,ADCY9,CREB3,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,HCAR2,PRKAR2A,PTGER2,PTGER4,PTH1R	
IL-17A Signaling in Gastric Cells	9.21E-01	1.74E-01	NaN	CXCL10,IL17RA,MAPK14,TNF	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	9.21E-01	1.4E-01	0.447	ATM,CDC34,GADD45A,KAT2B,RPS6KA1,WEE1,YWHAG	
Th1 Pathway	9.21E-01	1.19E-01	-0.577	DLL1,ICAM1,ICOSLG/LOC102723996,IL18,IL6R,IRF1,JAK3,MAP2K6,PIK3CB,PIK3R5,PSEN2,SOCS3,STAT3	
GM-CSF Signaling	8.96E-01	1.29E-01	-0.707	BCL2A1,CISH,LYN,PIK3CB,PIK3R5,PIM1,RAP2A,STAT3,STAT5B	
Germ Cell-Sertoli Cell Junction Signaling	8.89E-01	1.11E-01	NaN	ACTG1,CDH1,MAP2K6,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,PIK3CB,PIK3R5,RAP2A,RHOB,RND3,TNF,TNFRSF1A,TUBA8,ZYX	
D-myo-inositol-5-phosphate Metabolism	8.89E-01	1.09E-01	-0.535	CA3,DUSP1,DUSP5,EPHX2,G6PC,NUDT2,PLCB2,PPM1K,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PPTC7,PTPN1,PTPN12,PTPN2,PTPRF,SOCS3,SSH2,TNS3	
UVB-Induced MAPK Signaling	8.89E-01	1.37E-01	-0.816	H3-3A/H3-3B,MAPK14,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3	
Protein Kinase A Signaling	8.83E-01	1.01E-01	-0.557	ADCY1,ADCY9,CDC14B,CREB3,DUSP1,DUSP5,FLNB,GNG12,GNG2,H3-3A/H3-3B,ITPR3,MAP3K1,MTMR3,MYL9,NFKB2,NFKBID,NFKBIE,NOS3,PLCB2,PPP1R10,PPP1R3C,PRKAR2A,PRKCA,PRKCD,PRKD3,PTP4A1,PTPN1,PTPN12,PTPN2,PTPRF,PTPRK,PYGB,PYGL,REL,RELB,TDP2,TNS2,YWHAG	
ErbB Signaling	8.7E-01	1.21E-01	-0.905	ERBB3,FOXO1,MAP2K6,MAPK14,NRG4,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A	
Inhibition of Angiogenesis by TSP1	8.66E-01	1.52E-01	1.000	CASP3,GUCY1A1,MAPK14,NOS3,VEGFA	
Sucrose Degradation V (Mammalian)	8.57E-01	2.5E-01	NaN	ALDOA,GALM	
VEGF Family Ligand-Receptor Interactions	8.42E-01	1.22E-01	-0.333	NOS3,NRP1,PIK3CB,PIK3R5,PLA2G12A,PRKCA,PRKCD,PRKD3,RAP2A,VEGFA	
Chondroitin Sulfate Degradation (Metazoa)	8.42E-01	1.88E-01	NaN	Chil3/Chil4,GM2A,HYAL1	
Fc Epsilon RI Signaling	8.33E-01	1.15E-01	-1.155	LYN,MAP2K6,MAPK14,PIK3CB,PIK3R5,PLA2G12A,PRKCA,PRKCD,PRKD3,RAP2A,SYK,SYNJ2,TNF	
Caveolar-mediated Endocytosis Signaling	8.18E-01	1.23E-01	NaN	ACTG1,FLNB,ITGA8,ITGB3,ITGB5,ITGB8,MR1,PRKCA,PTPN1	
HIPPO signaling	8.18E-01	1.2E-01	0.000	AJUBA,CSNK1D,DLG3,FAT4,NF2,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,YWHAG	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	8.12E-01	1.14E-01	-2.496	ADCY1,ADCY9,CACNA2D4,GNA11,GNA14,GNG12,GNG2,ITPR3,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3	
14-3-3-mediated Signaling	8.01E-01	1.12E-01	-0.577	FOXO1,PIK3CB,PIK3R5,PLCB2,PRKCA,PRKCD,PRKD3,RAP2A,RPS6KA1,TNF,TNFRSF1A,TSC1,TUBA8,YWHAG	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	7.96E-01	1.3E-01	-0.447	NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,REL,RELB	
Sulfate Activation for Sulfonation	7.96E-01	5E-01	NaN	PAPSS1	
Threonine Degradation II	7.96E-01	5E-01	NaN	GCAT	
Cardiolipin Biosynthesis II	7.96E-01	5E-01	NaN	PGS1	
Putrescine Biosynthesis III	7.96E-01	5E-01	NaN	ODC1	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	7.72E-01	1.33E-01	NaN	CCNF,ETS2,FOXA2,NR2F2,NR6A1,TASOR	
Citrulline Biosynthesis	7.72E-01	2.22E-01	NaN	ARG2,OAT	
GDP-glucose Biosynthesis	7.72E-01	2.22E-01	NaN	GCK,PGM3	
PFKFB4 Signaling Pathway	7.72E-01	1.33E-01	0.000	CREB3,GCK,MAP2K6,NCOA3,PRKAR2A,TKT	
Synaptic Long Term Potentiation	7.64E-01	1.1E-01	-1.604	ADCY1,CREB3,GNA11,GNA14,ITPR3,PLCB2,PPP1R10,PPP1R3C,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,RPS6KA1	
G Beta Gamma Signaling	7.64E-01	1.1E-01	-1.387	ADCY1,CACNA2D4,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITPR3,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A	
Role of p14/p19ARF in Tumor Suppression	7.35E-01	1.48E-01	-1.000	PIK3CB,PIK3R5,SF3A1,UBTF	
Role of NFAT in Cardiac Hypertrophy	7.33E-01	1.02E-01	-2.065	ADCY1,ADCY9,CACNA2D4,GATA4,GNG12,GNG2,HDAC11,HDAC9,ITPR3,MAP2K6,MAP3K1,MAPK14,MEF2D,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,RCAN1	
Role of MAPK Signaling in the Pathogenesis of Influenza	7.21E-01	1.17E-01	NaN	CASP3,CXCL10,MAP2K6,MAPK14,PLA2G12A,PRKCA,RABGEF1,RAP2A,TNF	
Role of Cytokines in Mediating Communication between Immune Cells	7.17E-01	1.35E-01	NaN	IL18,IL1A,IL1B,IL1RN,TNF	
ErbB4 Signaling	7.14E-01	1.19E-01	-1.134	NRG4,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,PSEN2,RAP2A	
p70S6K Signaling	7.1E-01	1.08E-01	-1.732	F2R,IRS1,LYN,PIK3CB,PIK3R5,PLCB2,PPP2R1B,PPP2R5E,PRKCA,PRKCD,PRKD3,RAP2A,SYK,YWHAG	
CDK5 Signaling	7.06E-01	1.1E-01	-1.897	ADCY1,ADCY9,LAMA1,LAMB1,LAMB3,MAPK14,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PRKAR2A,RAP2A	
PI3K Signaling in B Lymphocytes	7.06E-01	1.06E-01	-0.302	ATF3,FOXO3,IKBKB,IRS1,ITPR3,LYN,NFKB2,NFKBID,NFKBIE,PIK3CB,PLCB2,RAP2A,REL,RELB,SYK	
IL-3 Signaling	6.99E-01	1.15E-01	-1.000	FOXO1,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,STAT3,STAT5B	
γ-glutamyl Cycle	6.99E-01	2E-01	NaN	GCLC,OPLAH	
Methionine Degradation I (to Homocysteine)	6.84E-01	1.58E-01	NaN	MAT1A,MAT2B,NSUN4	
RhoGDI Signaling	6.8E-01	1.01E-01	0.302	ACTG1,ARHGAP12,ARHGAP6,ARHGEF15,ARHGEF3,ARHGEF5,CDH1,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITGA8,ITGB3,ITGB5,ITGB8,MYL9,PRKCA,RHOB,RND3	
Axonal Guidance Signaling	6.78E-01	9.43E-02	NaN	ABLIM3,ADAMTS1,ADAMTS4,ARHGEF15,DPYSL2,EPHA2,FZD6,FZD7,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITGA8,ITGB3,ITGB5,ITGB8,MME,MMP15,MMP17,MMP8,MYL9,NGEF,NRP1,NTN4,NTRK1,PDGFA,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,RGS3,SEMA3F,SEMA4B,SEMA4C,SEMA6B,SHANK2,TUBA8,VEGFA,WNT5B,WNT9B	
FLT3 Signaling in Hematopoietic Progenitor Cells	6.76E-01	1.14E-01	0.333	CREB3,MAPK14,PIK3CB,PIK3R5,RAP2A,RPS6KA1,STAT2,STAT3,STAT5B	
Ephrin Receptor Signaling	6.68E-01	1.01E-01	-0.577	ARHGEF15,CREB3,EPHA2,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITGA8,ITGB3,ITGB5,ITGB8,MAP3K14,NGEF,PDGFA,RAP2A,RGS3,STAT3,VEGFA	
Glioma Signaling	6.66E-01	1.07E-01	-0.707	E2F8,HDAC11,HDAC9,IDH1,PDGFA,PDGFRA,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,RBL1	
Endocannabinoid Developing Neuron Pathway	6.66E-01	1.07E-01	0.302	ADCY1,ADCY9,CREB3,GNG12,GNG2,MAP2K6,MAPK14,MGLL,PIK3CB,PIK3R5,PRKAR2A,RAP2A,STAT3	
Semaphorin Neuronal Repulsive Signaling Pathway	6.58E-01	1.04E-01	0.832	DPYSL2,GUCY1A1,ITGA8,ITGB3,ITGB5,ITGB8,MAP2K6,MYL9,NRP1,PIK3CB,PIK3R5,PRKAR2A,SEMA3F,SEMA6B,SMC3	
Mechanisms of Viral Exit from Host Cells	6.54E-01	1.28E-01	NaN	ACTG1,PRKCA,PRKCD,PRKD3,XPO1	
Sphingosine-1-phosphate Signaling	6.52E-01	1.07E-01	1.155	ADCY1,ADCY9,CASP3,CASP4,GNA12,PDGFA,PDGFRA,PIK3CB,PIK3R5,PLCB2,RHOB,RND3	
Glioma Invasiveness Signaling	6.46E-01	1.14E-01	0.707	F2R,ITGB3,PIK3CB,PIK3R5,PLAUR,RAP2A,RHOB,RND3	
Mouse Embryonic Stem Cell Pluripotency	6.4E-01	1.08E-01	1.508	FZD6,FZD7,ID2,ID3,JAK3,MAPK14,MYC,PIK3CB,PIK3R5,RAP2A,STAT3	
Methylglyoxal Degradation I	6.38E-01	3.33E-01	NaN	GLO1	
5-aminoimidazole Ribonucleotide Biosynthesis I	6.38E-01	3.33E-01	NaN	PPAT	
Glutathione Biosynthesis	6.38E-01	3.33E-01	NaN	GCLC	
Valine Degradation I	6.38E-01	1.5E-01	NaN	EHHADH,HADHA,HADHB	
D-glucuronate Degradation I	6.38E-01	3.33E-01	NaN	CRYL1	
