© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
NCOA1	 	transcription regulator	 	-0.645	6.38E-04	5.92E-03	ALDOA,CASP7,CBX4,CDKN1A,CYP7A1,ERBB3,FGFR2,JUNB,KDR,MYC	 
IFT88	 	other	 	1.387	6.60E-04	6.03E-03	ACLY,CEBPB,FOXA2,HMGCS1,LSS	 
ALOX15	 	enzyme	 	-0.200	6.60E-04	6.03E-03	CXCL2,HMOX1,ID3,IL1B,TNF	179 (19)
SYK	 	kinase	 	1.067	6.60E-04	6.03E-03	ARID5A,CITED2,Cxcl11,IL1B,ITGB3	 
MGLL	0.928	enzyme	 	-0.200	6.60E-04	6.03E-03	CPT1A,IL1A,PNPLA2,SREBF1,TNF	 
KLF2	 	transcription regulator	 	-0.342	6.82E-04	6.21E-03	CXCL2,GATA4,IL1B,NFKBIA,NOS3,TFRC,TNF	43 (6)
TREM1	 	transmembrane receptor	 	0.785	6.89E-04	6.22E-03	CD14,CEBPB,CXCL3,IL1B,NFKBIA,TNF	 
BCL3	1.609	transcription regulator	 	-1.604	6.89E-04	6.22E-03	CXCL2,CXCL3,IL1A,IL1B,NFKBIA,TNF	148 (13)
mir-8	 	microRNA	 	0.954	7.05E-04	6.32E-03	ATF3,CDKN1A,CLDN1,FGFR2,MYC,OCLN,Pmaip1,TIAM1,XBP1,YWHAG	 
MFN2	 	enzyme	Inhibited	-2.000	7.19E-04	6.32E-03	DDIT3,IL1B,TNF,XBP1	125 (11)
mir-127	 	microRNA	 	1.953	7.19E-04	6.32E-03	BCL6,DUSP1,IL1B,TNF	 
ATG16L1	0.488	enzyme	 	-1.000	7.19E-04	6.32E-03	CXCL2,IL1A,IL1B,NFKBIA	130 (11)
MAS1	 	G-protein coupled receptor	 	-0.450	7.19E-04	6.32E-03	Chil3/Chil4,IL1B,NOS3,TNF	 
CXCL3	3.609	cytokine	 	1.131	7.19E-04	6.32E-03	CCL3L3,CXCL3,GRK5,TNF	 
CCL11	 	cytokine	 	1.951	7.19E-04	6.32E-03	CCL3L3,CXCL3,IL1B,TNF	40 (5)
SMAD3	 	transcription regulator	 	0.421	7.27E-04	6.37E-03	CCL3L3,CDKN1A,CXCL3,CYP1A1,DDIT3,FDFT1,G6PC,HNF4A,IL1B,JUNB,MYC,SERPINE1,TNF	146 (14)
JUNB	2.136	transcription regulator	 	0.277	7.68E-04	6.70E-03	ACLY,ATF3,CCL3L3,CXCL2,CXCL3,ITGB3,PNPLA2,TNF	60 (7)
KRAS	 	enzyme	 	 	7.72E-04	6.71E-03	ACLY,ADH4,CEBPB,IL1B,LDHA,MTRR,MYC,NLRP3,NOS3,PEG3,POR,SH2D4A,SREBF1,TNF,TXNIP	151 (15)
ABCA1	 	transporter	 	-1.399	7.93E-04	6.86E-03	CCL3L3,CPT1A,CXCL3,FDFT1,IL1B,SREBF1,TNF	90 (12)
HNF1A	 	transcription regulator	 	0.660	8.38E-04	7.19E-03	BCL6B,CYP7A1,DCT,FH,FOXA2,FOXA3,GCK,HCAR2,HNF4A,IGFBP1,MAPK15,PFKFB2,SEMA4A,Slco1a1,SULT1C2,UGT2B7	 
PRKCE	 	kinase	 	1.387	8.40E-04	7.19E-03	CEBPB,IL1B,JUNB,ODC1,TNF	158 (16)
GDF9	 	growth factor	 	0.447	8.40E-04	7.19E-03	ID1,ID2,ID3,INHBB,PTGER2	 
EGFR	 	kinase	Activated	2.806	8.44E-04	7.20E-03	CASP3,CEBPB,Chil3/Chil4,EPHA2,HSPE1,IL1B,JUNB,MYC,ODC1,SERPINE1,TIMM10,TNF,WEE1	160 (16)
KCNE3	 	ion channel	 	 	8.50E-04	7.20E-03	ACP3,APOLD1,CA8,CISH,CSRNP1,HSPA1A/HSPA1B,KLF4,PHLDA1,Sik1	 
THRA	 	ligand-dependent nuclear receptor	 	-0.563	8.50E-04	7.20E-03	ANGPTL4,CIRBP,CPT1A,Cxcl11,CXCL2,CXCL3,CYP7A1,HMOX1,TNF	92 (6)
ARHGAP21	 	other	 	1.890	9.17E-04	7.47E-03	ARID5A,CITED2,Cxcl11,CXCL2,Mx2,NFKBIZ,TNF	 
TLR8	 	transmembrane receptor	 	 	9.22E-04	7.47E-03	CXCL2,IL1B,TNF	50 (5)
CERS2	 	transcription regulator	 	 	9.22E-04	7.47E-03	CDKN1A,GSTA5,Gstm3	 
HSPB1	1.800	other	 	 	9.22E-04	7.47E-03	CDKN1A,CXCL2,CXCL3	60 (7)
mir-873	 	microRNA	 	 	9.22E-04	7.47E-03	CXCL3,TNF,TNFAIP3	88 (6)
MARCO	 	transmembrane receptor	 	 	9.22E-04	7.47E-03	CXCL3,IL1B,TNF	86 (10)
CLIC4	 	ion channel	 	 	9.22E-04	7.47E-03	CXCL2,IL1B,TNF	80 (12)
GJA8	 	transporter	 	 	9.22E-04	7.47E-03	DDIT3,IRS2,TRIB3	 
S1PR1	 	G-protein coupled receptor	 	 	9.22E-04	7.47E-03	IL1A,NLRP3,TNF	 
ENTPD1	 	enzyme	 	 	9.22E-04	7.47E-03	CXCL2,CXCL3,TNF	50 (6)
Gm35986	 	other	 	 	9.22E-04	7.47E-03	FDFT1,HMGCS1,MVK	 
PILRA	 	other	 	 	9.22E-04	7.47E-03	CXCL2,IL1B,TNF	 
LIF	 	cytokine	 	0.622	9.44E-04	7.61E-03	CCL3L3,CEBPB,CXCL2,FOXA2,IL1B,KLF10,MYC,SOCS3,TNF,XBP1	100 (14)
SOX2	 	transcription regulator	 	-0.842	9.45E-04	7.61E-03	ABTB2,ADAMTS4,ATF3,BCL9L,BHLHE40,CER1,CITED2,CNP,ETS2,FOXA2,GATA4,GCK,GPR17,ID3,KANK1,KDR,KLF4,PIK3R1,PRKD3,RASGEF1B,RCAN1,Slc22a21	 
RNA polymerase II	 	complex	 	 	9.77E-04	7.80E-03	ALAS1,ARID5A,Ccl9,CD14,CD83,Cxcl11,CYP7A1,HNF4A,HSPA1A/HSPA1B,IL1B,MYC,SOCS3,UBC	 
OSMR	 	transmembrane receptor	 	 	9.83E-04	7.80E-03	BCL3,CISH,CXCL2,JUNB,Mx2,PIM1,SOCS3,SREBF1	96 (11)
ELL2	 	transcription regulator	 	0.378	9.83E-04	7.80E-03	CITED2,CRELD2,CYP26A1,ERGIC1,MANF,MYC,TRIB1,XBP1	 
RGS10	 	enzyme	 	 	9.83E-04	7.80E-03	BCL6,CCL3L3,Chil3/Chil4,Cxcl11,CXCL2,IL1A,IL1B,TNF	106 (14)
IFIH1	 	enzyme	 	0.963	9.88E-04	7.82E-03	CISH,CXCL2,NFKBIA,PHLDA1,RND3,TNF	128 (11)
OGA	 	enzyme	 	0.000	1.00E-03	7.92E-03	APOBEC1,CCL3L3,Ccl9,CD14,Cd24a,CDKN1A,CEBPB,HSD3B7,HSP90AB1,MGLL,NPHS1,PIK3R1,PYGL,SLC27A1,SLC2A9,SOCS3	 
KDM5B	 	transcription regulator	 	0.000	1.01E-03	7.93E-03	ERBB3,FGFR2,FOXA1,XBP1	 
KMT2A	 	transcription regulator	 	1.000	1.05E-03	8.22E-03	ABTB2,ADRA1B,BAG3,GCNT4,MGLL,MYC,MYCT1,TRIB1,ZFAND2A	 
MFSD2A	 	transporter	Activated	2.200	1.05E-03	8.22E-03	DHCR7,FDFT1,Gstm6,LSS,SREBF1	 
TREM2	 	transmembrane receptor	 	0.043	1.06E-03	8.22E-03	CCL3L3,CXCL2,IL1A,IL1B,NFKBIA,TNF,TNFAIP3	53 (7)
CREBBP	 	transcription regulator	 	 	1.06E-03	8.22E-03	ARHGEF10L,ARID5A,BCL6,CDKN1A,DHRS3,DNAJB4,DUSP1,ESAM,FRMD4B,HDAC11,MAP3K8,MFHAS1,PTPRF,RGL1,Rnf125,SOCS3,STOM,TNF,TNFAIP3,TUBA8,YPEL2	 
STING1	 	other	 	1.328	1.11E-03	8.55E-03	CCL3L3,CXCL2,DDIT3,GAS7,IL1A,IL1B,RGS16,TNF	99 (10)
26s Proteasome	 	complex	 	-0.816	1.17E-03	8.98E-03	Chil3/Chil4,DDIT3,HSD3B1,Pmaip1,SOCS3,TXNIP	 
NCSTN	 	peptidase	 	0.128	1.17E-03	8.98E-03	Ccl9,CD14,CEBPB,GRN,HES1,PSEN2	 
IL1A	1.432	cytokine	Activated	2.575	1.21E-03	9.27E-03	ADAMTS1,CXCL2,CXCL3,CYP1A2,IL1B,NFKBIZ,TNF	100 (10)
KLF4	1.479	transcription regulator	 	1.695	1.24E-03	9.49E-03	ALKBH1,ATP2A2,CASP3,CDKN1A,Chil3/Chil4,GADD45A,GATA4,KLF4,PLAUR,RCAN1	 
SRD5A1	 	enzyme	 	-1.000	1.31E-03	9.83E-03	CLDN1,G6PC,IRS2,PNPLA2,SREBF1	 
FLT3LG	 	cytokine	 	 	1.31E-03	9.83E-03	CXCL2,CXCL3,IL1B,SLC12A3,TNF	 
BCL6	-1.974	transcription regulator	 	-1.244	1.35E-03	9.83E-03	ACAT2,BCL3,CASP3,CCL3L3,CXCL3,EHHADH,HADHB,IL1A,IL1B,JUNB,PDCD4,Pmaip1,SH2D4A,TNF	154 (14)
DCAF1	 	kinase	 	 	1.36E-03	9.83E-03	CDKN1A,Pmaip1	 
IKKA/B	 	group	 	 	1.36E-03	9.83E-03	IL1B,TNF	80 (4)
CTSG	 	peptidase	 	 	1.36E-03	9.83E-03	IL1B,TNF	 
HMGCR	 	enzyme	 	 	1.36E-03	9.83E-03	DDIT3,IL1B	 
TWIST2	 	transcription regulator	 	 	1.36E-03	9.83E-03	IL1B,TNF	 
SLC7A11	 	transporter	 	 	1.36E-03	9.83E-03	IL1B,TNF	 
CD300C	 	transmembrane receptor	 	 	1.36E-03	9.83E-03	CXCL2,TNF	59 (9)
CRTAP	 	other	 	 	1.36E-03	9.83E-03	CDKN1A,SERPINE1	 
IL-1R	 	group	 	 	1.37E-03	9.83E-03	CXCL2,IL1A,IL1B,TNF	137 (13)
SOD2	 	enzyme	 	1.000	1.37E-03	9.83E-03	CDKN1A,DDIT3,MYC,ODC1	 
INSIG2	 	other	 	1.982	1.37E-03	9.83E-03	ACLY,FDFT1,FDPS,SREBF1	7 (2)
RETN	 	other	 	1.154	1.37E-03	9.83E-03	G6PC,MYC,SOCS3,TNF	 
Cyp2c70	-2.184	enzyme	 	-1.131	1.37E-03	9.83E-03	CYP7A1,HNF4A,IL1B,TNF	 
NFKBIB	 	transcription regulator	 	 	1.37E-03	9.83E-03	CASP7,IL1B,NFKBIA,TNF	126 (10)
C5AR2	 	G-protein coupled receptor	 	-0.832	1.37E-03	9.83E-03	ATP2A2,CXCL2,CXCL3,IL1B	74 (11)
TRIM21	 	enzyme	 	-1.131	1.37E-03	9.83E-03	GCLC,HMOX1,IL1B,TNF	81 (4)
AGER	 	transmembrane receptor	Activated	2.200	1.38E-03	9.84E-03	CCL3L3,CDKN1A,CXCL3,IL1B,SERPINE1,TNF	160 (17)
ID2	1.559	transcription regulator	 	0.213	1.38E-03	9.84E-03	BCL3,BCL6,CD83,CDKN1A,CEBPB,DUSP1,ETS2,ID3,IKZF4,INHBB,ITGB3,LEPR,MYC,PDGFA,PIK3R1,SOCS3,ZBTB16	22 (2)
IL5	 	cytokine	 	1.311	1.49E-03	1.05E-02	ALDOA,ATP1B1,BCL6,CISH,CITED2,CRELD2,GCAT,MANF,MYC,P4HA1,PIM1,SEMA4A,XBP1	 
CEBPB	-0.815	transcription regulator	 	0.826	1.49E-03	1.05E-02	CCL3L3,CD14,CDKN1A,CEBPB,CIRBP,CXCL3,DHCR7,GADD45A,HSP90AA1,IER3,IL1B,IRS2,KLF10,LEPR,MMS22L,MYC,NOP56,PLAUR,RCAN1,SERPINE1,SLC38A2,TFRC,TMEM50B,TNF,TRIB3,UBE2F,WEE1	146 (14)
STAT4	 	transcription regulator	Activated	2.563	1.56E-03	1.08E-02	ACADL,BCL3,CXCL2,CXCL3,KDM6B,MAP3K8,MYC,TNF	138 (16)
IL22	 	cytokine	 	-0.524	1.56E-03	1.08E-02	CCL3L3,CLDN1,CXCL2,CXCL3,CYP1A2,HSP90AB1,IL1A,IL1B	35 (3)
ANKRD42	 	transcription regulator	 	 	1.57E-03	1.08E-02	CXCL3,IL1B,TNF	 
PRCP	 	peptidase	 	 	1.57E-03	1.08E-02	KLF4,NOS3,THBD	 
PSMB10	 	peptidase	 	 	1.57E-03	1.08E-02	IL1A,NFKBIA,TNFAIP3	 
PPP2CA	 	phosphatase	 	 	1.57E-03	1.08E-02	CDKN1A,Cxcl11,TNF	114 (7)
PROC	 	peptidase	 	 	1.57E-03	1.08E-02	IL1B,SERPINE1,THBD	 
FBXL5	 	enzyme	 	 	1.57E-03	1.08E-02	GSTA5,HMOX1,TFRC	 
SFTPA1	 	transporter	 	 	1.57E-03	1.08E-02	CXCL3,SH3PXD2A,TNF	 
ST14	 	peptidase	 	 	1.57E-03	1.08E-02	CXCL2,IL1B,TNF	 
LHX1	 	transcription regulator	 	-0.266	1.59E-03	1.08E-02	ACSM2A,ATP1B1,CCAR1,CER1,FOXA2,GSTA5,HNF4A,Hsd3b4 (includes others),Keg1,SLC22A24,UGT2B28	 
SFRP1	 	transmembrane receptor	 	1.342	1.60E-03	1.08E-02	ACLY,CASP3,G6PC,SERPINE1,SREBF1	 
BCL2L11	 	other	 	-1.432	1.60E-03	1.08E-02	CASP3,CCL3L3,CXCL2,IL1B,TNF	74 (10)
CYBB	 	enzyme	 	1.964	1.60E-03	1.08E-02	CDKN1A,CXCL3,DDIT3,IL1B,TNF	148 (14)
NFE2L1	 	transcription regulator	Inhibited	-2.000	1.60E-03	1.08E-02	CYP4A11,Cyp4a14,GCLC,Gstm3,Gstm6	 
SOCS3	4.905	phosphatase	 	0.710	1.61E-03	1.08E-02	G6PC,IL1B,IRS2,Mx2,SOCS3,TNF	177 (19)
CCR5	 	G-protein coupled receptor	 	0.774	1.61E-03	1.08E-02	CASP3,CCL3L3,CXCL2,CXCL3,IL1B,TNF	134 (15)
KLF11	-1.701	transcription regulator	 	-0.632	1.62E-03	1.09E-02	CCL3L3,CEBPB,IL1B,INHBE,ITGB3,MYC,PDGFA,SERPINE1,TGIF1,TNF	 
BACH1	 	transcription regulator	 	0.528	1.82E-03	1.21E-02	CEBPB,DUSP1,GCLC,HMOX1	 
NOX4	 	enzyme	 	0.000	1.82E-03	1.21E-02	GCLC,GSTA5,HMOX1,SERPINE1	115 (7)
Mek	 	group	 	0.970	1.87E-03	1.24E-02	CDKN1A,EPHA2,ID1,IL1B,JUNB,TNF	117 (9)
EGLN1	 	enzyme	 	-0.505	1.87E-03	1.24E-02	HES1,IL1A,IL1B,MYC,NOS3,TNF	118 (11)
RIPK1	 	kinase	 	-0.434	1.87E-03	1.24E-02	CCL3L3,CXCL2,GRN,IL1B,TNF,TNFAIP3	96 (11)
ARNT	 	transcription regulator	 	1.056	1.89E-03	1.25E-02	ALDOA,CLDN1,CYP1A1,G6PC,HNF4A,IRS2,ITGB3,LDHA,SLC2A3	 
Jnk	 	group	 	1.012	1.93E-03	1.27E-02	CXCL3,DDIT3,DUSP1,HNF4A,IL1A,IL1B,SOCS3,TNF	154 (14)
NFkB (complex)	 	complex	Activated	2.356	2.15E-03	1.41E-02	CCL3L3,CXCL2,CXCL3,IL1A,IL1B,NFKBIA,NLRP12,SOCS3,TFRC,TNF,TNFAIP3	150 (16)
IFNGR1	 	transmembrane receptor	 	1.082	2.17E-03	1.41E-02	BCL6,CCL3L3,CXCL3,IL1A,IL1B,TNF	132 (14)
PRKD1	 	kinase	Activated	2.443	2.17E-03	1.41E-02	CCL3L3,Cxcl11,CXCL2,CXCL3,IL1B,TNF	140 (13)
PPARD	 	ligand-dependent nuclear receptor	 	0.087	2.28E-03	1.48E-02	ACAA1,ACADL,ANGPTL4,APOA4,C11orf86,CCL3L3,CPT1A,GSTA5,IL1B,INHBE,KYAT1,PNPLA2,TMEM120A,TNF,UBC	52 (5)
LRBA	 	other	Inhibited	-2.000	2.35E-03	1.51E-02	CCL3L3,IL1B,Mx2,TNF	54 (8)
MSR1	 	transmembrane receptor	 	-0.970	2.35E-03	1.51E-02	CXCL2,CXCL3,IL1B,TNF	99 (7)
FKBP4	 	enzyme	 	1.628	2.35E-03	1.51E-02	G6PC,NOS3,SREBF1,TNF	 
ZBP1	 	other	 	1.000	2.35E-03	1.51E-02	CCL3L3,IL1B,NFKBIA,TNF	80 (4)
ONECUT1	 	transcription regulator	 	 	2.35E-03	1.51E-02	CYP7A1,FOXA2,G6PC,HNF4A	 
CLPP	 	peptidase	 	-1.414	2.37E-03	1.51E-02	ACADL,ALDOA,CRAT,FH,HADHB,IDH3A,TALDO1,TKT	 
OSM	 	cytokine	 	1.460	2.37E-03	1.51E-02	ACSL3,BCL3,CISH,CXCL2,IL1B,JUNB,SOCS3,TNF	190 (16)
SAA	 	group	 	 	2.44E-03	1.52E-02	IL1B,NLRP3,TNF	13 (3)
GPR84	 	G-protein coupled receptor	 	 	2.44E-03	1.52E-02	CCL3L3,IL1B,TNF	86 (8)
ADGRF5	 	G-protein coupled receptor	 	 	2.44E-03	1.52E-02	CCL3L3,CXCL3,TNF	102 (10)
LTBP4	 	growth factor	 	 	2.44E-03	1.52E-02	ID1,ID2,MYC	 
CYP2E1	 	enzyme	 	 	2.44E-03	1.52E-02	CYP4A11,Cyp4a14,TNF	 
GLRX	 	enzyme	 	 	2.44E-03	1.52E-02	CXCL2,CXCL3,PDGFA	89 (7)
SLC7A5	 	transporter	 	 	2.44E-03	1.52E-02	CHAC1,DDIT3,TRIB3	 
PLCE1	 	enzyme	 	 	2.44E-03	1.52E-02	CXCL2,CXCL3,TNF	85 (11)
FEM1A	0.568	transcription regulator	 	 	2.44E-03	1.52E-02	CXCL2,IL1B,TNF	102 (14)
KLB	 	enzyme	 	 	2.44E-03	1.52E-02	CYP7A1,HMGCS1,NR0B2	 
BHLHE40	1.460	transcription regulator	 	1.571	2.49E-03	1.53E-02	ATP1B1,CCN4,Cd24a,CXCL3,DMBT1,FABP2,NLRP3,PHLDA1,RND3,SH3PXD2A,SREBF1	69 (7)
MEX3A	 	other	 	0.816	2.49E-03	1.53E-02	ABCG5,ABCG8,ACADL,ANGPTL4,CIDEC,FZD7	 
SERPINE2	 	other	 	-1.741	2.49E-03	1.53E-02	Ccl9,Cxcl11,CXCL3,IL1A,IL1B,TNF	90 (8)
MEF2D	 	transcription regulator	 	-1.016	2.49E-03	1.53E-02	GCLC,Gsta4,GSTA5,HDAC5,HMOX1,JUNB	 
RNF31	 	enzyme	 	-1.342	2.55E-03	1.56E-02	CCL3L3,Ccl9,CXCL2,CXCL3,IL1A,IL1B,TNF	90 (8)
ATG7	 	enzyme	 	-1.671	2.55E-03	1.56E-02	ACLY,IL1B,MYC,NFKBIA,SOCS3,SREBF1,TNF	176 (16)
HSD11B1	 	enzyme	 	-0.555	2.78E-03	1.69E-02	ANGPTL4,CPT1A,PNPLA2,SREBF1,TNF	46 (4)
PTX3	 	other	 	-0.179	2.78E-03	1.69E-02	CCL3L3,CXCL2,GATA4,IL1B,TNF	136 (15)
KLF15	-0.775	transcription regulator	Activated	2.231	2.86E-03	1.73E-02	ACADL,Acot1,EHHADH,HADHB,NPHS1,SLC27A1	 
Alpha catenin	 	group	 	-1.789	2.87E-03	1.73E-02	ADAMTS1,ADAMTS4,BCL3,CXCL2,IGFBP1,IL1B,NFKBIA,NFKBIZ,SOCS3,TNF,TNFAIP3	93 (6)
ICAM1	 	transmembrane receptor	 	1.951	2.98E-03	1.78E-02	CXCL2,IL1B,SREBF1,TNF	113 (17)
CCNH	 	transcription regulator	 	-1.000	2.98E-03	1.78E-02	CDKN1A,FOXA1,GATA4,Rfx5	 
IL36A	 	cytokine	 	 	2.98E-03	1.78E-02	CXCL2,CXCL3,IL1B,TNF	80 (4)
SCP2	 	transporter	 	-1.000	2.98E-03	1.78E-02	ACAA1,CYP7A1,PDZK1IP1,Slco1a1	 
TP73	 	transcription regulator	 	-1.211	2.98E-03	1.78E-02	ANGPTL4,ATF3,Ccl9,CD83,CDKN1A,CXCL2,CXCL3,DDIT4,FGFR2,GRN,HSPB8,ID2,IL1B,PDGFA,ULK2	40 (4)
NFKBIA	-0.614	transcription regulator	 	1.732	3.17E-03	1.88E-02	CCL3L3,CXCL2,CXCL3,HES1,IL1A,IL1B,NLRP12,TNF	89 (6)
ATP7B	 	transporter	 	-1.633	3.26E-03	1.93E-02	ACLY,CYP7A1,FDFT1,FDPS,HMGCS1,LSS	 
CASP1	 	peptidase	 	0.592	3.28E-03	1.93E-02	CXCL2,IL1A,IL1B,SREBF1,TNF	125 (12)
ADORA2B	 	G-protein coupled receptor	 	0.686	3.28E-03	1.93E-02	CXCL2,CXCL3,IL1B,KLF4,TNF	128 (12)
IL17RA	 	transmembrane receptor	 	1.040	3.28E-03	1.93E-02	CXCL2,CXCL3,IL1A,IL1B,TNF	159 (17)
FAS	 	transmembrane receptor	 	0.584	3.47E-03	2.04E-02	CCL3L3,CDKN1A,CXCL2,CXCL3,IL1B,NFKBIA,SERPINE1,TNF	126 (12)
CASR	 	G-protein coupled receptor	 	-0.302	3.52E-03	2.04E-02	CISH,CLIP1,GADD45A,GATA6,ID1,IER3,ODC1,SOCS3,THBD,TXNIP,WSB1	 
C5AR1	 	G-protein coupled receptor	 	1.118	3.55E-03	2.04E-02	ATP2A2,CXCL2,CXCL3,ERN1,IL1B,SERPINE1,TNF	48 (9)
CD38	 	enzyme	 	1.681	3.56E-03	2.04E-02	ALDOA,ATP1B1,BCL6,CISH,CITED2,CRELD2,GCAT,MANF,P4HA1,PIM1,SEMA4A,SOCS3,XBP1	 
Hsp90	 	group	 	 	3.56E-03	2.04E-02	BAG3,HSPA1A/HSPA1B,ZFAND2A	 
OLFM4	 	other	 	 	3.56E-03	2.04E-02	CCL3L3,IL1B,TNF	80 (4)
LPCAT3	 	enzyme	 	 	3.56E-03	2.04E-02	ABCG8,CPT1A,Cyp4a14	 
SELE	 	transmembrane receptor	 	 	3.56E-03	2.04E-02	CCL3L3,IL1B,TNF	119 (15)
NLRC4	 	other	 	 	3.56E-03	2.04E-02	CXCL2,CXCL3,IL1B	91 (13)
COCH	 	other	 	 	3.56E-03	2.04E-02	CXCL2,IL1B,TNF	 
CTTN	 	other	 	 	3.56E-03	2.04E-02	CXCL2,IL1B,TNF	 
IL1R1	 	transmembrane receptor	 	1.053	3.70E-03	2.08E-02	CCL3L3,CXCL2,CXCL3,IL1A,IL1B,TNF	148 (16)
CASP8	 	peptidase	 	0.098	3.70E-03	2.08E-02	CCL3L3,Cxcl11,IL1A,IL1B,NLRP3,TNF	124 (12)
RAC2	 	enzyme	 	 	3.70E-03	2.08E-02	ALDOA,CCL3L3,Cd24a,IL1B,LDHA,TKT	114 (8)
CLEC7A	 	transmembrane receptor	 	1.916	3.73E-03	2.08E-02	CCL3L3,CXCL2,IL1B,TNF	118 (12)
SOCS6	 	other	Activated	2.000	3.73E-03	2.08E-02	CXCL2,CXCL3,IL1B,TNF	 
ARRB1	 	transcription regulator	 	 	3.73E-03	2.08E-02	JUNB,MYC,SERPINE1,TNF	100 (13)
COMMD1	 	transporter	 	-1.000	3.73E-03	2.08E-02	ALDOA,DDIT4,LDHA,TFRC	 
CXCR2	 	G-protein coupled receptor	 	1.000	3.73E-03	2.08E-02	CCL3L3,CXCL2,CXCL3,TNF	132 (12)
TBK1	 	kinase	 	1.556	3.77E-03	2.08E-02	APOBEC3B,CCL3L3,Cxcl11,CXCL2,CXCL3,IL1A,Mx2,NFKBIZ,TNF	131 (10)
FGFR1	 	kinase	 	0.788	3.81E-03	2.08E-02	CDKN1A,DDIT3,ERN1,HES1,MYC,PDCD4,PLXNB2,XBP1	55 (5)
TANK	 	other	Activated	2.236	3.84E-03	2.08E-02	Cxcl11,CXCL2,CXCL3,IL1A,NFKBIZ	128 (14)
ATF2	 	transcription regulator	 	 	3.84E-03	2.08E-02	ATF3,DDIT3,DUSP1,GADD45A,TNF	 
GLI2	 	transcription regulator	 	 	3.95E-03	2.08E-02	CCL3L3,CXCL2,CXCL3,FOXA2,IL1B,RCAN1,TNF	 
PDK	 	group	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
C1QTNF12	 	other	 	 	3.98E-03	2.08E-02	IL1B,TNF	40 (5)
IKK (complex)	 	complex	 	 	3.98E-03	2.08E-02	IL1B,TNF	115 (10)
CERS5	 	transcription regulator	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
TOX	0.997	transcription regulator	 	 	3.98E-03	2.08E-02	ID2,ZBTB7B	 
C1QTNF1	 	other	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
METTL3	 	enzyme	 	 	3.98E-03	2.08E-02	CISH,SOCS3	58 (7)
SELENOS	 	other	 	 	3.98E-03	2.08E-02	DDIT3,XBP1	 
CIRBP	-1.112	translation regulator	 	 	3.98E-03	2.08E-02	CXCL2,CXCL3	80 (11)
SFRP5	 	transmembrane receptor	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
SIRT4	-0.835	enzyme	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
NAAA	 	enzyme	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
THBD	1.326	transmembrane receptor	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
miR-125b-1-3p (miRNAs w/seed CGGGUUA)	 	mature microRNA	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
RNF41	 	enzyme	 	 	3.98E-03	2.08E-02	IL1B,TNF	108 (8)
PIP5K1B	 	kinase	 	 	3.98E-03	2.08E-02	IL1B,TNF	140 (12)
USP37	 	peptidase	 	 	3.98E-03	2.08E-02	CEBPB,CEBPE	 
C4A/C4B	 	other	 	 	3.98E-03	2.08E-02	IL1B,TNF	 
GJC1	 	ion channel	 	 	3.98E-03	2.08E-02	IL1B,TNF	80 (4)
KLF7	 	transcription regulator	 	 	3.98E-03	2.08E-02	CDKN1A,NTRK1	 
UPP1	 	enzyme	 	 	3.98E-03	2.08E-02	Acot1,EHHADH	 
COL1A2	 	other	 	 	3.98E-03	2.08E-02	CDKN1A,SERPINE1	 
ERO1A	 	enzyme	 	 	3.98E-03	2.08E-02	CXCL2,CXCL3	 
P2RX7	 	ion channel	 	 	3.98E-03	2.08E-02	IL1B,NLRP3	 
Supt20	 	other	 	 	3.98E-03	2.08E-02	IL1B,TNF	122 (11)
BMP10	 	growth factor	 	0.333	4.09E-03	2.13E-02	ANGPTL4,CD83,CHRNA2,FGFR2,ID2,ID3,IL1B,LEPR,PHLDA1	 
IL13	 	cytokine	 	1.726	4.09E-03	2.13E-02	CASP3,CCL3L3,Chil3/Chil4,CXCL2,CXCL3,IL1B,TFRC,TNF,VNN1	156 (16)
MALT1	 	peptidase	Activated	2.177	4.47E-03	2.32E-02	CD83,CXCL2,CXCL3,IKZF4,TNF	169 (19)
MARK2	 	kinase	Activated	2.236	4.47E-03	2.32E-02	Cxcl11,CXCL2,CXCL3,NFKBIZ,TNF	110 (11)
KRT17	 	other	Activated	2.236	4.47E-03	2.32E-02	CCL3L3,CXCL2,CXCL3,IL1B,TNF	 
MAT1A	 	enzyme	 	0.689	4.58E-03	2.35E-02	ACADL,ATP1B1,CYP4A11,Cyp4a14	 
MPZ	 	other	 	 	4.58E-03	2.35E-02	DDIT3,FDFT1,HMGCS1,ID2	 
PRKCA	 	kinase	 	1.057	4.58E-03	2.35E-02	CXCL2,CXCL3,ID1,TNF	136 (14)
PLK1	 	kinase	 	 	4.58E-03	2.35E-02	EPHA2,IER3,MYC,PIK3R1	 
