© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	3.39E-03	NaN	NFKBIA	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	3.08E-02	NaN	FZD6,FZD7	
Nur77 Signaling in T Lymphocytes	-0E00	6.73E-03	NaN	CASP3,PRKD3	
PKCθ Signaling in T Lymphocytes	-0E00	1.4E-02	-0.447	MAP3K13,MAP3K4,MAP3K8,NFKBIA,PIK3R1	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	2.6E-02	NaN	CASP3,TNF	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	4.2E-03	NaN	CDC34	
OX40 Signaling Pathway	-0E00	3.73E-03	NaN	NFKBIA	
PI3K Signaling in B Lymphocytes	-0E00	3.55E-02	0.000	ATF3,IRS2,NFKBIA,PIK3R1,PLCB2	
Role of IL-17F in Allergic Inflammatory Airway Diseases	-0E00	2.5E-02	NaN	IL1B	
Actin Nucleation by ARP-WASP Complex	-0E00	2.27E-02	NaN	ITGB3,RND3	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	1.69E-02	NaN	ATP2A2,PLCB2,PRKD3	
Paxillin Signaling	-0E00	1.9E-02	NaN	ITGB3,PIK3R1	
Signaling by Rho Family GTPases	-0E00	2.69E-02	1.000	CDC42EP1,CLIP1,GNA14,ITGB3,PIK3R1,RND3,SEPTIN10	
RhoGDI Signaling	-0E00	1.92E-02	NaN	DLC1,GNA14,ITGB3,RND3	
Gap Junction Signaling	-0E00	2.07E-02	NaN	PIK3R1,PLCB2,PRKD3,TUBA8	
Hematopoiesis from Pluripotent Stem Cells	-0E00	4.2E-03	NaN	IL1A	
nNOS Signaling in Neurons	-0E00	2.22E-02	NaN	PRKD3	
Ephrin B Signaling	-0E00	2.82E-02	NaN	GNA14,RGS3	
GDNF Family Ligand-Receptor Interactions	-0E00	2.67E-02	NaN	IRS2,PIK3R1	
Heparan Sulfate Biosynthesis	-0E00	2.9E-02	NaN	EXTL2,SULT1C2	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	3.23E-02	NaN	EXTL2,SULT1C2	
Phospholipases	-0E00	3.28E-02	NaN	HMOX1,PLCB2	
Chondroitin Sulfate Biosynthesis	-0E00	2.04E-02	NaN	SULT1C2	
Dermatan Sulfate Biosynthesis	-0E00	1.92E-02	NaN	SULT1C2	
Dermatan Sulfate Biosynthesis (Late Stages)	-0E00	2.56E-02	NaN	SULT1C2	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	2.44E-02	NaN	SULT1C2	
Noradrenaline and Adrenaline Degradation	-0E00	3.45E-02	NaN	ADH4	
Superpathway of Methionine Degradation	-0E00	2.94E-02	NaN	NSUN4	
Epithelial Adherens Junction Signaling	-0E00	1.32E-02	NaN	CLIP1,TUBA8	
Gαi Signaling	-0E00	2.21E-02	NaN	GNA14,GPR17,HCAR2	
Gαs Signaling	-0E00	2.54E-02	NaN	GNA14,HCAR2,PTGER2	
Inhibition of Matrix Metalloproteases	-0E00	2.7E-02	NaN	MMP17	
Regulation of Cellular Mechanics by Calpain Protease	-0E00	1.15E-02	NaN	ITGB3	
Remodeling of Epithelial Adherens Junctions	-0E00	3.12E-02	NaN	CLIP1,TUBA8	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	3.11E-02	NaN	FGFR2,FZD6,FZD7,ID2,PIK3R1,PSEN2	
Tec Kinase Signaling	-0E00	1.82E-02	0.000	GNA14,ITGB3,PIK3R1,PRKD3,RND3,STAT5B,TNF	
UVA-Induced MAPK Signaling	-0E00	3.09E-02	NaN	CASP3,PIK3R1,PLCB2	
UVC-Induced MAPK Signaling	-0E00	1.96E-02	NaN	PRKD3	
Oxidative Phosphorylation	-0E00	1E-02	NaN	NDUFS6	
HIPPO signaling	-0E00	1.2E-02	NaN	YWHAG	
EGF Signaling	-0E00	1.82E-02	NaN	PIK3R1	
ERK/MAPK Signaling	-0E00	3.4E-02	2.236	DUSP1,ETS2,HSPB1,ITGB3,MYC,PIK3R1,YWHAG	
SAPK/JNK Signaling	-0E00	1.28E-02	-1.000	GADD45A,MAP3K13,MAP3K4,PIK3R1	
Cardiac β-adrenergic Signaling	-0E00	2.42E-02	NaN	ATP2A2,GDE1,GNA14,PDE4B	
IL-2 Signaling	-0E00	3.28E-02	NaN	PIK3R1,STAT5B	
Amyloid Processing	-0E00	2E-02	NaN	PSEN2	
FGF Signaling	-0E00	2.38E-02	NaN	FGFR2,PIK3R1	
GABA Receptor Signaling	-0E00	1.57E-02	NaN	GNA14,UBC	
IL-4 Signaling	-0E00	1.25E-02	NaN	PIK3R1	
B Cell Receptor Signaling	-0E00	3.37E-02	-0.816	BCL6,MAP3K13,MAP3K4,MAP3K8,NFKBIA,PIK3R1	
Wnt/β-catenin Signaling	-0E00	2.98E-02	0.000	FRAT1,FZD6,FZD7,MYC,UBC	
Chemokine Signaling	-0E00	1.33E-02	NaN	PLCB2	
Neurotrophin/TRK Signaling	-0E00	2.67E-02	NaN	NTRK1,PIK3R1	
Integrin Signaling	-0E00	2.94E-02	0.816	ARHGAP26,BCAR3,GRB7,ITGB3,PIK3R1,RND3	
cAMP-mediated signaling	-0E00	2.74E-02	0.000	DUSP1,GDE1,GPR17,HCAR2,PDE4B,PTGER2	
Glutamate Receptor Signaling	-0E00	1.54E-02	NaN	SLC1A4	
NF-κB Signaling	-0E00	2.66E-02	1.265	FGFR2,IL1A,IL1B,KDR,MAP3K8,NFKBIA,NTRK1,PIK3R1,TNF,TNFAIP3	
T Cell Receptor Signaling	-0E00	7.48E-03	NaN	NFKBIA,PIK3R1,TNF	
PDGF Signaling	-0E00	3.49E-02	NaN	MYC,PDGFA,PIK3R1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	2.86E-02	NaN	GNA14,PLCB2	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	2.63E-02	NaN	GNA14,PLCB2,PRKD3	
Gustation Pathway	-0E00	1.96E-02	NaN	GDE1,PDE4B,PLCB2	
Phagosome Maturation	-0E00	2.03E-02	NaN	DYNLL1,TUBA8,VPS37B	
Cancer Drug Resistance By Drug Efflux	-0E00	1.72E-02	NaN	PIK3R1	
Th1 and Th2 Activation Pathway	-0E00	2.58E-02	NaN	PIK3R1,PSEN2,SOCS3,STAT5B	
Th1 Pathway	-0E00	2.75E-02	NaN	PIK3R1,PSEN2,SOCS3	
Th2 Pathway	-0E00	3.28E-02	0.000	PIK3R1,PSEN2,SOCS3,STAT5B	
GP6 Signaling Pathway	-0E00	3.23E-02	1.000	ITGB3,LAMB3,PIK3R1,PRKD3	
Neuroinflammation Signaling Pathway	-0E00	2.82E-02	0.707	CASP3,HMOX1,IL1B,MAPK15,NLRP3,PIK3R1,PSEN2,TNF	
Opioid Signaling Pathway	-0E00	3.38E-02	0.707	GNA14,GRK5,MAPK15,MYC,NFKBIA,NOS3,PRKD3,RGS16,RGS3	
Th17 Activation Pathway	-0E00	1.82E-02	0.447	HSP90AA1,HSP90AB1,IL1B,PTGER2,SOCS3	
SPINK1 Pancreatic Cancer Pathway	-0E00	1.85E-02	NaN	CELA1	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00	3E-02	NaN	ERCC6,POLR2H,RFC5	
SPINK1 General Cancer Pathway	-0E00	1.79E-02	NaN	PIK3R1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	2.74E-02	NaN	GNA14,MAPK15,MGLL,PLCB2	
Endocannabinoid Developing Neuron Pathway	-0E00	2.46E-02	NaN	MAPK15,MGLL,PIK3R1	
Apelin Adipocyte Signaling Pathway	-0E00	2.47E-02	NaN	GSTM2,MAPK15	
FAT10 Signaling Pathway	-0E00	1.85E-02	NaN	TNF	
T Cell Exhaustion Signaling Pathway	-0E00	8.62E-03	NaN	BCL6,KDR,PIK3R1	
Synaptogenesis Signaling Pathway	-0E00	2E-02	0.816	CNTNAP1,EFNA1,EPHA2,HSPA8,PIK3R1,TIAM1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	1.9E-02	2.121	BCL6,CASP3,CASP7,GADD45A,LEPR,NOS3,PIK3R1,RND3	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	-0E00	2.82E-02	1.890	IL1A,IL1B,MAVS,MYC,PIK3R1,PRKD3,TNF	
White Adipose Tissue Browning Pathway	-0E00	2.99E-02	-1.000	CEBPB,FGFR2,KDR,LDHA	
Inhibition of ARE-Mediated mRNA Degradation Pathway	-0E00	3.27E-02	0.447	AGO3,MAPK15,PAPOLG,TNF,YWHAG	
BEX2 Signaling Pathway	-0E00	2.63E-02	NaN	CDKN1A,NFKBIA	
Semaphorin Neuronal Repulsive Signaling Pathway	-0E00	2.78E-02	-2.000	ITGB3,PDE4B,PIK3R1,PLXNA2	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	-0E00	3.19E-02	0.000	FGFR2,ID2,OCLN,PDGFA,PIK3R1,TNF	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	-0E00	3.53E-02	NaN	FZD6,FZD7,PSEN2	
Calcium Signaling	-0E00	2.93E-02	NaN	ATP2A2,CHRNA2,HDAC11,HDAC5,MCU,RCAN1	
Eicosanoid Signaling	-0E00	1.59E-02	NaN	PTGER2	
Ephrin Receptor Signaling	-0E00	3.03E-02	NaN	EFNA1,EPHA2,GNA14,ITGB3,PDGFA,RGS3	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	-0E00	1.87E-02	NaN	CASP3,NFKBIA	
