© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Communication between Innate and Adaptive Immune Cells	-0E00	1.42E-02	NaN	CD79B,CD83,CD8A,TLR2	
Systemic Lupus Erythematosus Signaling	-0E00	1.31E-02	NaN	AKT3,CD79B,PTPN6,PTPRC,RALA	
Cdc42 Signaling	-0E00	2.24E-02	-0.447	BAIAP2,CDC42EP2,CDC42SE1,EXOC6,HLA-DOB,ITGB6,RALA,VAV1	
PAK Signaling	-0E00	2.63E-02	NaN	ITGB6,PTK2B,RALA	
Phospholipase C Signaling	-0E00	3.02E-02	-0.577	ARHGEF9,Calm1 (includes others),CD79B,GNG11,HDAC2,HDAC9,HMOX1,ITGB6,MEF2C,PLCD4,PRKCB,RALA,RALGDS,RHOH	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	2.06E-02	NaN	CD79B,CSF1,CXCL13,HLA-DOB,MAP3K14,TLR2	
Glioma Invasiveness Signaling	-0E00	2.86E-02	NaN	RALA,RHOH	
Breast Cancer Regulation by Stathmin1	-0E00	3.18E-02	-1.886	ARHGEF9,CRHR2,FGF2,GNG11,GPR160,GPR180,MC5R,PPM1L,PPP1R10,PPP1R14C,PPP2R3A,PRKACA,PRKCB,RALA,S1PR4,TUBA1C,TUBB,TUBB6	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	2.8E-02	NaN	NFYA,PRKACA,SERPINA3	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	2.03E-02	0.000	Calm1 (includes others),NFKBIE,RALA,SMAD3,TGFBR2,VAV1	
Nur77 Signaling in T Lymphocytes	-0E00	2.02E-02	0.447	BCL2,Calm1 (includes others),HDAC2,HDAC9,HLA-DOB,PRKCB	
PKCθ Signaling in T Lymphocytes	-0E00	1.96E-02	1.633	CACNA1I,HLA-DOB,MAP3K14,MAP3K8,NFKBIE,RALA,VAV1	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	1.49E-02	NaN	MYD88	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	8.4E-03	NaN	SMAD3,TGFBR2	
OX40 Signaling Pathway	-0E00	1.12E-02	NaN	BCL2,HLA-DOB,NFKBIE	
MIF-mediated Glucocorticoid Regulation	-0E00	2.94E-02	NaN	NFKBIE	
Cell Cycle Control of Chromosomal Replication	-0E00	1.89E-02	NaN	CDT1	
Assembly of RNA Polymerase II Complex	-0E00	2.08E-02	NaN	GTF2B	
IL-17A Signaling in Airway Cells	-0E00	3.17E-02	NaN	AKT3,NFKBIE	
Role of IL-17A in Arthritis	-0E00	1.89E-02	NaN	NFKBIE	
IL-17A Signaling in Fibroblasts	-0E00	2.86E-02	NaN	NFKBIE	
Role of IL-17F in Allergic Inflammatory Airway Diseases	-0E00	2.5E-02	NaN	RPS6KA5	
Paxillin Signaling	-0E00	2.86E-02	NaN	ITGB6,PTK2B,RALA	
Hematopoiesis from Pluripotent Stem Cells	-0E00	8.4E-03	NaN	CD8A,CSF1	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00	1.92E-02	NaN	H3-3A/H3-3B	
ErbB Signaling	-0E00	2.2E-02	NaN	PRKCB,RALA	
ErbB2-ErbB3 Signaling	-0E00	3.12E-02	NaN	MYC,RALA	
ErbB4 Signaling	-0E00	2.99E-02	NaN	PRKCB,RALA	
GDNF Family Ligand-Receptor Interactions	-0E00	2.67E-02	NaN	IRS2,RALA	
Nicotine Degradation III	-0E00	2.08E-02	NaN	POR	
tRNA Splicing	-0E00	2.38E-02	NaN	PDE4A	
Melatonin Degradation I	-0E00	2.17E-02	NaN	POR	
Triacylglycerol Degradation	-0E00	2.22E-02	NaN	FAAH	
Phospholipases	-0E00	3.28E-02	NaN	HMOX1,PLCD4	
Estrogen Biosynthesis	-0E00	2.56E-02	NaN	POR	
Nicotine Degradation II	-0E00	1.79E-02	NaN	POR	
Superpathway of Melatonin Degradation	-0E00	1.96E-02	NaN	POR	
Superpathway of Methionine Degradation	-0E00	2.94E-02	NaN	MAT2A	
Antioxidant Action of Vitamin C	-0E00	2.86E-02	NaN	HMOX1,NFKBIE,PLCD4	
Gαi Signaling	-0E00	2.94E-02	NaN	GNG11,PRKACA,RALA,RALGDS	
Gαs Signaling	-0E00	2.54E-02	NaN	GNG11,MC5R,PRKACA	
Regulation of Cellular Mechanics by Calpain Protease	-0E00	2.3E-02	NaN	ITGB6,RALA	
Agranulocyte Adhesion and Diapedesis	-0E00	2.66E-02	NaN	CXCL13,CXCR5,MYO5C,PODXL2,SELL	
Granulocyte Adhesion and Diapedesis	-0E00	2.42E-02	NaN	CXCL13,CXCR5,SELL,TNFRSF1B	
Tec Kinase Signaling	-0E00	1.56E-02	2.000	GNG11,ITGB6,PRKCB,PTK2B,RHOH,VAV1	
PCP pathway	-0E00	1.67E-02	NaN	WNT5A	
Wnt/Ca+ pathway	-0E00	3.12E-02	NaN	PLCD4,WNT5A	
EGF Signaling	-0E00	1.82E-02	NaN	AKT3	
SAPK/JNK Signaling	-0E00	1.6E-02	-0.447	DUSP4,GNG11,MAP4K1,RALA,RIPK1	
Protein Ubiquitination Pathway	-0E00	2.65E-02	NaN	DNAJB1,FBXW7,HSPA1A/HSPA1B,HSPB1,Sacs,UBE2D1,UBE2I	
GABA Receptor Signaling	-0E00	1.57E-02	NaN	CACNA1I,GNG11	
Phototransduction Pathway	-0E00	2E-02	NaN	PRKACA	
Neurotrophin/TRK Signaling	-0E00	1.33E-02	NaN	RALA	
Integrin Signaling	-0E00	2.45E-02	-0.447	AKT3,ARHGAP26,ITGB6,RALA,RHOH	
cAMP-mediated signaling	-0E00	3.2E-02	-1.633	AKAP6,Calm1 (includes others),DUSP4,MC5R,PDE4A,PKIA,PRKACA	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	2.86E-02	NaN	PLCD4,PRKACA	
Gustation Pathway	-0E00	3.27E-02	NaN	CACNA1I,GNG11,P2RX7,PDE4A,PRKACA	
Th17 Activation Pathway	-0E00	1.45E-02	NaN	AHR,MYD88,RUNX1,SOCS3	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00	2E-02	NaN	H3-3A/H3-3B,UBE2I	
Endocannabinoid Developing Neuron Pathway	-0E00	3.28E-02	NaN	AKT3,GNG11,PRKACA,RALA	
Apelin Cardiomyocyte Signaling Pathway	-0E00	3.09E-02	NaN	AKT3,PLCD4,PRKCB	
FAT10 Signaling Pathway	-0E00	1.85E-02	NaN	NUB1	
T Cell Exhaustion Signaling Pathway	-0E00	2.87E-02	0.000	AKT3,BCL6,BTLA,HLA-DOB,PPM1L,PPP2R3A,PTPN6,RALA,SMAD3,TGFBR2	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	2.85E-02	0.577	AKT3,BCL6,ELF1,ESR1,HLA-DOB,ICOSLG/LOC102723996,LEP,PPM1L,PPP2R3A,RALA,RHOH,VAV1	
Necroptosis Signaling Pathway	-0E00	2.82E-02	2.000	DAPK1,RIPK1,TNFRSF1B,TYRO3	
Xenobiotic Metabolism AHR Signaling Pathway	-0E00	2.53E-02	NaN	AHR,NQO2	
Kinetochore Metaphase Signaling Pathway	-0E00	2.88E-02	NaN	PPP1R10,PPP1R14C,ZWINT	
Eicosanoid Signaling	-0E00	1.59E-02	NaN	HPGDS	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	-0E00	2.82E-02	NaN	MYD88,NFKBIE	
