© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Reelin Signaling in Neurons	-0E00	4.88E-02	0.000	AKT1,ARHGEF3,FGR,MAP2K6,PDK4,RAPGEF1	
Melatonin Signaling	-0E00	2.9E-02	NaN	MAP2K6,RORA	
Cellular Effects of Sildenafil (Viagra)	-0E00	4.23E-02	NaN	ACTA1,ACTG1,ADCY1,ADCY9,MYH9,MYO18A	
Neuropathic Pain Signaling In Dorsal Horn Neurons	-0E00	2.02E-02	NaN	CAMK1D,FOS	
Endothelin-1 Signaling	-0E00	3.26E-02	0.000	ADCY1,ADCY9,FOS,GNAT1,GPLD1,PLD4	
CNTF Signaling	-0E00	3.57E-02	NaN	AKT1,STAT3	
Renin-Angiotensin Signaling	-0E00	4.24E-02	NaN	ADCY1,ADCY9,FOS,STAT3,TNF	
Thrombin Signaling	-0E00	4.9E-02	1.134	ADCY1,ADCY9,AKT1,ARHGEF3,CAMK1D,GATA4,GNAT1,RHOBTB1,RND1,RND3	
iCOS-iCOSL Signaling in T Helper Cells	-0E00	6.51E-03	NaN	AKT1,NFKBIA	
Corticotropin Releasing Hormone Signaling	-0E00	4.83E-02	-1.342	ADCY1,ADCY9,CTH,FOS,JUND,MEF2D,VEGFA	
Mitotic Roles of Polo-Like Kinase	-0E00	4.69E-02	NaN	PLK2,STAG2,WEE1	
Maturity Onset Diabetes of Young (MODY) Signaling	-0E00	1.39E-02	NaN	HNF1B	
FLT3 Signaling in Hematopoietic Progenitor Cells	-0E00	5.06E-02	1.000	AKT1,STAT2,STAT3,STAT5B	
Polyamine Regulation in Colon Cancer	-0E00	5E-02	NaN	AZIN1,ODC1,PSMB9	
GNRH Signaling	-0E00	3.3E-02	-2.449	ADCY1,ADCY9,EGR1,FOS,MAP2K6,MAP3K13	
Melanocyte Development and Pigmentation Signaling	-0E00	2.15E-02	NaN	ADCY1,ADCY9	
DNA Methylation and Transcriptional Repression Signaling	-0E00	2.94E-02	NaN	H3-3A/H3-3B	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	2.6E-02	NaN	CDKN1A,CTH	
Androgen Signaling	-0E00	3.07E-02	NaN	CCND1,DNAJB1,GNAT1,H3-3A/H3-3B,KAT2B	
Aldosterone Signaling in Epithelial Cells	-0E00	4.4E-02	NaN	DNAJB1,DNAJC11,DNAJC12,DNAJC30,DUSP1,HSPA14,SGK1	
CREB Signaling in Neurons	-0E00	2.77E-02	0.775	ADCY1,ADCY9,ADGRE5,ADRA1B,AKT1,CELSR1,FZD5,FZD7,GNAT1,GPR146,HCAR2,P2RY12,S1PR1,S1PR5,SUCNR1,VEGFA	
Type I Diabetes Mellitus Signaling	-0E00	2.28E-02	-0.378	IL1B,MAP2K6,NFKBIA,SOCS3,TNF,TNFRSF1A,TNFRSF1B	
Endometrial Cancer Signaling	-0E00	5E-02	NaN	AKT1,CCND1,TP53	
Primary Immunodeficiency Signaling	-0E00	4.88E-02	NaN	TAP1,UNG	
Allograft Rejection Signaling	-0E00	3.82E-03	NaN	TNF	
Graft-versus-Host Disease Signaling	-0E00	8.23E-03	NaN	IL1B,TNF	
Type II Diabetes Mellitus Signaling	-0E00	5.33E-02	1.134	AKT1,CEBPB,IRS2,NFKBIA,SOCS3,TNF,TNFRSF1A,TNFRSF1B	
Non-Small Cell Lung Cancer Signaling	-0E00	5.38E-02	NaN	AKT1,CCND1,E2F2,RBL2,TP53	
Gα12/13 Signaling	-0E00	4.62E-02	-1.000	AKT1,CDH4,ELP1,MEF2D,NFKBIA,TEC	
p70S6K Signaling	-0E00	1.54E-02	NaN	AKT1,YWHAH	
G Beta Gamma Signaling	-0E00	2.36E-02	NaN	ADCY1,AKT1,GNAT1	
G Protein Signaling Mediated by Tubby	-0E00	2.27E-02	NaN	GNAT1	
Communication between Innate and Adaptive Immune Cells	-0E00	2.14E-02	NaN	IL1B,Tlr12,TLR2,TLR5,TLR8,TNF	
Systemic Lupus Erythematosus Signaling	-0E00	2.62E-02	NaN	AKT1,CD2BP2,FOS,IL1B,IL6R,LSM10,PRPF31,SNRNP35,TNF,TXNL4A	
Cdc42 Signaling	-0E00	8.4E-03	NaN	CDC42EP2,CDC42SE1,FOS	
FAK Signaling	-0E00	3.45E-02	NaN	ACTA1,ACTG1,AKT1,BCAR1	
EIF2 Signaling	-0E00	5.37E-02	0.707	ACTA1,AKT1,CCND1,EIF2B2,EIF2B3,EIF2B4,EIF3D,PPP1CA,RPL36,SREBF1,VEGFA	
PAK Signaling	-0E00	1.75E-02	NaN	PDGFA,TNF	
Hereditary Breast Cancer Signaling	-0E00	5.04E-02	NaN	AKT1,CCND1,CDKN1A,GADD45A,GADD45G,TP53,WEE1	
Phospholipase C Signaling	-0E00	2.16E-02	-1.000	ADCY1,ADCY9,ARHGEF3,GPLD1,MEF2D,PLD4,RHOBTB1,RND1,RND3,TGM2	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	3.09E-02	NaN	CSF1,CXCL13,IL1B,PRTN3,Tlr12,TLR2,TLR5,TLR8,TNF	
Protein Kinase A Signaling	-0E00	5.29E-02	1.414	ADCY1,ADCY9,CDC14B,DUSP1,DUSP10,FICD,H1-3,H3-3A/H3-3B,MPPE1,MTMR3,NFKBIA,PPP1CA,PPP1R10,PPP1R11,PTPN1,PTPN21,PTPN3,PTPRK,TNS2,YWHAH	
Regulation of eIF4 and p70S6K Signaling	-0E00	2.94E-02	NaN	AKT1,EIF2B2,EIF2B3,EIF2B4,EIF3D	
Role of NFAT in Cardiac Hypertrophy	-0E00	3.72E-02	-1.414	ADCY1,ADCY9,AKT1,CAMK1D,GATA4,MAP2K6,MEF2D,RCAN1	
Glioma Invasiveness Signaling	-0E00	4.29E-02	NaN	RHOBTB1,RND1,RND3	
Breast Cancer Regulation by Stathmin1	-0E00	4.59E-02	0.392	ADGRE5,ADRA1B,ARHGEF3,CAMK1D,CCND1,CDK2,CELSR1,E2F2,FZD5,FZD7,GPR146,HCAR2,P2RY12,PPP1CA,PPP1R10,PPP1R11,PROK1,S1PR1,S1PR5,STAT3,SUCNR1,TP53,TUBA1A,TUBA1B,TUBA1C,VEGFA	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	1.87E-02	NaN	MME,PRTN3	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	1.02E-02	NaN	ELP1,FOS,NFKBIA	
TWEAK Signaling	-0E00	5.41E-02	NaN	BAG4,NFKBIA	
Nur77 Signaling in T Lymphocytes	-0E00	6.73E-03	NaN	MEF2D,TNFSF10	
PKCθ Signaling in T Lymphocytes	-0E00	1.12E-02	NaN	FOS,MAP3K13,NFKBIA,POU2F1	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	5.19E-02	NaN	AKT1,MAP2K6,RABGEF1,TNF	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	-0E00	3.7E-02	NaN	AKT1,NFKBIA	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	1.26E-02	NaN	CCNE1,CDC34,CDK2	
OX40 Signaling Pathway	-0E00	3.73E-03	NaN	NFKBIA	
PI3K Signaling in B Lymphocytes	-0E00	3.55E-02	0.000	AKT1,FOS,IRS2,NFKBIA,PIK3AP1	
MIF-mediated Glucocorticoid Regulation	-0E00	2.94E-02	NaN	NFKBIA	
P2Y Purigenic Receptor Signaling Pathway	-0E00	3.94E-02	-0.447	ADCY1,ADCY9,AKT1,FOS,P2RY12	
Tumoricidal Function of Hepatic Natural Killer Cells	-0E00	4.55E-02	NaN	ICAM1	
Intrinsic Prothrombin Activation Pathway	-0E00	2.56E-02	NaN	FGB	
Cell Cycle Control of Chromosomal Replication	-0E00	1.89E-02	NaN	CDK2	
IL-17A Signaling in Airway Cells	-0E00	4.76E-02	NaN	AKT1,NFKBIA,STAT3	
Role of IL-17A in Arthritis	-0E00	3.77E-02	NaN	MAP2K6,NFKBIA	
Role of IL-17F in Allergic Inflammatory Airway Diseases	-0E00	2.5E-02	NaN	IL1B	
Actin Nucleation by ARP-WASP Complex	-0E00	3.41E-02	NaN	RHOBTB1,RND1,RND3	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	4.52E-02	-0.378	ADCY1,ADCY9,CAMKK2,CSNK1D,KCNJ16,PPP1CA,PPP1R10,PPP1R11	
NGF Signaling	-0E00	2.59E-02	NaN	AKT1,MAP3K13,TP53	
Paxillin Signaling	-0E00	2.86E-02	NaN	ACTA1,ACTG1,BCAR1	
Signaling by Rho Family GTPases	-0E00	4.23E-02	1.414	ACTA1,ACTG1,ARHGEF3,CDC42EP1,CDC42EP2,CDH4,FOS,GNAT1,RHOBTB1,RND1,RND3	
RhoGDI Signaling	-0E00	5.29E-02	-1.134	ACTA1,ACTG1,ARHGAP6,ARHGEF3,CDH4,ESR1,GNAT1,MYH9,RHOBTB1,RND1,RND3	
Telomerase Signaling	-0E00	3.88E-02	NaN	AKT1,CDKN1A,ETS2,TP53	
Hematopoiesis from Pluripotent Stem Cells	-0E00	4.2E-03	NaN	CSF1	
eNOS Signaling	-0E00	5.23E-02	0.378	ADCY1,ADCY9,AKT1,AQP8,ESR1,HSPA14,PROK1,VEGFA	
nNOS Signaling in Skeletal Muscle Cells	-0E00	2.13E-02	NaN	DAG1	
VEGF Family Ligand-Receptor Interactions	-0E00	4.88E-02	NaN	AKT1,FOS,NRP1,VEGFA	
Ephrin B Signaling	-0E00	4.23E-02	NaN	CXCR4,GNAT1,KALRN	
ErbB4 Signaling	-0E00	2.99E-02	NaN	AKT1,PSEN2	
GDNF Family Ligand-Receptor Interactions	-0E00	2.67E-02	NaN	FOS,IRS2	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	3.23E-02	NaN	SULT1B1,Sult1d1	
NAD Salvage Pathway II	-0E00	4.35E-02	NaN	NMRK1	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	-0E00	4.55E-02	NaN	PCK1	
Triacylglycerol Degradation	-0E00	2.22E-02	NaN	PNLIP	
Phospholipases	-0E00	4.92E-02	NaN	GPLD1,PLA2G15,PLD4	
Tryptophan Degradation X (Mammalian, via Tryptamine)	-0E00	4.35E-02	NaN	DDC	
Dermatan Sulfate Biosynthesis (Late Stages)	-0E00	5.13E-02	NaN	SULT1B1,Sult1d1	
Valine Degradation I	-0E00	5E-02	NaN	SDS	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	4.88E-02	NaN	SULT1B1,Sult1d1	
Noradrenaline and Adrenaline Degradation	-0E00	3.45E-02	NaN	DHRS9	
Ethanol Degradation IV	-0E00	4.76E-02	NaN	ACSS2	
Fatty Acid β-oxidation I	-0E00	2.94E-02	NaN	SDS	
Methionine Degradation I (to Homocysteine)	-0E00	5.26E-02	NaN	MGMT	
Superpathway of Cholesterol Biosynthesis	-0E00	3.57E-02	NaN	ACAT2	
Antioxidant Action of Vitamin C	-0E00	4.76E-02	1.342	GPLD1,NFKBIA,PLD4,STAT5B,TNF	
Gαs Signaling	-0E00	3.39E-02	NaN	ADCY1,ADCY9,GNAT1,HCAR2	
PEDF Signaling	-0E00	4.82E-02	NaN	AKT1,HNF1B,NFKBIA,TP53	
Regulation of Cellular Mechanics by Calpain Protease	-0E00	3.45E-02	NaN	CCND1,CCNE1,CDK2	
Role of p14/p19ARF in Tumor Suppression	-0E00	3.7E-02	NaN	TP53	
Sperm Motility	-0E00	3.72E-02	NaN	CLK1,EPHA1,EPHA2,ERBB3,FGR,GNAT1,MAP2K6,PTK6,TEC	
Tec Kinase Signaling	-0E00	3.65E-02	1.000	ACTA1,ACTG1,FGR,FOS,GNAT1,RHOBTB1,RND1,RND3,STAT2,STAT3,STAT5B,TEC,TNF,TNFSF10	
UVA-Induced MAPK Signaling	-0E00	5.15E-02	NaN	FOS,PARP10,PARP2,PARP9,TP53	
UVC-Induced MAPK Signaling	-0E00	3.92E-02	NaN	FOS,TP53	
Wnt/Ca+ pathway	-0E00	4.69E-02	NaN	FZD5,FZD7,WNT5B	
EGF Signaling	-0E00	5.45E-02	NaN	AKT1,FOS,STAT3	
Nucleotide Excision Repair Pathway	-0E00	3.03E-02	NaN	ERCC6	
SAPK/JNK Signaling	-0E00	1.92E-02	-1.633	DUSP10,GADD45A,MAP3K13,SH2D2A,TAB1,TP53	
Nitric Oxide Signaling in the Cardiovascular System	-0E00	2.61E-02	NaN	AKT1,PROK1,VEGFA	
Cardiac β-adrenergic Signaling	-0E00	4.85E-02	0.378	ADCY1,ADCY9,FICD,GNAT1,MPPE1,PPP1CA,PPP1R10,PPP1R11	
Protein Ubiquitination Pathway	-0E00	5.3E-02	NaN	CDC34,DNAJB1,DNAJC11,DNAJC12,DNAJC30,HSPA14,PSMB9,RBX1,TAP1,UBE2H,UBE2U,USP22,USP32,USP40	
IL-2 Signaling	-0E00	4.92E-02	NaN	AKT1,FOS,STAT5B	
FGF Signaling	-0E00	3.57E-02	NaN	AKT1,MAP2K6,STAT3	
Endoplasmic Reticulum Stress Pathway	-0E00	5E-02	NaN	XBP1	
GABA Receptor Signaling	-0E00	2.36E-02	NaN	ADCY1,ADCY9,GNAT1	
Phototransduction Pathway	-0E00	2E-02	NaN	GNAT1	
Chemokine Signaling	-0E00	4E-02	NaN	CAMK1D,CXCR4,FOS	
Neurotrophin/TRK Signaling	-0E00	4E-02	NaN	AKT1,FOS,MAP2K6	
Integrin Signaling	-0E00	4.9E-02	2.449	ACTA1,ACTG1,AKT1,BCAR1,RAPGEF1,RHOBTB1,RND1,RND3,TSPAN4,ZYX	
cAMP-mediated signaling	-0E00	5.02E-02	0.905	ADCY1,ADCY9,CAMK1D,DUSP1,FICD,HCAR2,MPPE1,P2RY12,RGS4,S1PR1,STAT3	
NF-κB Signaling	-0E00	4.26E-02	1.000	AKT1,IL1B,IRAK3,IRAK4,LTBR,MAP2K6,NFKBIA,PELI1,TAB1,TAB2,TLR2,TLR5,TLR8,TNF,TNFRSF1A,TNFRSF1B	
T Cell Receptor Signaling	-0E00	1.75E-02	0.816	AKT1,ELP1,FOS,ICAM1,MAP2K6,NFKBIA,TNF	
BMP signaling pathway	-0E00	4.82E-02	-1.000	BMP1,CHRD,SMAD6,TAB1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	2.86E-02	NaN	ADCY1,ADCY9	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	1.75E-02	NaN	ADCY1,ADCY9	
Gustation Pathway	-0E00	3.27E-02	NaN	ADCY1,ADCY9,FICD,MPPE1,P2RY12	
Phagosome Maturation	-0E00	2.7E-02	NaN	TAP1,TUBA1A,TUBA1B,TUBA1C	
Macropinocytosis Signaling	-0E00	5.33E-02	NaN	CSF1,MRC1,PDGFA,USP6NL	
Inflammasome pathway	-0E00	5.26E-02	NaN	IL1B	
GP6 Signaling Pathway	-0E00	2.42E-02	NaN	AKT1,FGB,LAMA4	
Opioid Signaling Pathway	-0E00	5.26E-02	1.155	ADCY1,ADCY9,AKT1,CAMK1D,FGR,FOS,GNAT1,GRK5,MAP2K6,NFKBIA,RGS1,RGS16,RGS4,SIGMAR1	
Adrenomedullin signaling pathway	-0E00	4.62E-02	-0.707	ADCY1,ADCY9,AKT1,CEBPB,CTH,FOS,IL1B,MAP2K6,TNF	
Th17 Activation Pathway	-0E00	2.55E-02	1.134	IL1B,IL6R,IRAK3,IRAK4,RORA,SOCS3,STAT3	
SPINK1 Pancreatic Cancer Pathway	-0E00	1.85E-02	NaN	CTRB2	
SPINK1 General Cancer Pathway	-0E00	5.36E-02	NaN	AKT1,IL6R,STAT3	
Endocannabinoid Neuronal Synapse Pathway	-0E00	1.37E-02	NaN	ADCY1,ADCY9	
Endocannabinoid Developing Neuron Pathway	-0E00	4.92E-02	1.633	ADCY1,ADCY9,AKT1,CCND1,MAP2K6,STAT3	
Apelin Liver Signaling Pathway	-0E00	3.85E-02	NaN	TNF	
Apelin Adipocyte Signaling Pathway	-0E00	3.7E-02	NaN	ADCY1,ADCY9,PPARGC1A	
Apelin Cardiomyocyte Signaling Pathway	-0E00	1.03E-02	NaN	AKT1	
BAG2 Signaling Pathway	-0E00	4.94E-02	NaN	CDKN1A,HSPA14,PSMB9,TP53	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	5.19E-02	1.569	ADCY1,ADCY9,ADRA1B,AKT1,EIF2B2,EIF2B3,EIF2B4,FICD,FZD5,FZD7,GATA4,IL13RA1,IL1B,IL6R,INPP5F,MAP2K6,MAP3K13,MEF2D,MKNK2,MPPE1,RCAN1,STAT3,TNF,TNFRSF1A,TNFRSF1B,TNFSF10,WNT5B	
PFKFB4 Signaling Pathway	-0E00	4.44E-02	NaN	MAP2K6,TP53	
T Cell Exhaustion Signaling Pathway	-0E00	2.01E-02	0.000	AKT1,FOS,FOXO1,IL6R,STAT2,STAT3,VEGFA	
Synaptogenesis Signaling Pathway	-0E00	4E-02	1.732	ADCY1,ADCY9,AKT1,CADM1,CDH4,EFNA1,EPHA1,EPHA2,FARP1,FGR,KALRN,RAPGEF1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	2.14E-02	1.667	AKT1,ESR1,FOS,GADD45A,MAP2K6,RHOBTB1,RND1,RND3,STAT3	
White Adipose Tissue Browning Pathway	-0E00	4.48E-02	-0.816	ADCY1,ADCY9,CAMKK2,CEBPB,PPARGC1A,VEGFA	
Xenobiotic Metabolism AHR Signaling Pathway	-0E00	2.53E-02	NaN	IL1B,TNF	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	3.61E-02	-1.633	Cyp2b13/Cyp2b9,CYP2B6,MAP2K6,PPARGC1A,SULT1B1,Sult1d1	
Insulin Secretion Signaling Pathway	-0E00	3.86E-02	1.265	ADCY1,ADCY9,EIF2B2,EIF2B3,EIF2B4,FGR,SRP68,STAT2,STAT3,STAT5B	
Semaphorin Neuronal Repulsive Signaling Pathway	-0E00	4.17E-02	0.000	AKT1,FARP1,MAP2K6,NRP1,RND1,TP53	
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	-0E00	4.71E-02	1.000	FZD5,FZD7,PSEN2,WNT5B	
Kinetochore Metaphase Signaling Pathway	-0E00	3.85E-02	0.000	PPP1CA,PPP1R10,PPP1R11,STAG2	
MSP-RON Signaling In Macrophages Pathway	-0E00	3.85E-02	0.000	FOS,SOCS3,STAT3,TNF	
Calcium Signaling	-0E00	4.88E-02	NaN	ACTA1,CAMK1D,CAMKK2,MCU,MEF2D,MYH9,MYO18A,RCAN1,SLC8B1,Tpm4	
Eicosanoid Signaling	-0E00	1.59E-02	NaN	TBXAS1	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	-0E00	2.8E-02	NaN	MAP2K6,NFKBIA,RABGEF1	
