© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	1.92E-02	NaN	CHUK,NFKB2,RELA,RELB,TRAF3	
Leptin Signaling in Obesity	-0E00	1.37E-02	NaN	PIK3C2A	
Nur77 Signaling in T Lymphocytes	-0E00	1.19E-02	NaN	CYCS,MAP3K3,PRKCI	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	1.25E-02	NaN	NFKB2	
MSP-RON Signaling Pathway	-0E00	1.72E-02	NaN	PIK3C2A	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00	1.85E-02	NaN	RIF1	
eNOS Signaling	-0E00	1.97E-02	NaN	PIK3C2A,PRKCI,SLC7A1	
nNOS Signaling in Neurons	-0E00	2.17E-02	NaN	PRKCI	
Netrin Signaling	-0E00	1.39E-02	NaN	RAC1	
Phospholipases	-0E00	1.61E-02	NaN	HMOX1	
Chondroitin Sulfate Biosynthesis	-0E00	1.92E-02	NaN	CSGALNACT2	
Dermatan Sulfate Biosynthesis	-0E00	1.82E-02	NaN	CSGALNACT2	
Serotonin Degradation	-0E00	1.79E-02	NaN	SMOX	
Superpathway of Melatonin Degradation	-0E00	1.72E-02	NaN	SMOX	
Agranulocyte Adhesion and Diapedesis	-0E00	1.52E-02	NaN	GNAI3,ITGB1,MSN	
Granulocyte Adhesion and Diapedesis	-0E00	1.72E-02	NaN	GNAI3,ITGB1,MSN	
Sperm Motility	-0E00	2.05E-02	NaN	GNA13,GNAI3,LYN,PRKCI,YES1	
Oxidative Phosphorylation	-0E00	9.62E-03	NaN	CYCS	
Adipogenesis pathway	-0E00	1.5E-02	NaN	CDK7,HIF1A	
PCP pathway	-0E00	1.67E-02	NaN	RAC1	
GABA Receptor Signaling	-0E00	1.54E-02	NaN	GNA13,GNAI3	
cAMP-mediated signaling	-0E00	8.85E-03	NaN	CREB3,GNAI3	
TGF-β Signaling	-0E00	2.08E-02	NaN	NRAS,RAP1B	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	-0E00	1.39E-02	NaN	GNAI3	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	-0E00	1.74E-02	NaN	GNAI3,PRKCI	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00	1.94E-02	NaN	CSNK2A1,PIK3C2A	
Th1 and Th2 Activation Pathway	-0E00	5.99E-03	NaN	PIK3C2A	
Th1 Pathway	-0E00	8.55E-03	NaN	PIK3C2A	
Th2 Pathway	-0E00	7.52E-03	NaN	PIK3C2A	
Th17 Activation Pathway	-0E00	1.93E-02	NaN	HIF1A,IRAK2,NFKB2,RELA,RELB	
Endocannabinoid Neuronal Synapse Pathway	-0E00	6.85E-03	NaN	GNAI3	
PFKFB4 Signaling Pathway	-0E00	2.17E-02	NaN	CREB3	
T Cell Exhaustion Signaling Pathway	-0E00	1.78E-02	NaN	NRAS,PIK3C2A,PPP2CA,PPP2CB,PPP2R5E,RAP1B	
White Adipose Tissue Browning Pathway	-0E00	7.41E-03	NaN	CREB3	
Calcium Signaling	-0E00	1.92E-02	NaN	ATP2A2,CREB3,RAP1B,TPM3	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	-0E00	1.35E-02	NaN	NFKB2	
